sku_id,product_name,category,brand,MRP,base_cost,launch_date,mrp_missing,base_cost_missing,mrp_outlier,base_cost_outlier,margin,negative_margin,product_age_months,is_new,is_stale,price_cost_ratio,high_margin,low_margin
P0375,Act Pro,Electronics,No Brand,1738.8,516.31,2024-03-26,0,1,0,0,1222.49,False,16,False,False,3.3677441846952414,True,False
P0376,List Plus,Beauty,BrandE,769.895,640.28,2022-12-16,1,0,0,0,129.615,False,31,False,True,1.2024348722433935,False,False
P0377,Guy X,Electronics,BrandE,821.24,510.78,2022-04-08,0,0,0,0,310.46000000000004,False,39,False,True,1.6078154978660089,False,False
P0378,Idea X,Sports,BrandE,523.98,287.28,2023-03-21,0,0,0,0,236.70000000000005,False,28,False,True,1.823934837092732,False,False
P0379,Debate Lite,Books,BrandF,1219.28,936.72,2023-05-29,0,0,0,0,282.55999999999995,False,26,False,True,1.3016483047228626,False,False
P0380,Wife Go,Apparel,BrandF,342.87,235.25,2024-01-10,0,0,0,0,107.62,False,18,False,False,1.457470775770457,False,True
P0381,People Plus,Apparel,BrandF,198.65,145.0,2022-10-14,0,0,0,0,53.650000000000006,False,33,False,True,1.37,False,True
P0382,Rest Pro,Home & Kitchen,BrandE,798.39,765.39,2023-12-12,1,0,0,0,33.0,False,19,False,True,1.0431152745659076,False,True
P0383,best go  ,Home & Kitchen,BrandD,1429.49,877.3,2022-10-28,0,0,0,0,552.19,False,33,False,True,1.6294198107830846,True,False
P0384,World Plus,Home & Kitchen,BrandE,1832.01,947.81,2021-10-26,0,0,0,0,884.2,False,45,False,True,1.9328873930429096,True,False
P0385,How Pro,Electronics,BrandF,474.54,361.62,2021-10-25,0,0,0,0,112.92000000000002,False,45,False,True,1.3122614899618383,False,True
P0386,So Pro,Electronics,BrandB,678.68,546.36,2022-06-09,0,0,0,0,132.31999999999994,False,37,False,True,1.2421846401639942,False,False
P0387,Study Go,Electronics,BrandA,775.98,799.86,2022-03-06,1,0,0,0,-23.879999999999995,True,40,False,True,0.9701447753356838,False,True
P0388,Standard Plus,Books,BrandA,534.65,296.65,2021-01-19,0,0,0,0,238.0,False,54,False,True,1.8022922636103151,False,False
P0389,Top Max,Beauty,BrandD,1450.03,823.37,2021-03-18,0,0,0,0,626.66,False,52,False,True,1.7610916113047597,True,False
P0390,Improve Plus,Home & Kitchen,BrandB,798.39,560.43,2022-12-19,1,0,0,0,237.96000000000004,False,31,False,True,1.4246025373374018,False,False
P0391,Control Go,Home & Kitchen,BrandE,548.96,397.16,2024-06-02,0,0,0,0,151.8,False,13,False,False,1.3822137173934939,False,False
P0392,Attack Lite,Beauty,BrandB,479.45,338.82,2024-08-17,0,0,0,0,140.63,False,11,False,False,1.415058142966767,False,False
P0393,Box X,Home & Kitchen,BrandF,629.91,361.52,2023-06-10,0,0,0,0,268.39,False,25,False,True,1.742393228590396,False,False
P0394,Start Pro,Apparel,BrandC,779.99,674.98,2021-12-16,1,0,0,0,105.00999999999999,False,43,False,True,1.1555749799994073,False,True
P0395,Mother Max,Electronics,BrandF,1500.49,894.82,2024-09-29,0,0,0,0,605.67,False,10,False,False,1.6768623857312084,True,False
P0396,Various Max,Beauty,BrandB,1328.97,848.49,2022-08-08,0,0,0,0,480.48,False,35,False,True,1.566276561892303,True,False
P0397,Husband Max,Sports,BrandB,879.9449999999999,231.89,2022-02-01,1,0,0,0,648.055,False,41,False,True,3.7946655741946613,True,False
P0398,It Pro,Sports,BrandF,886.27,598.7,2021-12-02,0,0,0,0,287.56999999999994,False,43,False,True,1.480324035410055,False,False
P0399,Example Plus,Beauty,BrandF,769.895,548.57,2023-12-13,1,0,0,0,221.32499999999993,False,19,False,True,1.403458081922088,False,False
P0400,System Go,Beauty,BrandA,538.54,393.64,2021-07-28,0,0,0,0,144.89999999999998,False,48,False,True,1.368102835077736,False,False
P0401,Live Pro,Books,BrandB,358.95,180.08,2022-11-21,0,0,0,0,178.86999999999998,False,32,False,True,1.993280764104842,False,False
P0402,High Lite,Home & Kitchen,No Brand,794.92,541.77,2023-04-17,0,1,0,0,253.14999999999998,False,27,False,True,1.4672647064252358,False,False
P0403,Reach Max,Electronics,BrandF,1566.49,937.64,2024-05-19,0,0,0,0,628.85,False,14,False,False,1.6706731794718657,True,False
P0404,Meet X,Apparel,No Brand,561.28,358.71,2022-10-19,0,0,0,0,202.57,False,33,False,True,1.5647180173399124,False,False
P0405,store pro  ,Home & Kitchen,BrandA,798.39,861.42,2023-09-18,1,0,0,0,-63.02999999999997,True,22,False,True,0.926830117712614,False,True
P0406,note max  ,Electronics,BrandA,844.87,495.91,2023-10-27,0,0,0,0,348.96,False,21,False,True,1.7036760702546832,False,False
P0407,Source Plus,Home & Kitchen,BrandD,1120.37,541.77,2021-11-20,0,1,0,0,578.5999999999999,False,44,False,True,2.0679808774941395,True,False
P0408,Traditional Go,Beauty,BrandF,187.8,141.54,2022-01-30,0,0,0,0,46.26000000000002,False,42,False,True,1.3268334039847394,False,True
P0409,hold x  ,Apparel,BrandC,1600.75,925.09,2022-06-09,0,0,0,0,675.66,False,37,False,True,1.7303721800041076,True,False
P0410,Experience X,Apparel,BrandA,779.99,508.515,2023-06-09,1,1,0,0,271.475,False,25,False,True,1.5338583915912019,False,False
P0411,Religious X,Books,BrandD,874.6,979.78,2022-09-22,1,0,0,0,-105.17999999999995,True,34,False,True,0.8926493702667946,False,True
P0412,Talk Max,Sports,BrandB,815.64,470.6,2021-04-15,0,0,0,0,345.03999999999996,False,51,False,True,1.7331916702082446,False,False
P0413,democrat x  ,Books,BrandA,851.95,543.92,2021-08-20,0,0,0,0,308.0300000000001,False,47,False,True,1.5663148992498899,False,False
P0414,Nice Go,Sports,BrandC,702.38,531.02,2024-08-30,0,0,0,0,171.36,False,11,False,False,1.3226997099920907,False,False
P0415,Doctor X,Electronics,BrandB,593.68,382.76,2023-07-17,0,0,0,0,210.91999999999996,False,24,False,True,1.5510502664855261,False,False
P0416,Idea X,Books,No Brand,610.3,381.11,2021-07-08,0,0,0,0,229.18999999999994,False,48,False,True,1.601374931122248,False,False
P0417,Room Max,Home & Kitchen,BrandC,519.55,604.54,2022-10-22,0,0,0,0,-84.99000000000001,True,33,False,True,0.8594137691467892,False,True
P0418,Mother X,Sports,BrandC,879.9449999999999,300.11,2022-06-25,1,0,0,0,579.8349999999999,False,37,False,True,2.932074905867848,True,False
P0419,Production Max,Electronics,BrandF,234.25,155.5,2023-05-07,0,0,0,0,78.75,False,26,False,True,1.5064308681672025,False,True
P0420,i plus  ,Electronics,BrandB,658.79,516.31,2022-09-23,0,1,0,0,142.48000000000002,False,34,False,True,1.2759582421413493,False,False
P0421,Spend X,Electronics,BrandE,1072.84,628.72,2022-12-29,0,0,0,0,444.1199999999999,False,31,False,True,1.7063875811171902,False,False
P0422,order max  ,Books,BrandA,487.01,243.52,2023-01-05,0,0,0,0,243.48999999999998,False,30,False,True,1.9998768068331143,False,False
P0423,Able Plus,Books,BrandC,874.6,538.4,2024-03-21,1,0,0,0,336.20000000000005,False,16,False,False,1.62444279346211,False,False
P0424,Service Max,Beauty,BrandA,1335.48,939.01,2023-06-01,0,0,0,0,396.47,False,25,False,True,1.4222212755987689,False,False
P0425,Growth Lite,Apparel,BrandF,684.21,502.4,2024-04-23,0,0,0,0,181.81000000000006,False,15,False,False,1.3618829617834396,False,False
P0426,Building Pro,Home & Kitchen,BrandC,1411.36,911.41,2023-08-30,0,0,0,0,499.94999999999993,False,23,False,True,1.5485456600212857,True,False
P0427,responsibility x  ,Books,BrandD,793.17,502.87,2022-11-09,0,0,0,0,290.29999999999995,False,32,False,True,1.5772863762006084,False,False
P0428,Religious Lite,Apparel,BrandB,1322.8,919.68,2022-04-05,0,0,0,0,403.12,False,39,False,True,1.4383263743910926,False,False
P0429,door pro  ,Beauty,BrandF,586.97,518.76,2021-05-24,0,1,0,0,68.21000000000004,False,50,False,True,1.1314866219446373,False,True
P0430,Produce Max,Books,No Brand,1634.88,886.21,2023-07-28,0,0,0,0,748.6700000000001,False,24,False,True,1.8447997652926509,True,False
P0431,Floor Pro,Electronics,BrandA,1727.92,869.41,2021-01-28,0,0,0,0,858.5100000000001,False,54,False,True,1.9874627621030356,True,False
P0432,miss plus  ,Sports,BrandB,1128.76,585.22,2023-03-01,0,0,0,0,543.54,False,28,False,True,1.9287789207477528,True,False
P0433,Either Lite,Books,BrandF,474.32,290.73,2021-07-09,0,0,0,0,183.58999999999997,False,48,False,True,1.6314793794930003,False,False
P0434,Discuss Go,Apparel,BrandC,156.88,110.26,2021-05-31,0,0,0,0,46.61999999999999,False,50,False,True,1.4228187919463087,False,True
P0435,Investment Plus,Electronics,BrandB,589.46,423.7,2024-08-04,0,0,0,0,165.76000000000005,False,11,False,False,1.3912202029738023,False,False
P0436,Election Go,Books,BrandE,614.59,422.86,2024-11-21,0,0,0,0,191.73000000000002,False,8,False,False,1.4534124769427235,False,False
P0437,Drug X,Books,BrandA,938.55,999.01,2024-09-13,0,0,0,0,-60.460000000000036,True,10,False,False,0.9394800852844315,False,True
P0438,Understand Max,Books,No Brand,1676.9,997.08,2022-08-23,0,0,0,0,679.82,False,35,False,True,1.6818108877923537,True,False
P0439,Near Max,Home & Kitchen,BrandE,856.35,559.17,2021-09-30,0,0,0,0,297.18000000000006,False,46,False,True,1.5314662803798489,False,False
P0440,Power Pro,Beauty,BrandE,620.55,463.26,2021-06-30,0,0,0,0,157.28999999999996,False,49,False,True,1.3395285584768812,False,False
P0441,Decade Lite,Sports,BrandE,879.9449999999999,743.37,2023-03-10,1,0,0,0,136.57499999999993,False,28,False,True,1.183724121231688,False,False
P0442,Total Max,Electronics,BrandB,737.69,562.86,2023-05-19,0,0,0,0,174.83000000000004,False,26,False,True,1.3106100984258964,False,False
P0443,natural pro  ,Home & Kitchen,BrandA,478.96,364.76,2022-10-11,0,0,0,0,114.19999999999999,False,33,False,True,1.313082574843733,False,True
P0444,Security Max,Apparel,BrandE,551.23,508.515,2023-08-23,0,1,0,0,42.71500000000003,False,23,False,True,1.0839994887073146,False,True
P0445,Security Pro,Home & Kitchen,BrandC,212.03,116.38,2023-03-08,0,0,0,0,95.65,False,28,False,True,1.8218766111015638,False,True
P0446,Article Pro,Apparel,BrandC,819.59,661.17,2023-04-04,0,0,0,0,158.42000000000007,False,27,False,True,1.2396055477411256,False,False
P0447,culture x  ,Books,BrandD,1173.68,936.65,2022-11-27,0,0,0,0,237.0300000000001,False,32,False,True,1.2530614423744195,False,False
P0448,Question Plus,Beauty,BrandC,769.895,362.34,2021-12-07,1,0,0,0,407.555,False,43,False,True,2.1247861124910306,False,False
P0449,Knowledge Lite,Electronics,BrandA,515.75,312.03,2022-09-25,0,0,0,0,203.72000000000003,False,34,False,True,1.6528859404544436,False,False
P0450,Prepare Pro,Apparel,BrandD,418.89,520.44,2028-01-01,0,0,0,0,-101.55000000000007,True,-30,True,False,0.8048766428406732,False,True
P0451,Television Pro,Home & Kitchen,BrandD,895.92,737.53,2024-06-15,0,0,0,0,158.39,False,13,False,False,1.2147573658020692,False,False
P0452,A X,Home & Kitchen,BrandF,1041.12,664.65,2024-06-22,0,0,0,0,376.4699999999999,False,13,False,False,1.5664184157075152,False,False
P0453,Leader Go,Beauty,BrandD,279.83,178.51,2022-01-25,0,0,0,0,101.32,False,42,False,True,1.567587250014005,False,True
P0454,Throughout Plus,Sports,BrandB,315.88,184.12,2021-08-10,0,0,0,0,131.76,False,47,False,True,1.7156202476645666,False,False
P0455,Wait Go,Sports,BrandB,1238.55,945.69,2022-10-29,0,0,0,0,292.8599999999999,False,33,False,True,1.3096786473368651,False,False
P0456,That X,Books,BrandA,1681.75,859.08,2022-10-07,0,0,0,0,822.67,False,33,False,True,1.9576174512268938,True,False
P0457,Million Plus,Electronics,BrandB,812.21,516.31,2021-12-31,0,1,0,0,295.9000000000001,False,43,False,True,1.5731053049524513,False,False
P0458,East Go,Apparel,BrandF,1542.84,875.04,2022-09-30,0,0,0,0,667.8,False,34,False,True,1.7631651124520022,True,False
P0459,Training Pro,Home & Kitchen,BrandE,403.04,294.09,2022-10-04,0,0,0,0,108.95000000000005,False,33,False,True,1.3704648236934274,False,True
P0460,Former Go,Electronics,BrandC,258.3,168.55,2021-10-16,0,0,0,0,89.75,False,45,False,True,1.5324829427469593,False,True
P0461,Mind Max,Electronics,No Brand,775.98,120.96,2024-10-11,1,0,0,0,655.02,False,9,False,False,6.415178571428572,True,False
P0462,Try X,Electronics,BrandE,494.16,386.37,2024-09-25,0,0,0,0,107.79000000000002,False,10,False,False,1.2789812873670316,False,True
P0463,Me Lite,Books,BrandF,361.01,602.155,2021-03-11,0,1,0,0,-241.14499999999998,True,52,False,True,0.5995300213400204,False,True
P0464,College Pro,Apparel,BrandB,229.74,508.515,2023-07-25,0,1,0,0,-278.775,True,24,False,True,0.451786083006401,False,True
P0465,girl pro  ,Apparel,BrandA,1011.3,540.98,2023-04-28,0,0,0,0,470.31999999999994,False,27,False,True,1.8693851898406595,True,False
P0466,Wrong Go,Sports,BrandA,1197.52,776.49,2024-01-11,0,0,0,0,421.03,False,18,False,False,1.5422220505093434,False,False
P0467,President Plus,Beauty,No Brand,1045.66,734.23,2022-01-08,0,0,0,0,311.43000000000006,False,42,False,True,1.424158642387263,False,False
P0468,sell plus  ,Home & Kitchen,BrandE,1413.15,776.4,2021-10-21,0,0,0,0,636.7500000000001,False,45,False,True,1.8201313755795983,True,False
P0469,will pro  ,Apparel,BrandB,1075.98,592.14,2023-03-22,0,0,0,0,483.84000000000003,False,28,False,True,1.8171040632282907,True,False
P0470,Maintain Go,Books,BrandF,423.15,232.31,2022-02-06,0,0,0,0,190.83999999999997,False,41,False,True,1.821488528259653,False,False
P0471,Within Pro,Apparel,BrandB,306.56,182.04,2024-04-06,0,0,0,0,124.52000000000001,False,15,False,False,1.6840254889035378,False,True
P0472,Everyone Go,Beauty,BrandB,374.2,190.07,2024-11-02,0,0,0,0,184.13,False,8,False,False,1.9687483558688905,False,False
P0473,Attorney Max,Electronics,BrandB,1431.72,843.52,2024-10-09,0,0,0,0,588.2,False,9,False,False,1.6973160091047041,True,False
P0474,Wonder Pro,Beauty,BrandF,522.17,280.97,2023-01-28,0,0,0,0,241.19999999999993,False,30,False,True,1.8584546392853327,False,False
P0475,Nation Max,Books,BrandB,764.0,504.61,2024-09-12,0,0,0,0,259.39,False,10,False,False,1.5140405461643645,False,False
P0476,Skin Lite,Electronics,BrandD,636.32,506.45,2023-04-23,0,0,0,0,129.87000000000006,False,27,False,True,1.256432026853589,False,False
P0477,set max  ,Apparel,BrandA,779.99,509.82,2023-06-27,1,0,0,0,270.17,False,25,False,True,1.5299321329096545,False,False
P0478,Just Plus,Home & Kitchen,BrandB,203.73,134.66,2021-11-27,0,0,0,0,69.07,False,44,False,True,1.5129214317540471,False,True
P0479,conference max  ,Electronics,BrandD,902.64,580.08,2024-11-17,0,0,0,0,322.55999999999995,False,8,False,False,1.5560612329333883,False,False
P0480,Red Plus,Beauty,BrandD,1290.8,937.0,2021-05-01,0,0,0,0,353.79999999999995,False,50,False,True,1.3775880469583777,False,False
P0481,Fly Max,Sports,BrandB,792.36,425.33,2021-05-19,0,0,0,0,367.03000000000003,False,50,False,True,1.8629299602661464,False,False
P0482,That Plus,Beauty,BrandD,1349.84,985.62,2021-10-04,0,0,0,0,364.2199999999999,False,45,False,True,1.3695338974452629,False,False
P0483,With X,Electronics,BrandC,546.98,610.94,2023-09-23,0,0,0,0,-63.960000000000036,True,22,False,True,0.8953088683013062,False,True
P0484,Machine X,Apparel,No Brand,840.28,590.53,2024-05-14,0,0,0,0,249.75,False,14,False,False,1.4229251689160585,False,False
P0485,Thought Go,Books,BrandC,181.3,125.58,2021-06-18,0,0,0,0,55.72000000000001,False,49,False,True,1.443701226309922,False,True
P0486,Area Go,Electronics,BrandC,908.18,465.65,2021-12-12,0,0,0,0,442.53,False,43,False,True,1.950348974551702,False,False
P0487,Administration Max,Apparel,BrandB,779.99,765.81,2022-09-01,1,0,0,0,14.180000000000064,False,34,False,True,1.0185163421736463,False,True
P0488,Could Lite,Apparel,BrandB,853.5,556.78,2024-10-03,0,0,0,0,296.72,False,9,False,False,1.5329214411437193,False,False
P0489,Mr Lite,Apparel,BrandC,779.99,765.38,2021-12-24,1,0,0,0,14.610000000000014,False,43,False,True,1.0190885573179336,False,True
P0490,Question Lite,Sports,BrandF,395.02,587.86,2023-02-28,0,0,0,0,-192.84000000000003,True,29,False,True,0.6719627122103902,False,True
P0491,Full Max,Electronics,BrandE,860.45,441.62,2024-10-04,0,0,0,0,418.83000000000004,False,9,False,False,1.9483945473483992,False,False
P0492,Arm Plus,Beauty,BrandB,856.07,710.06,2023-06-24,0,0,0,0,146.0100000000001,False,25,False,True,1.2056305100977385,False,False
P0493,Student X,Electronics,BrandD,583.0,356.43,2024-08-09,0,0,0,0,226.57,False,11,False,False,1.6356647869146816,False,False
P0494,finish max  ,Beauty,BrandC,186.84,131.61,2021-04-18,0,0,0,0,55.22999999999999,False,51,False,True,1.4196489628447686,False,True
P0495,Suffer Go,Sports,BrandD,238.78,123.39,2021-10-21,0,0,0,0,115.39,False,45,False,True,1.9351649242240052,False,True
P0496,Each Plus,Apparel,BrandF,715.27,454.61,2022-01-13,0,0,0,0,260.65999999999997,False,42,False,True,1.5733705813774443,False,False
P0497,Reduce Pro,Beauty,BrandE,604.9,343.26,2024-04-12,0,0,0,0,261.64,False,15,False,False,1.76222105692478,False,False
P0498,Blue Lite,Beauty,BrandC,851.25,520.81,2022-06-10,0,0,0,0,330.44000000000005,False,37,False,True,1.6344732244004534,False,False
P0499,Move Plus,Sports,BrandD,284.78,169.58,2024-09-07,0,0,0,0,115.19999999999996,False,10,False,False,1.6793253921453,False,True
P0500,Serious Max,Books,BrandA,1198.35,715.43,2024-09-21,0,0,0,0,482.91999999999996,False,10,False,False,1.6750066393637393,True,False
P0501,Goal Go,Sports,BrandA,480.58,360.52,2021-09-08,0,0,0,0,120.06,False,46,False,True,1.3330189725951405,False,True
P0502,Start Pro,Electronics,BrandE,202.62,300.01,2021-01-22,0,0,0,0,-97.38999999999999,True,54,False,True,0.6753774874170861,False,True
P0503,Explain Pro,Home & Kitchen,BrandB,1432.64,723.42,2023-03-15,0,0,0,0,709.2200000000001,False,28,False,True,1.9803710154543697,True,False
P0504,Few Max,Home & Kitchen,BrandE,925.07,592.82,2023-02-08,0,0,0,0,332.25,False,29,False,True,1.5604567997031138,False,False
P0505,Chair X,Beauty,BrandA,674.35,487.04,2021-04-10,0,0,0,0,187.31,False,51,False,True,1.384588534822602,False,False
P0506,May Go,Beauty,No Brand,233.96,369.94,2024-04-03,0,0,0,0,-135.98,True,15,False,False,0.6324268800346002,False,True
P0507,education lite  ,Beauty,BrandB,920.2,671.0,2022-10-27,0,0,0,0,249.20000000000005,False,33,False,True,1.3713859910581223,False,False
P0508,Attorney Plus,Electronics,BrandB,339.48,445.49,2021-12-19,0,0,0,0,-106.00999999999999,True,43,False,True,0.7620373072347303,False,True
P0509,worry plus  ,Sports,BrandB,599.84,374.42,2024-04-13,0,0,0,0,225.42000000000002,False,15,False,False,1.6020511724801025,False,False
P0510,would go  ,Beauty,BrandA,1310.92,518.76,2022-09-01,0,1,0,0,792.1600000000001,False,34,False,True,2.527025985041252,True,False
P0511,Act X,Apparel,BrandC,1404.23,753.07,2022-11-14,0,0,0,0,651.16,False,32,False,True,1.8646739346939858,True,False
P0512,Will Pro,Apparel,No Brand,1081.32,845.61,2024-12-01,0,0,0,0,235.70999999999992,False,7,False,False,1.278745520984851,False,False
P0513,Century X,Electronics,BrandC,528.13,433.69,2021-06-09,0,0,0,0,94.44,False,49,False,True,1.217759228942332,False,True
P0514,Traditional Plus,Apparel,BrandA,779.99,102.64,2024-04-21,1,0,0,0,677.35,False,15,False,False,7.599279033515199,True,False
P0515,Quickly Pro,Electronics,BrandD,1798.75,942.65,2024-09-07,0,0,0,0,856.1,False,10,False,False,1.9081843738397073,True,False
P0516,decade plus  ,Apparel,BrandE,458.48,489.69,2024-03-05,0,0,0,0,-31.20999999999998,True,16,False,False,0.9362658008127591,False,True
P0517,Admit Lite,Apparel,BrandE,503.43,538.41,2024-01-18,0,0,0,0,-34.97999999999996,True,18,False,False,0.9350309243884772,False,True
P0518,Lot Plus,Sports,BrandB,1430.78,911.98,2023-07-26,0,0,0,0,518.8,False,24,False,True,1.5688721243886927,True,False
P0519,Official Max,Sports,BrandB,1461.47,998.58,2022-07-14,0,0,0,0,462.89,False,36,False,True,1.463548238498668,True,False
P0520,Question Pro,Electronics,BrandB,266.57,180.56,2021-06-28,0,0,0,0,86.00999999999999,False,49,False,True,1.4763513513513513,False,True
P0521,Positive X,Home & Kitchen,BrandB,1218.17,621.19,2023-06-16,0,0,0,0,596.98,False,25,False,True,1.9610264170382652,True,False
P0522,Assume Lite,Sports,BrandE,620.46,340.02,2022-03-01,0,0,0,0,280.44000000000005,False,40,False,True,1.8247750132345157,False,False
P0523,Home Go,Sports,BrandC,1541.03,884.52,2021-03-09,0,0,0,0,656.51,False,52,False,True,1.7422217699995477,True,False
P0524,Share X,Books,BrandF,1588.97,873.12,2022-08-24,0,0,0,0,715.85,False,35,False,True,1.8198758475352759,True,False
P0525,Standard Pro,Home & Kitchen,BrandF,1047.45,784.67,2021-04-13,0,0,0,0,262.7800000000001,False,51,False,True,1.3348923751385935,False,False
P0526,price pro  ,Sports,BrandB,305.83,225.42,2023-01-03,0,0,0,0,80.41,False,30,False,True,1.356711915535445,False,True
P0527,minute lite  ,Beauty,BrandA,690.39,368.47,2023-05-21,0,0,0,0,321.91999999999996,False,26,False,True,1.8736667842700896,False,False
P0528,wear x  ,Home & Kitchen,BrandE,261.16,177.62,2028-01-01,0,0,0,0,83.54000000000002,False,-30,True,False,1.4703299178020495,False,True
P0529,Present Plus,Sports,BrandE,879.9449999999999,171.87,2021-07-10,1,0,0,0,708.0749999999999,False,48,False,True,5.119828940478268,True,False
P0530,rise plus  ,Electronics,BrandA,775.98,828.19,2024-06-14,1,0,0,0,-52.210000000000036,True,13,False,False,0.9369589103949576,False,True
P0531,change go  ,Books,BrandE,1228.57,980.67,2023-01-20,0,0,0,0,247.89999999999998,False,30,False,True,1.252786360345478,False,False
P0532,Appear Max,Electronics,BrandC,1457.47,942.82,2022-02-10,0,0,0,0,514.65,False,41,False,True,1.5458624127617149,True,False
P0533,Out Go,Beauty,BrandC,503.19,341.25,2022-09-11,0,0,0,0,161.94,False,34,False,True,1.4745494505494505,False,False
P0534,Hot Max,Electronics,BrandE,332.29,184.17,2023-03-18,0,0,0,0,148.12000000000003,False,28,False,True,1.804256936526036,False,False
P0535,Between Pro,Electronics,BrandE,971.9,537.58,2022-03-17,0,0,0,0,434.31999999999994,False,40,False,True,1.807916961196473,False,False
P0536,professor x  ,Beauty,BrandE,1109.97,518.76,2021-10-28,0,1,0,0,591.21,False,45,False,True,2.1396599583622486,True,False
P0537,Moment Pro,Sports,BrandE,1489.24,956.07,2021-04-19,0,0,0,0,533.17,False,51,False,True,1.5576683715627515,True,False
P0538,light pro  ,Beauty,BrandD,769.895,194.56,2023-03-25,1,0,0,0,575.335,False,28,False,True,3.9571083470394735,True,False
P0539,Recently Plus,Sports,BrandD,1102.72,843.15,2022-07-26,0,0,0,0,259.57000000000005,False,36,False,True,1.3078574393642888,False,False
P0540,Production Plus,Apparel,BrandE,779.99,702.45,2024-07-24,1,0,0,0,77.53999999999996,False,12,False,False,1.1103850807886682,False,True
P0541,See Plus,Apparel,BrandE,546.48,288.76,2022-11-21,0,0,0,0,257.72,False,32,False,True,1.8925058872420004,False,False
P0542,detail pro  ,Apparel,BrandF,394.13,325.26,2023-02-22,0,0,0,0,68.87,False,29,False,True,1.2117383016663592,False,True
P0543,Key Plus,Electronics,BrandC,932.43,516.31,2024-07-21,0,1,0,0,416.12,False,12,False,False,1.8059499138114699,False,False
P0544,Hit Max,Home & Kitchen,BrandE,1199.26,735.37,2023-07-26,0,0,0,0,463.89,False,24,False,True,1.6308252988291607,True,False
P0545,Fight Lite,Sports,No Brand,176.2,117.11,2022-01-05,0,0,0,0,59.08999999999999,False,42,False,True,1.504568354538468,False,True
P0546,Pressure Plus,Home & Kitchen,BrandC,105.67,138.31,2024-08-29,0,0,0,0,-32.64,True,11,False,False,0.764008386956836,False,True
P0547,Myself X,Beauty,BrandB,973.46,593.47,2024-12-02,0,0,0,0,379.99,False,7,False,False,1.6402851028695637,False,False
P0548,I Pro,Home & Kitchen,BrandB,331.89,193.05,2024-04-03,0,0,0,0,138.83999999999997,False,15,False,False,1.719191919191919,False,False
P0549,Series Go,Sports,No Brand,1388.76,836.88,2024-03-17,0,0,0,0,551.88,False,16,False,False,1.6594493834241468,True,False
P0550,Mind Pro,Books,BrandE,1761.66,602.155,2024-01-01,0,1,0,0,1159.505,False,18,False,False,2.9255922478431637,True,False
P0551,Experience Max,Beauty,BrandB,579.41,344.75,2021-07-14,0,0,0,0,234.65999999999997,False,48,False,True,1.6806671501087744,False,False
P0552,Only X,Apparel,BrandB,183.37,109.65,2024-05-19,0,0,0,0,73.72,False,14,False,False,1.6723210214318285,False,True
P0553,Season X,Beauty,BrandC,207.24,152.45,2023-09-29,0,0,0,0,54.79000000000002,False,22,False,True,1.3593965234503118,False,True
P0554,Ten X,Books,BrandE,742.69,450.83,2023-01-16,0,0,0,0,291.86000000000007,False,30,False,True,1.6473837144821775,False,False
P0555,Worker Lite,Beauty,BrandA,736.48,485.82,2021-05-30,0,0,0,0,250.66000000000003,False,50,False,True,1.5159524103577457,False,False
P0556,Character X,Beauty,No Brand,769.895,538.75,2024-08-16,1,0,0,0,231.14499999999998,False,11,False,False,1.4290394431554525,False,False
P0557,Significant X,Beauty,BrandE,230.82,162.33,2023-03-27,0,0,0,0,68.48999999999998,False,28,False,True,1.4219183145444463,False,True
P0558,Dream Plus,Apparel,BrandA,1405.07,508.515,2022-04-20,0,1,0,0,896.555,False,39,False,True,2.763084668102219,True,False
P0559,Head Lite,Books,BrandB,1178.11,601.59,2021-12-24,0,0,0,0,576.5199999999999,False,43,False,True,1.9583270998520586,True,False
P0560,Guess Max,Books,BrandE,1421.23,602.155,2022-07-14,0,1,0,0,819.075,False,36,False,True,2.3602394732253327,True,False
P0561,well x  ,Apparel,BrandD,799.7,432.07,2021-09-11,0,0,0,0,367.63000000000005,False,46,False,True,1.8508574999421392,False,False
P0562,Drug Plus,Beauty,BrandD,729.31,804.38,2023-09-24,0,0,0,0,-75.07000000000005,True,22,False,True,0.906673462791218,False,True
P0563,beat plus  ,Books,BrandA,1215.4,754.4,2021-11-26,0,0,0,0,461.0000000000001,False,44,False,True,1.6110816542948039,True,False
P0564,Help Max,Apparel,BrandA,779.99,527.92,2021-06-10,1,0,0,0,252.07000000000005,False,49,False,True,1.4774776481285044,False,False
P0565,Happy Lite,Electronics,BrandB,514.37,516.31,2023-03-29,0,1,0,0,-1.9399999999999409,True,28,False,True,0.996242567449788,False,True
P0566,Others Lite,Books,BrandC,763.49,602.155,2024-10-15,0,1,0,0,161.33500000000004,False,9,False,False,1.2679293537378251,False,False
P0567,Performance X,Books,BrandA,959.53,612.06,2023-11-30,0,0,0,0,347.47,False,20,False,True,1.5677057804790382,False,False
P0568,There Go,Books,BrandF,874.6,139.55,2021-05-19,1,0,0,0,735.05,False,50,False,True,6.267287710498029,True,False
P0569,seat pro  ,Apparel,BrandD,766.62,389.5,2023-12-02,0,0,0,0,377.12,False,19,False,True,1.9682156611039794,False,False
P0570,Improve Lite,Apparel,BrandD,1254.65,732.41,2023-05-13,0,0,0,0,522.2400000000001,False,26,False,True,1.7130432408077445,True,False
