sku_id,date,competitor_id,competitor_price
P0317,2024-09-20,C003,728.28
P0605,2025-02-28,C007,1335.33
P0364,2024-07-18,C006,1407.69
P0270,2024-08-17,C002,1110.52
P0644,2024-09-29,C010,1291.71
P1399,2025-01-11,C006,833.3
P1189,2024-08-09,,2131.9
P0223,2024-07-08,C001,2110.71
P0946,2025-05-01,C003,634.12
P0705,2025-03-24,C009,1193.39
P0063,2024-10-03,C003,1299.28
P0323,2024-09-16,C007,944.92
P0046,2024-08-02,C006,959.01
P1144,2024-11-07,C010,
P0206,2024-08-23,C007,426.32
P0855,2025-03-31,C009,1311.21
P0149,2024-07-24,C010,1906.04
P0773,2024-07-30,C003,1899.45
P0010,2025-05-03,C001,1745.8
P1218,2025-01-20,C001,1035.71
P1119,2024-07-27,C008,1287.3
P0560,2025-03-04,C004,1753.26
P0547,2024-08-10,C007,2477.85
P0204,2025-02-16,C005,2218.44
P1311,2025-04-17,C009,672.65
P1094,2024-11-30,C005,2105.21
P0371,2025-03-21,C002,1139.37
P0179,2024-11-20,C009,2287.63
P0553,2024-09-29,C009,2118.61
P0078,2024-07-15,C002,1624.26
P0841,2025-01-30,C004,2421.6
P1410,2024-08-22,C002,543.89
P0791,2024-10-30,,1480.49
P0540,2025-05-19,C004,437.78
P0885,2024-07-30,C002,1844.6
P1447,2024-07-30,C004,
P1305,2025-03-24,C009,1633.41
P0459,2025-01-26,C010,
P1266,2025-06-11,C003,704.19
P1408,2025-02-19,C007,836.54
P0753,2025-06-20,C007,621.16
P0288,2025-06-02,C007,423.23
P0958,2025-01-05,C006,934.79
P1271,2025-03-07,C007,1846.72
P1138,2024-09-09,C005,2298.28
P1296,2024-07-13,C003,2005.25
P0033,2024-08-31,C005,649.06
P0336,2025-03-14,C008,1875.81
P1176,2025-06-19,C007,2238.29
P1217,2025-01-02,C010,2342.31
P0538,2025-06-27,C003,834.75
P1324,2024-08-24,C004,1298.28
P1409,2024-07-08,C003,330.32
P0630,2025-02-27,C006,1802.32
P0334,2025-03-04,C005,2211.0
P0556,2025-07-07,C001,1500.73
P0902,2024-08-16,C009,1940.12
P0466,2025-01-13,C008,1427.39
P0965,2025-01-07,C007,1893.81
P0459,2024-09-11,C010,1310.43
P0976,2024-09-07,C004,491.39
P0300,2024-10-13,C004,569.81
P1106,2024-09-16,C002,1785.9
P0285,2024-12-05,C002,1455.75
P0303,2024-08-15,C009,2403.72
P1096,2025-04-07,C008,2267.09
P0186,2025-04-25,C005,1784.07
P0075,2025-05-24,C003,2414.14
P0895,2024-09-07,C004,611.48
P0295,2025-03-13,C004,1048.98
P0084,2025-03-12,C008,2460.09
P1093,2025-04-01,C007,1928.36
P0531,2025-03-12,C005,1127.92
P0010,2025-01-24,C004,465.95
P1218,2025-06-14,C001,530.25
P0732,2025-04-17,C007,2090.24
P0374,2024-10-09,C010,1562.73
P0228,2025-05-10,C009,1509.4
P1017,2025-05-11,C008,1413.32
P0787,2025-01-06,C003,868.26
P0664,2024-11-22,C009,1124.57
P0544,2024-07-23,C003,2168.03
P0556,2024-10-08,C003,968.97
P0721,2025-05-23,C007,1073.58
BROKEN_SKU,2024-12-06,C008,382.2
P0517,2024-09-12,C008,2128.28
P0819,2024-11-21,C004,957.9
P0251,2024-08-17,C007,1747.26
P0262,2025-06-01,C004,2420.41
P1173,2024-11-08,C003,343.93
P0761,2025-04-24,C004,505.07
P1141,2024-10-26,C009,1293.96
P1181,2025-04-25,C005,1611.97
P0753,2024-10-15,C004,385.79
P1426,2025-05-12,C007,1117.34
P0477,2025-03-28,C010,946.63
P0723,2025-05-12,C002,1706.65
P0557,2025-03-28,C006,2062.86
P1141,2024-12-29,C002,909.0
P0394,2024-10-09,C009,2252.8
P1383,2024-12-13,C010,1555.16
P0028,2025-02-17,C004,1890.07
P0660,2025-06-25,C006,1746.28
P0669,2024-08-13,C009,703.76
P0988,2024-08-12,C008,588.75
P0719,2025-01-25,C010,1520.95
P1203,2024-12-09,C008,1016.64
P1340,2024-07-15,C010,739.43
P0050,2025-05-22,C007,2138.48
P1222,2025-04-05,C004,1581.47
P0617,2025-03-04,C003,2470.4
P0024,2024-07-16,C006,1390.4
P0899,2025-01-07,C010,1986.56
P0778,2024-11-05,C006,1110.68
P1287,2024-12-25,C004,990.82
P0799,2025-03-08,C003,1887.17
P0079,2024-11-18,C008,1734.12
P0771,2025-02-22,C004,880.99
P1429,,C004,1345.07
P1495,2024-11-25,C009,1445.31
P0254,2024-11-29,C001,1133.72
P0882,2025-03-16,C005,337.48
P0873,2024-10-22,C002,924.66
P1046,2025-02-12,C004,1249.01
P0899,2024-12-30,C002,981.08
P1048,2024-12-12,C005,608.36
P0043,2024-11-07,C002,921.83
P0755,2024-07-11,C005,1016.5
P1128,2024-12-18,C002,1965.79
P0479,2024-08-13,C005,1685.55
P1089,2025-05-09,C001,1019.6
P0789,2024-09-14,C004,2456.3
P0562,2024-08-06,C003,1401.04
BROKEN_SKU,2025-02-12,C001,1642.8
P1184,2025-04-03,C003,1420.77
P0091,2024-08-09,C007,1099.24
P0143,2025-05-05,C008,2193.69
P1321,2024-12-20,C004,1998.18
P0182,2024-10-07,C005,1392.53
P1443,2024-09-03,C010,2263.82
P0133,2025-05-17,C003,1487.17
P1133,2024-10-31,C001,560.71
P0213,2025-05-05,C002,
P1069,2025-01-15,C008,744.96
P1457,2025-05-06,C006,2217.88
P0687,2025-05-06,C004,710.01
P0846,2024-12-16,C002,2473.76
P0908,2025-01-31,C005,
P0173,2024-11-28,C005,498.69
P1053,2025-03-10,C001,651.96
P0994,2025-07-07,C007,735.19
P0179,2024-07-30,C009,1942.58
P0269,2024-09-16,C003,1634.0
P1371,2025-05-17,C005,1773.45
P1465,2025-05-31,C010,579.81
P0626,2024-11-04,C006,1877.57
P0350,2024-09-14,C004,2421.91
P1254,2025-06-01,C010,1680.68
P0031,2024-08-12,C003,2282.35
P0475,2024-12-03,C006,1180.35
P1331,2024-10-06,C009,1587.19
P0789,2025-01-27,C007,1986.58
P0857,2025-04-01,C002,339.33
P0391,2025-07-05,C008,866.85
P0443,2025-04-28,C001,1492.25
P0143,2025-01-11,C002,1409.16
P0556,2024-10-16,C008,1037.09
P0907,2024-10-29,C010,1451.02
P0074,2024-10-09,C005,1761.13
P0539,2025-03-12,C006,2040.39
P0869,2024-12-27,C006,2477.43
P0472,2024-12-13,C009,966.63
P0962,2024-12-17,C006,2363.72
P1239,2025-02-11,C010,944.68
P0354,2025-06-27,C008,2362.69
BROKEN_SKU,2025-01-24,C002,318.24
P0566,2024-10-10,C007,1481.48
P1267,2025-04-05,,685.78
P1375,2025-04-20,C002,2487.41
P1282,2025-01-31,C004,1119.9
P0162,2024-10-14,C003,2015.42
P1125,2025-04-16,C003,1138.7
P1264,2025-05-09,C007,761.77
P0273,2025-04-01,C004,2383.16
P0164,2025-05-12,C001,1575.87
P1447,2024-09-18,C004,
P0672,2024-08-10,C010,2232.55
P0427,2025-04-08,C008,1931.06
P0191,2024-09-26,C001,1951.43
BROKEN_SKU,2025-05-19,C006,
P0031,2025-01-21,C010,1104.59
P0992,2025-03-29,C008,2123.72
BROKEN_SKU,2024-08-24,C001,313.19
P1286,2025-05-31,,1285.79
P0476,2025-03-02,C002,1974.47
P1037,2025-06-08,C006,896.25
P1106,2025-04-09,C002,470.2
P1335,2024-09-22,C003,
P1172,2024-09-14,C005,822.22
P0423,2024-08-05,C001,2331.7
P0531,2025-03-05,C006,772.26
P0973,2025-04-27,C008,596.63
P0103,2024-09-16,C005,1458.67
P0974,2025-04-30,,318.23
P0932,2025-06-22,C009,1635.02
P1173,2025-04-07,C003,1797.59
P1282,2025-05-25,C008,1422.83
P1300,2024-08-11,C002,1629.97
P1456,2025-05-31,C002,2388.29
P1168,2025-05-28,C006,1874.32
P1256,2024-07-15,C001,739.78
P1258,2024-12-01,C007,1467.09
P1232,2024-12-04,C001,1677.55
P0152,2024-07-19,C006,316.8
P1199,2024-11-09,C003,1384.02
P0822,2025-02-10,C004,946.44
P0851,2025-03-03,C004,2005.49
P0423,2024-10-06,C008,1456.13
P1053,2025-06-02,C006,1293.69
P1190,2025-04-22,C009,2170.92
P1327,2025-02-06,,805.77
P1106,2025-04-06,C006,1592.01
P0326,2024-10-13,C004,374.4
P1384,2025-01-19,C006,603.04
P1406,2025-05-04,C007,1527.66
P1155,2025-06-17,C001,2205.87
P1373,2025-04-18,C007,1748.28
P1347,2024-07-21,C008,2300.54
P1005,,C010,1030.42
P0379,2025-04-26,C001,1662.18
P0917,2024-12-13,C002,1719.03
P0595,2025-03-07,C008,1416.45
P0278,2025-03-16,C002,2188.54
P0966,2025-05-04,C008,643.53
P1443,2025-06-27,C001,1068.05
P1375,2024-10-20,C008,1093.56
P0995,2024-10-30,C007,2058.56
P0939,2025-06-23,C010,1185.96
P0040,2024-12-23,C001,2317.02
BROKEN_SKU,2025-02-02,C010,1749.28
P0730,2024-10-05,C001,813.38
P1172,2024-11-11,,909.61
P1431,2025-01-03,C010,362.57
P1360,2025-01-11,C007,618.54
P0667,2025-01-08,C008,1842.34
P0666,2024-10-07,C002,899.73
P0712,2024-11-24,C009,507.46
P0783,2024-12-10,C010,1384.78
P0903,2025-02-02,C001,850.17
P1261,2025-04-10,C001,378.45
P0677,2024-07-17,C005,768.24
P1095,2024-12-28,C003,2166.41
P0859,2024-10-31,C009,509.91
P0439,2025-06-25,C001,2334.98
P1481,2025-01-20,C010,1729.05
P0440,2024-10-15,C002,2413.88
P0325,2024-11-04,C001,868.54
P1468,2025-02-14,C001,1675.78
P1159,2025-03-10,C003,350.19
P1426,2025-04-20,C009,578.38
P1026,2024-11-20,C002,1487.2
P1087,2025-06-05,C010,1737.62
P0578,2025-06-26,C001,722.81
P1140,2024-12-08,C001,582.75
P0344,2025-06-07,C006,1184.57
P0264,2024-11-17,C002,1284.24
P0629,2025-04-22,C002,2069.64
P0617,2024-11-02,C002,
P1052,2024-12-28,C004,611.43
P0934,2025-03-30,C005,994.64
P1208,2024-08-05,C009,1208.12
P0952,2025-05-11,C008,1261.3
P0024,2024-10-17,C004,787.48
P1189,2024-08-17,C009,1352.1
P1214,2024-08-29,C002,1683.49
P0493,2025-01-03,C010,1905.62
P1114,2024-11-03,C009,339.37
P1490,2025-04-23,C006,2197.82
P0314,2025-01-25,C010,592.47
P0512,2025-01-23,C010,445.46
P1368,2025-05-31,C006,309.87
P0865,2025-03-22,C001,1134.08
P1277,2025-03-27,C003,589.98
P0248,2024-08-03,C003,2307.16
P0178,2025-05-10,C009,2444.49
P0673,2025-01-22,C002,1969.32
P0688,2025-04-23,C003,1950.89
P0311,2024-09-26,C007,2136.87
P0144,2024-07-17,C007,1542.92
P0646,2025-05-15,C003,487.69
P0791,2025-04-27,C003,1852.34
P0929,2025-05-11,C009,603.62
P0397,2025-03-30,C007,1519.22
P0193,2024-11-23,,1236.64
P0766,2024-12-30,C003,1218.25
P0004,2025-06-01,C005,2122.45
P0849,2025-04-20,C001,2130.45
P0144,2025-05-23,C010,2329.09
P1112,2024-12-09,C006,893.57
P0854,2025-06-20,C007,2306.55
P0785,2025-07-06,C008,515.89
P0621,2025-01-20,C007,597.66
P0555,2024-11-01,,1327.8
P0766,2025-05-22,C004,420.5
P0090,2025-01-11,C009,1409.55
P0894,2025-03-24,C004,1590.37
P1216,2024-11-26,C003,2104.57
P1493,2025-03-16,C003,803.19
P0246,2025-03-27,C008,501.1
P0892,2024-09-29,C003,1086.18
P0879,2025-07-06,C008,1896.89
P0139,2025-01-04,C009,1569.18
P0137,2025-01-14,C005,1563.26
P0207,2024-07-19,C003,378.16
P0029,2025-02-17,C008,723.01
P0099,2025-05-24,C010,592.24
P1496,2024-10-24,C009,379.08
P1267,2024-09-18,C009,366.33
P0620,2025-04-24,C001,363.13
P0823,2024-10-26,C010,1096.56
P0479,2025-01-29,C001,1776.43
P1095,2024-12-31,C010,680.5
P0710,2025-02-09,C002,2369.31
P1274,2024-07-14,C004,1315.06
P0817,2025-02-15,C003,1474.19
P1209,2025-01-16,C008,534.03
P0255,2025-05-12,C005,1302.88
P1161,2025-02-07,C010,623.89
P0597,2024-09-11,C010,1029.8
P0756,2024-08-18,C010,2040.6
P0501,2024-12-18,C009,1763.4
P0183,2025-04-10,C008,1231.7
P1094,2024-09-13,C007,2366.82
P0506,2025-04-13,C006,1231.34
P0620,2024-12-25,C010,434.76
P0273,2024-12-09,C009,2359.41
P0539,2025-03-15,C006,1590.85
P1004,2024-08-09,C010,2159.95
P0084,2024-08-14,C007,2196.64
P0236,2024-07-27,C007,1617.55
P0117,2025-01-18,C008,2010.73
P0310,2025-01-05,C006,777.29
P1237,2024-09-11,C010,347.29
P1147,2024-09-12,C006,1244.69
P0615,2025-05-19,C005,1824.01
P1495,2024-09-15,C005,2188.77
P0363,2024-10-06,C008,1776.54
P1363,2025-05-04,C006,1659.44
P0431,2024-12-19,C003,1707.71
P0224,2025-04-01,C003,1310.85
P0657,2025-06-08,C008,784.48
P0212,2025-06-05,C002,1884.03
P1106,2025-05-25,C008,2033.25
P1291,2025-06-03,C007,1133.91
P0755,2024-11-06,C006,2348.94
P0057,2024-12-17,C001,1561.56
P0824,2025-05-22,C008,1168.94
P1071,2024-09-11,C008,1007.46
P0868,2024-10-17,C002,1832.47
P1134,2024-09-11,C006,1377.18
P1304,2024-07-15,C003,1819.3
P0600,2024-07-23,C007,744.05
P0043,2025-05-10,C008,2077.55
P1405,2025-06-14,C004,1012.49
P0429,2024-10-01,C006,845.01
P0306,2024-07-13,C001,1371.25
P1267,2024-12-09,C007,1850.95
P0864,2024-10-06,C005,1221.44
P0897,2024-11-16,C007,1290.47
P0461,2024-09-15,C003,
P0852,2024-11-25,C004,666.9
P0618,2025-03-17,C008,1136.79
P0600,2024-07-26,C008,375.76
P0099,2024-07-17,C004,1099.79
P0190,2024-10-04,C006,1836.87
P0616,2025-04-10,C003,995.87
P1093,2024-10-08,C003,1715.28
P0781,2025-03-08,C002,1326.63
P0905,2025-03-17,C003,1746.17
P0969,2025-06-14,C008,477.27
P0804,2025-05-23,C001,2072.79
P0058,2024-10-11,C007,1788.77
P0947,2024-08-29,C001,1629.26
P0554,2024-11-16,C005,2418.32
P1453,2025-04-24,C008,2155.71
P0370,2025-06-27,C003,394.03
P1234,2025-06-09,C003,2176.13
P0423,2025-01-15,C008,1964.86
P1016,2025-03-25,C001,
P1193,2025-01-22,C003,1383.12
P0454,2025-05-16,C001,2163.54
P1010,2024-09-11,C006,2452.6
P0776,2025-05-28,C001,1935.46
P1345,2024-07-15,C005,2043.27
P0361,2024-09-08,C004,476.71
P0274,2025-02-18,C005,1661.78
P1261,2025-04-01,C007,550.51
P0104,2025-06-30,C001,394.44
P1357,2024-12-07,C010,2034.1
P0327,2025-05-15,C009,748.2
P0081,2025-04-25,C001,391.68
P0073,2024-07-26,C005,2499.4
P0399,2025-05-26,C007,1713.12
P1167,2024-11-07,C001,1945.63
P0808,2024-07-12,C010,2235.4
P0310,2024-10-23,C002,1729.72
P0058,2024-12-31,C002,2135.33
P1150,2024-11-01,C005,1535.76
P1357,2024-11-23,C001,2194.3
P0619,,C006,805.29
P1077,2025-03-09,C002,419.38
P0683,2025-03-25,C005,1795.59
P0540,2024-12-11,C008,581.88
P0490,2025-04-30,C003,1249.26
P0624,2024-10-25,C001,2340.43
P1249,2024-08-13,C007,2003.66
P1392,2024-09-03,C001,333.88
P0830,2024-12-18,C006,648.64
P0190,2024-08-04,C008,642.2
P0301,2024-10-20,C006,2079.26
P0799,2025-06-29,C010,1586.22
P0874,2025-05-31,C004,500.76
P1467,2024-12-18,,2375.76
P0323,2025-05-10,C009,1414.72
P1440,2025-04-27,C008,1470.26
P0664,2025-03-14,C009,783.16
P1387,2025-06-17,C009,1588.65
P1078,2024-12-11,C001,2039.63
P0976,2024-12-13,C006,1403.42
P0836,2025-02-11,C006,1262.71
P0305,2024-07-11,C003,422.1
P0946,2024-09-03,C004,1685.07
P0102,2025-02-01,C008,505.87
P0895,2024-10-10,C010,2065.71
P1053,2024-12-27,C007,1728.26
P0935,2024-08-18,C010,2242.59
P1178,2024-11-14,C003,945.0
P1057,2024-11-04,C001,1076.19
P0665,2024-09-18,C003,611.67
P1066,2025-06-09,C004,1984.2
P1241,2025-01-07,C008,1066.3
P0129,2025-01-08,C004,2299.51
P0582,2024-08-02,C003,846.84
P1460,2024-09-27,C002,2294.8
P0903,2025-03-23,C009,1263.15
P0125,2025-03-17,C009,1267.65
P0572,2024-12-27,C007,404.02
P1007,2025-02-04,C002,1135.08
P0699,2025-05-21,C003,2081.84
P0233,2024-07-08,C006,1512.99
P0190,2024-11-24,C007,1175.72
P0251,2025-06-01,C010,799.95
P1286,2025-05-15,C009,1881.8
P1236,2024-11-09,C009,2235.08
P0126,2025-05-15,C010,2384.78
P0491,2024-08-19,C004,2469.45
P0679,,C010,2016.03
P1154,2025-02-09,C007,907.09
P0921,2025-02-18,C007,1343.83
P0344,2024-11-21,C010,440.99
P1007,2024-10-20,C002,982.86
P1167,2024-10-28,C007,2135.03
P0418,2024-10-02,C004,2363.24
P1045,2025-04-29,C006,768.98
P0690,2025-04-24,C002,1880.04
P0289,2025-01-17,C008,2436.79
P0950,2024-07-31,C002,421.36
P0840,2024-07-28,C010,
P1118,2025-01-02,C005,
P1349,2024-11-13,C009,2284.08
P0951,2025-06-25,C007,444.03
P0431,2025-05-03,C006,326.61
P0674,2024-12-28,C001,1194.24
P1109,2024-09-06,C001,
BROKEN_SKU,2024-09-26,C006,1629.39
P0172,2025-01-15,C008,1471.09
BROKEN_SKU,2025-03-01,C002,421.08
P1442,,C009,1577.08
P1392,2024-09-07,C006,953.9
P1386,2025-06-15,C002,1312.6
P0025,2025-02-08,C008,1882.65
P0808,2025-06-10,C002,749.01
P0194,2025-03-06,C006,2065.62
P0045,2024-11-09,C005,716.24
P0910,2024-12-08,C009,1201.12
P0912,2024-09-16,C009,2365.42
BROKEN_SKU,2024-09-01,C004,586.17
P1284,2025-04-06,C004,837.82
P0200,2024-11-04,C001,1719.64
P0101,2025-04-08,C005,551.99
P1353,2025-05-31,C002,895.73
P0997,2024-09-29,C006,1665.42
P0698,2025-01-14,C002,1483.2
P0058,2024-10-22,C005,619.57
P0420,2025-02-28,C010,679.03
P0398,2024-11-15,C010,1605.4
P1175,2025-04-04,C007,414.64
P1068,2025-01-07,C004,743.36
P1214,2024-09-15,C007,612.31
P1015,2025-04-08,C003,339.43
P1323,2024-08-09,C003,1086.14
P0547,2024-12-02,C003,638.66
P0612,2024-11-30,C001,1956.84
P0795,2025-03-23,C003,2094.27
P1354,2024-07-28,C009,1459.61
P0115,2025-03-25,C001,2369.72
P0391,2025-06-19,C009,1447.68
P0077,2024-12-09,C009,1926.43
P0332,2025-01-07,C001,1622.72
P0180,2024-10-25,C006,1632.42
P1306,2024-09-17,C001,978.72
P1223,2024-11-08,C004,2419.44
P1414,2025-01-16,C008,1607.99
P1216,2024-07-31,C006,1057.69
P0918,2024-07-10,C003,2467.55
P1469,2025-03-01,C008,491.81
P0241,2025-03-09,C009,1360.9
P0730,2024-10-13,C007,2440.65
P0997,2025-06-12,C005,644.83
P0672,2025-06-20,C004,306.14
P0548,2024-09-28,C008,2396.42
P1207,2025-06-12,C006,2421.32
P0901,2024-07-23,C007,499.24
P1480,2024-11-14,C003,920.95
P0212,,C010,1388.6
P1263,2024-12-04,C007,533.24
P0750,2024-08-28,C006,1732.55
P0587,2024-07-10,C010,
P1229,2024-08-17,C004,309.44
P0689,2025-03-27,C010,1335.02
P1116,2024-10-22,C003,1157.47
P1394,2025-02-01,C009,1074.25
P0509,2024-11-12,C003,1054.45
P1102,2024-12-07,C008,1694.85
P0695,2024-11-21,C007,1640.92
P1399,2024-07-22,C010,1635.34
P1099,2025-06-05,C004,448.1
P0385,2024-11-26,C005,2240.81
P0641,2025-06-16,C003,609.1
P1492,2024-10-03,C007,1997.87
P0313,2024-12-05,C005,847.83
P1016,2024-11-29,C006,1232.26
P0925,2024-09-06,C006,2080.47
P1309,2025-03-09,C009,591.45
P0676,2024-10-25,C002,
P1106,2024-11-22,C004,746.78
P0138,2024-07-24,C003,1376.44
P1325,2024-09-03,C006,869.54
P1307,2025-01-19,C008,1436.72
P0785,2024-10-09,C004,1449.56
P0375,2025-02-28,C003,1540.68
P0756,2024-07-28,C008,2289.95
P1492,2025-07-03,C003,1971.31
P0508,2024-10-26,C007,430.25
P1466,,C006,557.63
P0579,2024-12-11,C002,1081.97
P0279,2025-03-18,C005,2288.87
P1348,2024-08-17,C010,1567.48
P1318,2024-10-14,C007,957.56
P1290,2025-06-25,C002,1425.54
P1239,2024-12-15,C005,1488.83
P0129,2025-05-22,C007,1636.8
P0482,2024-08-21,C005,1682.2
P0928,2024-08-20,C003,354.43
P1326,2025-06-15,C002,1221.29
P0874,2025-06-14,C009,559.37
P0507,2024-09-16,C006,2079.65
P1177,2025-06-09,C009,739.82
P0386,2025-04-25,C001,1404.46
P0147,2025-07-05,C002,2049.4
P0026,2024-11-19,C007,1583.56
P0599,2025-01-17,C010,1301.26
P1374,2024-12-08,C007,2232.92
P1290,2024-08-25,C004,2404.45
P0863,,C003,1925.34
P0494,2025-01-23,C003,994.48
P0410,2025-01-21,C008,699.25
P1072,2024-12-01,C007,2038.79
P0843,2025-06-20,C005,
P1191,,C010,1514.23
P0368,2024-12-11,C003,2026.88
P0641,2025-03-13,C001,1309.09
P1223,2024-09-29,C002,
P0754,2024-12-10,C003,1951.2
P0553,2024-12-20,C008,2176.54
P0137,2025-04-22,C007,1969.74
P0408,2025-02-10,C002,1212.73
P0214,2024-10-18,C002,1098.5
P1044,2025-07-05,C008,1039.0
P1064,2025-06-28,C004,515.89
P0538,2025-03-25,C005,1808.11
P0895,2024-08-27,C003,999.61
P0895,2024-11-12,C003,1685.68
P0557,2025-06-24,C003,1916.85
P1253,2025-06-11,C003,1228.61
P1020,2025-03-01,C003,1652.22
P1358,2024-09-06,C001,1750.25
P0760,2025-01-22,C005,2372.3
P0995,2024-10-15,C010,1406.65
P1488,2025-03-09,C003,1299.02
P0131,2024-12-24,C001,685.18
P0290,2025-02-11,C002,2134.35
P0621,2024-11-12,C007,1151.54
P0793,2025-02-25,C002,1545.98
P0460,2025-02-18,C010,
P0932,2025-04-11,C006,402.92
P0392,2024-10-08,C001,2203.72
P1145,2024-11-19,C003,2147.51
P1471,2025-06-20,C005,1399.39
P0618,2025-06-22,C002,363.95
P0143,2024-10-07,C006,935.41
P0615,2025-02-22,C008,647.54
P0150,2024-08-03,C010,1733.33
P0176,2025-03-09,C001,1747.51
P1144,2025-04-19,C009,1121.18
P0204,2024-07-28,C002,840.69
P0739,2024-08-27,C007,1536.81
P1300,2024-12-05,C001,1135.89
P1072,2025-02-22,C007,2352.4
P0474,2024-08-08,C009,950.19
P0841,2025-04-01,C006,2041.11
P1236,2025-01-21,C001,1590.49
P0005,2024-11-15,C002,1563.7
P0637,2025-05-26,C005,2416.98
P0772,2025-01-05,C008,472.16
P1049,2025-06-10,C003,1462.84
P0797,2024-11-05,C006,2163.76
P1395,2025-01-07,C003,1592.91
P0284,2024-07-21,C004,606.2
P0440,2025-01-19,C004,1889.49
P0971,2025-02-26,C003,1397.73
P0958,2024-07-19,C009,1834.99
P0342,2024-10-12,C010,1985.34
P0950,2025-04-07,C002,2212.21
P0511,2025-03-27,C001,1665.02
P1497,2025-01-20,C001,1165.26
P1115,2025-01-08,C009,2242.04
P0040,2024-11-25,C002,1155.96
P0978,2025-04-11,C010,2043.06
P0473,2024-12-12,C009,987.45
P0736,2024-10-18,C010,684.42
P0679,2024-08-16,C002,1118.21
P0269,2024-11-22,C009,753.4
P1317,2024-08-09,C001,746.3
P0277,2024-12-03,C001,572.56
P0356,2024-12-20,C006,1198.59
P0439,2024-11-03,C007,937.05
P0864,2024-08-31,C004,1491.65
P1065,2024-08-14,C002,1530.76
P1286,2024-08-13,C010,1099.74
P0817,2025-06-14,C008,1955.31
P0367,2024-10-01,,1563.94
P0893,2024-11-12,C009,1304.79
P1219,2024-07-16,C001,491.83
P0172,2025-03-19,C006,727.69
P1033,2024-12-08,C007,716.12
P0961,2025-06-01,C005,2414.0
P1469,2025-04-05,C006,2429.3
P1356,2025-05-13,,1032.81
P1418,2025-05-19,C007,1278.79
P0101,2024-07-24,C005,851.94
P1258,2024-09-29,C008,1657.37
P1342,2025-06-17,C001,542.7
P0024,2025-02-06,C003,592.43
P0433,2025-06-05,C006,711.63
P1221,2025-07-01,C010,1015.6
P0804,2024-10-18,C001,1199.98
P0925,2024-12-05,C009,756.44
P0535,2024-12-12,C009,1251.3
P0739,2025-06-26,C010,2492.41
P0973,2025-01-24,C004,399.85
P0249,2025-02-13,C006,1820.49
P0408,2024-07-22,C004,2283.14
P0232,2024-09-14,C006,
P0349,2025-02-02,C002,2128.23
P0832,2025-02-11,C006,802.9
P0605,2025-03-02,C009,879.54
P0307,2025-05-26,C004,1797.15
P0278,2025-05-10,C008,1076.06
P0522,2025-04-17,C008,1051.9
P0316,2024-12-12,C002,2292.54
P1164,2024-09-10,C007,1921.92
P0736,2025-05-21,C010,1791.39
P0293,2024-09-05,C010,1886.97
P0924,2025-03-25,C002,718.0
P0882,2025-02-18,C008,1464.04
P0383,2025-02-11,C001,1180.84
P1467,2025-06-04,C008,1447.75
P0197,2025-01-04,C001,2179.23
P1028,2025-06-15,C003,1513.15
P0799,2025-06-20,C006,306.64
P0836,2024-10-18,C001,989.91
P0799,,C002,1702.75
P0711,2025-03-05,C010,476.81
P0803,2024-11-03,C003,2376.85
P0650,2024-11-07,C006,1415.15
P0959,2024-07-24,C006,2189.78
P1023,2024-09-01,C007,2415.09
P1159,2025-01-04,C008,2449.65
P1264,2024-07-16,C001,904.57
P1149,,C007,1786.79
P1233,2025-05-17,C002,2095.37
P0737,2024-09-13,C010,866.07
P0729,2025-02-07,C001,1686.49
P1493,2025-01-02,C002,1367.34
P1427,2025-01-21,C006,858.22
P0334,2025-04-29,C005,2379.57
P0956,2025-06-20,C001,1966.03
P0718,2025-05-07,C007,1882.19
P1470,2025-03-24,C002,1365.84
P1435,2025-01-17,C002,1777.52
P0425,,C006,1030.6
P0588,2024-07-22,C009,1638.08
P0325,2024-10-19,C003,499.79
P0285,2025-01-21,C006,2421.75
P0160,2025-04-05,C006,2417.49
P1376,2024-10-02,C008,511.69
P0959,2024-12-30,C008,1077.84
P0744,2025-01-30,C009,1011.01
P0577,2025-01-23,C010,1357.12
P1469,2024-10-19,C010,2378.62
P1231,2025-01-09,C009,510.04
P0103,2025-06-04,C009,
P0671,2025-04-23,C009,659.56
P1050,2024-12-14,C009,1568.49
P0544,2025-02-22,C007,2494.53
P0225,2025-05-10,C003,659.92
P0435,2025-01-24,C002,2209.18
P0237,2025-06-01,C007,2140.08
P0942,2025-05-11,C004,1264.59
P0700,2024-09-18,C002,1633.41
P0621,2025-03-07,C010,856.51
P1116,2025-05-19,C009,859.82
P0657,2025-01-02,C006,1073.15
P0414,2024-10-04,C001,2059.64
P0353,2024-09-13,C001,1935.87
P0216,2025-06-07,C006,2174.07
P0429,2024-10-27,C010,629.75
P0734,2025-04-29,C001,543.67
P0892,2024-12-20,C010,2022.49
P1300,2025-01-06,C002,2203.48
P0412,2025-06-04,C008,1784.12
P0491,2025-02-25,C008,1688.45
P1193,2025-04-15,C002,2381.06
P0374,2024-11-29,C008,1030.9
P1282,2024-10-07,C004,2190.58
P1008,2025-06-18,C009,480.38
P0143,2024-07-22,C007,303.3
P0775,2024-10-03,C006,823.89
P1085,2024-10-14,C004,2216.07
P1173,2024-09-16,C002,1213.48
P0095,2025-01-04,C001,555.45
P1429,2025-06-23,C007,1915.76
P1357,2024-12-04,C006,592.88
