sku_id,date,stock_level,restock_flag,supplier_lead_time
P0788,2024-06-29,52,0.0,3.0
P0843,2023-10-05,52,0.0,11.0
P0487,2024-02-20,39,1.0,1.0
P0025,2025-05-22,6,0.0,13.0
P0825,2024-04-07,25,0.0,11.0
P0253,2025-05-07,58,0.0,3.0
P0676,2023-12-14,72,0.0,2.0
P0110,2023-10-26,30,0.0,8.0
P1257,2024-07-04,48,0.0,13.0
P0281,2024-06-25,50,1.0,11.0
P0465,2025-05-06,49,0.0,5.0
P0808,2025-04-20,30,0.0,14.0
P1154,2023-09-14,63,1.0,10.0
P0224,2023-10-04,7,1.0,9.0
P1327,2025-01-18,16,0.0,9.0
P0791,2024-04-21,50,1.0,
P0298,2024-10-20,45,0.0,13.0
P0515,2024-03-02,27,0.0,1.0
P0158,2025-01-27,54,0.0,7.0
P0468,2023-09-03,-48,0.0,2.0
P0403,2024-11-01,15,1.0,1.0
P0091,2024-12-18,67,0.0,2.0
P0112,2025-04-09,62,1.0,1.0
P0167,2024-02-27,64,0.0,13.0
P1040,2024-05-22,82,0.0,3.0
P1340,2025-04-09,78,1.0,9.0
P1079,2024-03-26,101,0.0,7.0
P0733,2024-10-12,1,0.0,14.0
P0164,2025-03-15,88,0.0,11.0
P1021,2023-09-19,90,1.0,11.0
P0932,2025-04-22,68,0.0,11.0
P1186,2025-06-17,45,0.0,1.0
P0198,2025-05-15,58,0.0,14.0
P0603,2024-08-13,83,1.0,12.0
P0818,2025-05-18,51,0.0,1.0
P1215,2025-06-20,26,0.0,13.0
P0246,2024-10-03,46,0.0,8.0
P0903,2023-08-20,41,0.0,11.0
P0847,2025-02-10,0,0.0,2.0
P1472,2024-04-26,14,1.0,
P0161,2025-03-17,80,0.0,8.0
P0979,2024-02-22,19,1.0,11.0
P0275,2024-05-23,98,0.0,1.0
P0712,2025-01-27,54,0.0,12.0
P1162,2023-11-15,79,1.0,11.0
P0745,2023-08-12,0,1.0,9.0
P0657,2023-08-25,70,0.0,3.0
P1168,2024-10-27,68,0.0,3.0
P0146,2024-06-05,87,1.0,7.0
P1404,2024-09-16,68,0.0,1.0
P0499,2024-08-13,111,0.0,1.0
P1020,2024-02-21,57,0.0,2.0
P1248,2024-10-20,32,0.0,4.0
P1340,2024-03-25,67,0.0,3.0
P1458,2024-10-06,52,0.0,13.0
P0965,2024-10-27,80,1.0,14.0
P0692,2023-09-02,54,0.0,14.0
P0881,2023-07-25,0,0.0,6.0
P0698,2025-06-01,20,1.0,6.0
P0868,2023-10-23,47,0.0,10.0
P0739,2024-05-08,4,0.0,3.0
P0883,2024-09-11,50,0.0,1.0
P1218,2025-01-23,70,0.0,3.0
P0637,2024-04-21,68,0.0,6.0
P1116,2023-07-23,17,0.0,7.0
P1019,2025-05-08,40,0.0,14.0
P0708,2024-02-21,18,1.0,
P1487,2023-09-14,13,0.0,12.0
P0394,2024-11-16,78,0.0,11.0
P0171,2025-03-15,3,0.0,10.0
P1241,2024-10-11,59,,1.0
P1465,2024-12-22,97,0.0,11.0
P0271,2023-10-04,45,0.0,11.0
P0678,2024-08-19,144,0.0,13.0
P1271,2024-05-01,132,0.0,5.0
P0205,2023-12-16,22,0.0,12.0
P1455,2024-06-04,51,0.0,1.0
P1318,2024-06-11,38,0.0,8.0
P0925,2025-05-29,37,0.0,7.0
P0672,2024-06-16,25,0.0,9.0
P0338,2024-05-04,27,0.0,2.0
P0689,2024-01-02,55,0.0,1.0
P0371,2025-04-20,39,0.0,10.0
P0907,2023-10-18,46,0.0,14.0
P0237,2025-06-30,72,0.0,7.0
P1433,2024-10-16,28,1.0,12.0
P0292,2025-03-19,103,0.0,4.0
P0819,2024-12-01,47,0.0,12.0
P0663,2024-10-05,47,0.0,5.0
P0249,2023-11-24,103,1.0,12.0
P0289,2023-12-13,0,0.0,5.0
P0484,2025-01-20,62,0.0,14.0
P0461,2024-06-20,40,1.0,14.0
P0974,2024-02-14,42,0.0,14.0
P1151,2023-09-08,39,0.0,5.0
P0437,2025-02-28,0,0.0,14.0
P0245,2024-05-06,21,0.0,13.0
P0139,2024-02-18,4,0.0,3.0
P0922,2023-12-27,65,0.0,2.0
P0024,2025-02-07,24,0.0,5.0
P0179,2024-04-01,89,0.0,6.0
P0767,2024-06-25,41,0.0,1.0
P1326,2024-09-14,37,1.0,2.0
P0569,2025-02-26,56,0.0,11.0
P0891,2025-02-24,17,0.0,12.0
P1314,2025-02-21,0,0.0,7.0
P1379,2023-07-09,0,0.0,9.0
P0529,2023-11-09,75,0.0,2.0
P0793,2025-01-05,54,0.0,12.0
P0400,2025-02-10,94,0.0,3.0
P0835,2024-06-17,18,0.0,10.0
P0765,2024-03-01,59,0.0,12.0
P0525,2023-07-12,59,0.0,12.0
P0200,2024-02-25,50,0.0,4.0
P0979,2025-04-14,69,1.0,3.0
P0898,2025-04-01,74,0.0,7.0
P1245,2025-07-01,56,0.0,10.0
P0292,2024-02-26,79,1.0,6.0
P1168,2025-03-29,58,0.0,6.0
P0440,2024-02-18,71,1.0,4.0
P0744,2024-01-29,37,0.0,11.0
P1011,2025-02-05,90,0.0,2.0
P0015,2025-02-24,81,0.0,3.0
P0750,2023-09-14,65,0.0,7.0
P0569,2024-04-19,53,1.0,7.0
P1012,2024-08-21,57,0.0,5.0
P0746,2024-11-08,40,0.0,10.0
P1067,2024-07-13,61,1.0,1.0
P0872,2024-08-29,76,0.0,6.0
P1208,2025-01-24,75,0.0,9.0
P0699,2024-03-30,58,0.0,5.0
P0035,2024-01-28,22,0.0,12.0
P0565,2024-02-10,36,0.0,9.0
P1470,2024-05-14,105,0.0,12.0
P0300,2024-01-18,5,1.0,3.0
P0484,2024-06-04,53,1.0,13.0
P0588,2024-02-21,-28,0.0,5.0
P0081,2024-03-05,34,0.0,
P0187,2023-10-22,15,1.0,14.0
P0414,2023-08-20,0,0.0,4.0
P0418,2024-12-16,33,0.0,12.0
P0069,2024-05-18,39,0.0,6.0
P1042,2025-01-09,73,0.0,10.0
P0261,2025-06-28,34,0.0,3.0
P0334,2024-06-28,20,0.0,6.0
P1035,2025-04-14,34,0.0,4.0
P0288,2023-07-11,12,0.0,11.0
P0469,2023-11-29,59,0.0,3.0
P1031,2024-11-20,65,0.0,7.0
P0478,2025-04-02,112,0.0,8.0
P0520,2024-04-22,28,0.0,10.0
P1383,2024-04-14,66,0.0,6.0
P0107,2024-06-18,69,0.0,13.0
P0477,2023-07-21,67,0.0,6.0
P1262,2023-09-04,16,0.0,14.0
P0279,2024-08-03,46,0.0,12.0
P0710,2025-06-26,38,0.0,13.0
P0479,2023-09-16,115,0.0,5.0
P0193,2023-08-01,63,0.0,1.0
P0120,2024-09-08,28,0.0,3.0
P0257,2024-07-02,84,0.0,5.0
P0917,2024-06-03,72,0.0,2.0
P1064,2024-08-20,55,0.0,5.0
P1171,2025-05-24,27,0.0,12.0
P0815,2025-02-24,62,0.0,12.0
P0978,2025-06-29,67,0.0,12.0
P1309,2024-12-08,73,1.0,1.0
P0431,2024-05-30,0,0.0,13.0
P1416,2025-03-06,55,0.0,9.0
P0937,2024-05-24,11,0.0,
P0426,2023-09-20,79,0.0,14.0
P0816,2024-05-26,60,0.0,3.0
P1306,2025-03-08,60,0.0,9.0
P1185,2023-11-12,36,0.0,8.0
P0173,2024-10-23,88,0.0,6.0
P0139,2025-05-29,50,0.0,3.0
P0309,2025-06-28,35,0.0,3.0
P0955,2025-04-22,110,1.0,7.0
P0627,2025-06-17,69,0.0,6.0
P0608,2024-10-20,50,0.0,9.0
P0407,2023-07-16,28,0.0,7.0
P0567,2023-11-30,52,0.0,10.0
P0556,2024-02-23,42,0.0,8.0
P1231,2024-06-17,26,0.0,5.0
P0704,2024-01-12,55,0.0,6.0
P1193,2023-10-25,-66,0.0,14.0
P1143,2024-10-17,92,0.0,6.0
P0101,2024-02-25,51,0.0,7.0
P1490,2023-08-24,37,0.0,8.0
P0676,2023-10-26,72,0.0,3.0
P0960,2025-03-26,70,0.0,7.0
P0450,2025-02-20,41,0.0,11.0
P1493,2023-11-06,84,0.0,5.0
P0473,2025-01-05,0,0.0,12.0
P0894,2025-03-24,37,0.0,9.0
P0951,2023-10-09,36,0.0,13.0
P0365,2023-12-14,63,0.0,11.0
P0255,2024-01-04,69,1.0,7.0
P0806,2023-09-30,23,1.0,2.0
P1011,2024-11-30,83,1.0,13.0
P1207,2025-05-12,66,0.0,6.0
P1468,2024-09-01,24,0.0,3.0
P0551,2024-05-18,64,1.0,13.0
P0226,2024-10-13,12,1.0,7.0
P0799,2023-11-13,68,1.0,12.0
P0788,2024-01-22,16,0.0,7.0
P1315,2024-10-29,86,0.0,5.0
P1102,2023-12-12,53,0.0,5.0
P1481,2024-07-17,29,0.0,13.0
P0749,2023-11-14,50,0.0,13.0
P0539,2023-12-06,24,0.0,
P0326,2025-01-11,39,0.0,5.0
P0112,2025-04-21,51,1.0,3.0
P0579,2024-01-15,116,0.0,14.0
P1066,2025-05-18,78,0.0,11.0
P1486,2024-08-09,65,1.0,1.0
P0631,2025-02-02,17,1.0,11.0
P1086,2023-12-10,42,1.0,12.0
P0329,2024-02-25,38,0.0,13.0
P0610,2024-09-11,88,0.0,14.0
P0393,2023-07-09,68,0.0,10.0
P0214,2025-03-27,96,1.0,8.0
P0849,2024-08-29,84,0.0,14.0
P1466,2024-08-07,66,0.0,6.0
P0732,2024-04-17,62,0.0,12.0
P0225,2023-08-22,55,0.0,5.0
P0436,2024-08-11,67,0.0,12.0
P0222,2025-05-01,71,0.0,4.0
P0106,2024-10-30,63,0.0,4.0
P0026,2025-05-27,48,1.0,9.0
P1226,2024-03-11,57,0.0,4.0
P0777,2025-01-26,66,0.0,9.0
P1227,2023-12-09,95,0.0,8.0
P0639,2024-04-11,70,0.0,11.0
P0024,2025-05-28,23,0.0,2.0
P0864,2024-04-15,52,0.0,12.0
P0973,2024-09-15,100,0.0,7.0
P0688,2023-10-02,26,0.0,14.0
P0331,2025-01-27,54,1.0,6.0
P0077,2024-05-04,55,1.0,2.0
P0415,2025-06-19,31,0.0,4.0
P1314,2025-06-19,68,0.0,9.0
P0349,2024-09-11,77,0.0,9.0
P0183,2024-03-04,44,1.0,1.0
P1173,2024-07-19,47,0.0,7.0
P0008,2025-03-27,81,1.0,4.0
P0992,2024-01-21,11,1.0,12.0
P1222,2024-07-15,52,0.0,7.0
P0574,2023-10-17,42,0.0,11.0
P0861,2024-06-09,70,0.0,
P0480,2025-04-14,52,0.0,14.0
P1270,2024-02-23,96,0.0,1.0
P0705,2025-04-23,17,0.0,9.0
P0463,2024-10-06,79,0.0,8.0
P0158,2025-05-31,16,0.0,11.0
P0022,2024-12-24,50,0.0,1.0
P1021,2023-08-21,69,0.0,12.0
P0933,2024-10-29,14,1.0,5.0
P0947,2024-09-24,83,0.0,3.0
P1486,2024-09-20,42,0.0,1.0
P0420,2024-03-16,5,0.0,11.0
P0170,2023-12-24,52,0.0,2.0
P1109,2023-10-16,51,0.0,10.0
P0366,2023-09-14,103,0.0,3.0
P0567,2024-06-26,21,0.0,13.0
P0751,2024-04-09,79,0.0,6.0
P1380,2024-05-06,107,1.0,4.0
P1070,2023-08-06,88,0.0,2.0
P0928,2023-12-06,12,1.0,3.0
P0289,2024-02-18,40,1.0,2.0
P0926,2024-03-27,32,0.0,7.0
P0414,2024-01-30,69,0.0,2.0
P0163,2025-04-27,60,1.0,
P0119,2024-06-06,75,1.0,1.0
P1360,2023-12-13,78,1.0,
P0342,2024-06-11,81,0.0,3.0
P0991,2024-04-11,95,0.0,8.0
P1233,2025-05-07,116,1.0,13.0
P0916,2025-02-12,55,1.0,11.0
P0770,2025-05-23,0,0.0,13.0
P0074,2024-09-14,51,0.0,3.0
P0703,2025-01-02,76,1.0,5.0
P1475,2025-01-11,84,0.0,8.0
P0937,2024-06-29,107,0.0,4.0
P0615,2024-06-10,45,0.0,3.0
P0118,2023-09-28,55,0.0,14.0
P0788,2024-10-07,0,0.0,2.0
P1291,2023-09-19,0,0.0,13.0
P1460,2024-06-09,25,0.0,8.0
P0473,2023-08-07,-48,0.0,6.0
P1277,2024-11-23,55,1.0,14.0
P0658,2024-02-15,8,0.0,8.0
P0446,2024-04-15,25,0.0,7.0
P1134,2024-09-13,89,0.0,1.0
P0621,2025-04-17,27,1.0,10.0
P0831,2025-02-10,55,0.0,10.0
P0777,2024-02-03,45,1.0,11.0
P1409,2024-05-11,107,0.0,6.0
P1161,2024-02-20,0,1.0,12.0
P1035,2025-01-27,79,0.0,3.0
P0828,2024-07-29,47,0.0,14.0
P0187,2024-01-17,64,0.0,1.0
P0637,2023-08-14,65,0.0,8.0
P0060,2023-11-23,17,1.0,6.0
P0152,2025-04-27,74,0.0,9.0
P0099,2024-09-30,64,0.0,13.0
P0051,2024-03-01,104,1.0,11.0
P0608,2024-01-17,78,0.0,14.0
P0083,2023-09-13,108,0.0,6.0
P0515,2024-12-26,126,1.0,12.0
P1147,2024-02-25,66,1.0,10.0
P1371,2025-06-23,4,0.0,3.0
P0070,2024-04-19,79,1.0,10.0
P0825,2025-07-07,39,0.0,10.0
P1216,2025-01-30,48,0.0,6.0
P1045,2024-11-20,56,0.0,
P1243,2024-12-30,86,0.0,1.0
P0680,2023-12-27,53,0.0,4.0
P1263,2024-08-17,51,0.0,7.0
P1200,2024-06-15,0,1.0,12.0
P0985,2025-03-02,91,0.0,5.0
P0355,2025-04-21,63,0.0,5.0
P1038,2024-01-19,79,1.0,9.0
P0673,2024-05-24,62,0.0,6.0
P0291,2025-03-10,78,,11.0
P0465,2025-07-01,40,1.0,7.0
P1155,2024-02-07,17,0.0,12.0
P0777,2024-09-07,32,0.0,9.0
P0651,2025-01-11,11,1.0,1.0
P0389,2025-02-24,5,0.0,12.0
P0193,2024-04-07,79,0.0,10.0
P0802,2023-08-27,79,0.0,6.0
P0188,2025-02-17,0,0.0,9.0
P0739,2024-08-15,26,0.0,14.0
P0874,2023-11-14,123,0.0,11.0
P0455,2024-12-29,43,0.0,5.0
P0108,2024-10-28,5,0.0,1.0
P0400,2025-07-02,34,0.0,4.0
P0952,2023-11-04,55,0.0,10.0
P0396,2025-06-24,0,0.0,3.0
P0347,2023-09-02,38,0.0,5.0
P1165,2023-12-15,78,0.0,7.0
P1381,2025-03-09,32,0.0,9.0
P1028,2025-02-23,49,0.0,6.0
P0950,2024-11-25,50,1.0,2.0
P0080,2023-07-11,90,0.0,9.0
P0606,2025-06-29,55,0.0,13.0
P0947,2024-08-05,44,0.0,2.0
P1142,2024-11-09,18,0.0,6.0
P0575,2024-06-07,35,1.0,6.0
P1483,2025-04-11,0,0.0,10.0
P0901,2024-02-04,40,0.0,8.0
P0901,2024-05-15,53,0.0,7.0
P0532,2024-03-17,57,0.0,9.0
P0522,2024-05-06,10,0.0,5.0
P0402,2024-05-31,20,0.0,1.0
P0788,2024-09-23,84,0.0,8.0
P0788,2024-06-10,13,0.0,4.0
P0967,2023-08-24,37,0.0,10.0
P0711,2024-08-17,90,0.0,14.0
P0888,2025-06-19,27,,3.0
P0054,2025-05-29,34,0.0,13.0
P1093,2025-04-15,35,1.0,14.0
P1434,2024-12-01,65,1.0,11.0
P0646,2023-11-20,60,0.0,12.0
P0962,2024-05-26,27,0.0,1.0
P0048,2024-09-26,104,1.0,5.0
P1023,2024-02-12,33,0.0,1.0
P1476,2025-03-02,38,0.0,2.0
P0071,2025-01-11,23,0.0,3.0
P1400,2024-11-21,34,0.0,1.0
P1053,2024-02-12,43,0.0,4.0
P1431,2024-03-30,73,0.0,7.0
P0637,2025-04-22,21,0.0,14.0
P0176,2025-05-05,59,1.0,10.0
INVALID_SKU,2024-07-23,21,1.0,3.0
P0814,2023-10-19,6,0.0,1.0
P1238,2023-08-18,64,0.0,4.0
P0653,2024-01-22,63,0.0,12.0
P0913,2024-01-29,27,1.0,5.0
P0039,2024-07-13,75,1.0,5.0
P0213,2024-11-19,59,0.0,3.0
P0493,2025-03-02,10,0.0,3.0
P0205,2025-03-28,0,1.0,8.0
P1081,2024-05-31,119,1.0,1.0
INVALID_SKU,2025-02-10,66,1.0,4.0
P1136,2024-11-18,38,0.0,6.0
P1094,2023-10-31,70,0.0,8.0
P1229,2025-06-03,48,1.0,2.0
P0327,2024-05-30,23,0.0,6.0
P0572,2025-04-01,51,0.0,4.0
P0407,2024-02-26,0,0.0,5.0
P0758,2023-07-09,25,1.0,5.0
P1412,2024-02-21,37,1.0,9.0
P0427,2024-12-10,70,0.0,5.0
P0957,2023-07-30,99,0.0,14.0
P0882,2024-09-19,34,0.0,3.0
P0332,2023-09-06,70,0.0,10.0
P0074,2025-05-08,99,0.0,3.0
P1152,2024-09-23,76,0.0,6.0
P0355,2024-09-29,81,1.0,2.0
P1221,2025-02-15,17,0.0,4.0
P1039,2024-02-19,44,1.0,5.0
P0184,2025-04-27,42,0.0,
P0685,2024-03-10,16,0.0,9.0
P1390,2024-07-30,69,0.0,13.0
P0020,2024-06-29,27,0.0,1.0
P0712,2024-04-03,66,0.0,11.0
P1222,2023-11-21,60,0.0,4.0
P0041,2024-05-21,65,0.0,8.0
P1354,2024-10-02,31,0.0,3.0
P0761,2025-03-12,44,1.0,12.0
P1094,2025-01-23,22,1.0,12.0
P0634,2024-03-13,102,0.0,4.0
P1260,2023-11-24,50,1.0,7.0
P0975,2023-09-18,87,0.0,6.0
P1224,2024-10-09,29,0.0,3.0
P0329,2023-11-28,61,0.0,4.0
P1350,2025-06-23,9,1.0,2.0
P0569,2025-05-30,29,0.0,4.0
P1129,2023-08-14,0,0.0,7.0
P1211,2024-06-25,11,0.0,1.0
P1422,2024-07-07,67,1.0,3.0
P1035,2024-07-24,62,0.0,8.0
P0205,2024-10-24,58,0.0,2.0
P0536,2025-04-14,28,0.0,3.0
P0727,2025-07-07,106,0.0,10.0
P1252,2025-06-20,34,0.0,12.0
P0596,2024-05-16,120,1.0,14.0
P0753,2023-08-25,37,0.0,5.0
P0973,2024-10-12,65,0.0,1.0
P0643,2024-06-12,60,0.0,
P1254,2024-04-06,80,0.0,8.0
INVALID_SKU,2024-11-07,24,0.0,10.0
P0464,2024-03-19,79,0.0,1.0
P1250,2024-07-09,55,0.0,7.0
P0884,2024-12-06,87,0.0,5.0
P1400,2023-09-08,74,1.0,3.0
P1150,2023-08-01,9,0.0,9.0
P0961,2023-11-07,29,0.0,13.0
P0254,2024-11-15,47,1.0,10.0
P1270,2023-12-29,44,0.0,6.0
P0868,2024-07-13,25,0.0,1.0
P1308,2025-03-19,36,0.0,3.0
INVALID_SKU,2025-03-28,75,0.0,10.0
P0109,2023-08-16,31,0.0,10.0
P0420,2023-09-08,64,0.0,
P0768,2023-11-24,55,0.0,4.0
P0125,2024-06-09,75,0.0,4.0
P1445,2024-08-30,57,0.0,8.0
P1249,2025-03-04,54,0.0,11.0
P0260,2025-05-02,21,1.0,2.0
P0845,2024-11-09,44,0.0,3.0
P0154,2024-03-07,34,1.0,12.0
P0425,2024-01-09,33,0.0,10.0
P0190,2025-03-18,60,0.0,2.0
P1168,2024-12-28,81,0.0,13.0
P1033,2025-01-07,57,1.0,2.0
P0341,2025-04-13,59,1.0,10.0
P0567,2025-05-07,24,0.0,9.0
P1226,2024-03-16,27,0.0,10.0
P0221,2024-02-24,10,0.0,10.0
P1136,2024-01-31,66,0.0,2.0
P0323,2024-10-06,51,0.0,2.0
P0507,2025-01-20,101,0.0,11.0
P1330,2024-11-08,19,0.0,5.0
P1254,2025-02-27,20,1.0,2.0
P0474,2024-08-02,62,0.0,8.0
P1440,2024-12-15,30,0.0,1.0
P0090,2023-07-25,68,0.0,3.0
P0120,2024-01-25,54,0.0,3.0
P1063,2024-03-12,15,0.0,4.0
P0318,2023-08-07,0,0.0,4.0
P1378,2025-01-24,33,0.0,13.0
P1493,2023-12-05,42,0.0,1.0
P0802,2023-09-24,48,0.0,1.0
P1173,2024-10-05,45,1.0,9.0
P1463,2025-02-21,45,0.0,12.0
P0014,2024-02-10,53,0.0,6.0
INVALID_SKU,2024-11-03,56,0.0,2.0
P0013,2024-01-03,57,0.0,11.0
P0624,2024-08-29,61,1.0,12.0
P0783,2025-06-23,36,1.0,6.0
P1393,2024-02-19,48,1.0,14.0
INVALID_SKU,2024-10-10,0,0.0,3.0
P0351,2023-09-24,110,0.0,14.0
P0416,2024-12-24,69,0.0,1.0
P1132,2024-05-18,75,0.0,14.0
P1274,2025-04-20,17,0.0,14.0
P0471,2024-08-05,91,0.0,5.0
P0940,2024-12-19,-118,,
INVALID_SKU,2024-04-10,42,0.0,1.0
P0710,2024-09-07,40,0.0,3.0
P1412,2024-12-01,70,1.0,12.0
P0332,2023-08-03,45,0.0,9.0
P0192,2025-02-13,54,0.0,8.0
P1097,2023-12-13,42,0.0,10.0
P1388,2024-04-01,66,,4.0
P1344,2025-05-07,61,0.0,12.0
P0296,2024-09-07,95,0.0,14.0
P0663,2023-12-13,47,0.0,9.0
P0878,2024-08-06,82,0.0,4.0
P0783,2024-01-30,72,0.0,11.0
P1458,2023-10-10,55,0.0,12.0
P0707,2024-03-25,94,0.0,8.0
P0288,2025-04-21,65,1.0,7.0
P0975,2024-11-19,60,0.0,10.0
P0833,2023-07-14,12,0.0,13.0
P0240,2023-09-03,17,0.0,9.0
P0824,2025-06-29,34,0.0,11.0
P0357,2025-03-06,65,0.0,4.0
P0386,2025-01-22,56,0.0,7.0
P0468,2023-08-10,48,0.0,14.0
P1066,2025-02-24,19,0.0,11.0
P0097,2024-02-27,66,0.0,1.0
P1213,2025-03-08,62,0.0,7.0
P0444,2023-07-16,46,0.0,12.0
P1125,2024-01-01,32,0.0,12.0
P0714,2024-02-08,38,1.0,11.0
P0118,2023-08-23,71,0.0,9.0
P1407,2024-12-30,10,0.0,5.0
P0475,2023-08-17,54,0.0,5.0
P0596,2025-06-09,93,0.0,1.0
P1314,2024-10-27,99,0.0,7.0
P1134,2024-09-27,69,0.0,3.0
P0786,2024-09-29,3,0.0,14.0
P0654,2025-02-25,76,0.0,2.0
P0165,2023-10-17,74,1.0,11.0
INVALID_SKU,2024-08-06,0,0.0,5.0
P0655,2023-11-18,18,1.0,9.0
P1273,2024-11-02,30,0.0,4.0
P0885,2025-03-23,70,0.0,1.0
P1288,2023-09-18,16,0.0,7.0
P0751,2025-01-25,29,0.0,5.0
P0632,2024-10-01,54,0.0,1.0
P0594,2025-04-21,77,0.0,9.0
P0264,2023-10-10,82,0.0,12.0
P0030,2025-06-04,14,0.0,9.0
P0332,2025-03-31,15,0.0,9.0
P1357,2024-08-23,36,0.0,11.0
P0923,2025-03-04,35,1.0,6.0
P1186,2024-09-25,80,0.0,2.0
P0691,2024-12-30,83,0.0,5.0
P0947,2024-07-07,55,0.0,5.0
P0507,2024-02-05,34,0.0,2.0
P1141,2023-12-13,28,0.0,2.0
P1072,2024-02-04,88,0.0,6.0
P0484,2025-04-03,74,0.0,9.0
P0166,2024-12-03,124,0.0,3.0
P0780,2024-09-05,47,0.0,14.0
P0367,2023-11-10,31,1.0,9.0
P0993,2025-06-17,64,0.0,7.0
P1032,2025-03-01,41,1.0,13.0
P1409,2024-05-14,41,0.0,6.0
P0297,2023-07-14,0,0.0,6.0
P0362,2024-01-26,66,0.0,9.0
P0596,2025-05-25,40,0.0,14.0
P0695,2024-07-07,49,0.0,1.0
P0090,2025-02-25,39,0.0,10.0
P0837,2024-09-10,23,0.0,2.0
P1174,2023-11-29,26,0.0,1.0
P0305,2024-12-16,80,1.0,5.0
P0683,2024-05-20,61,0.0,9.0
P1022,2023-09-25,77,1.0,5.0
P0542,2025-04-09,61,1.0,10.0
P0608,2024-07-18,39,0.0,6.0
P0725,2024-04-23,20,0.0,14.0
P0987,2025-02-20,31,0.0,8.0
P0541,2024-07-17,27,0.0,10.0
P0975,2025-06-25,54,0.0,12.0
P0419,2023-11-22,54,0.0,10.0
P0072,2023-10-09,112,0.0,12.0
P1397,2024-01-13,27,1.0,14.0
P0065,2025-04-24,10,1.0,4.0
P1142,2024-05-26,42,0.0,6.0
P0602,2023-08-20,78,0.0,13.0
P1216,2025-05-25,12,0.0,1.0
P0725,2023-12-13,85,0.0,3.0
P0040,2024-01-17,19,1.0,1.0
P0880,2024-07-02,0,0.0,8.0
P0286,2025-05-20,69,0.0,
P0052,2024-01-28,54,1.0,12.0
P0248,2024-02-07,48,0.0,9.0
P0102,2023-09-26,97,1.0,12.0
P1430,2024-11-01,-16,1.0,8.0
P0582,2024-09-16,100,0.0,3.0
P0509,2023-11-04,17,0.0,5.0
P0698,2023-11-29,60,0.0,9.0
P1331,2023-11-10,0,0.0,9.0
P0055,2024-05-16,0,0.0,2.0
P0544,2025-02-04,51,1.0,8.0
P0236,2023-07-22,83,0.0,10.0
P0188,2024-08-02,43,0.0,14.0
P1019,2025-01-15,5,0.0,3.0
P1080,2024-02-23,89,1.0,5.0
P0895,2025-03-01,62,0.0,1.0
P0290,2023-07-29,96,0.0,10.0
P0583,2024-06-10,102,0.0,11.0
P0891,2024-10-19,57,0.0,6.0
P1179,2024-12-23,56,1.0,
P0651,2024-05-20,-35,0.0,13.0
P0834,2025-04-23,0,0.0,6.0
P1343,2023-11-04,87,1.0,14.0
P1057,2024-05-11,92,0.0,3.0
P0324,2023-09-16,51,1.0,13.0
P1182,2025-05-25,63,0.0,14.0
P0249,2025-02-27,0,0.0,3.0
P1191,2024-09-26,40,0.0,2.0
P0732,2025-05-24,9,0.0,8.0
P0203,2023-11-01,44,0.0,1.0
P0067,2024-04-24,89,0.0,1.0
P0593,2025-04-02,50,0.0,8.0
P0262,2025-02-28,65,0.0,12.0
P0520,2023-08-21,63,0.0,5.0
P0885,2024-07-03,97,0.0,11.0
P0080,2024-09-02,19,0.0,8.0
P1036,2024-09-19,50,0.0,6.0
P0867,2023-08-17,127,0.0,13.0
P0872,2025-06-19,54,0.0,5.0
P1098,2024-11-29,67,0.0,1.0
P0182,2023-11-15,52,0.0,12.0
P0023,2023-12-24,50,1.0,9.0
P0716,2024-04-10,48,0.0,6.0
P0595,2023-07-26,73,0.0,9.0
P0555,2024-02-23,34,1.0,11.0
P0221,2024-05-25,43,0.0,9.0
P0866,2023-09-03,92,0.0,1.0
P1273,2023-12-30,62,0.0,5.0
P0010,2023-08-19,28,1.0,9.0
P1191,2024-12-10,70,1.0,6.0
P0564,2024-07-26,40,0.0,13.0
P0279,2024-04-07,0,0.0,1.0
P0930,2024-08-09,0,0.0,3.0
P1295,2024-08-04,43,0.0,4.0
P0550,2023-12-11,63,1.0,9.0
P0530,2024-10-15,4,1.0,4.0
P0149,2023-12-12,27,0.0,5.0
P1469,2024-11-24,13,1.0,6.0
P1248,2023-08-03,27,0.0,11.0
P1027,2025-02-27,50,0.0,3.0
P0529,2023-09-01,17,1.0,2.0
P1075,2024-10-17,32,1.0,2.0
P0745,2025-01-20,70,0.0,3.0
P0972,2024-12-05,75,0.0,2.0
P0311,2023-07-14,29,0.0,
P1142,2024-12-16,84,0.0,3.0
P0041,2023-08-19,2,0.0,11.0
P0009,2025-01-20,21,0.0,13.0
P0293,2024-02-01,75,0.0,8.0
P1313,2025-03-08,63,0.0,1.0
P0273,2023-12-07,13,1.0,2.0
P0680,2023-10-14,48,0.0,11.0
P0728,2024-12-22,64,0.0,5.0
P0250,2024-11-12,45,0.0,13.0
P1279,2024-02-23,77,0.0,13.0
P0192,2023-11-24,75,0.0,6.0
P1441,2024-04-15,42,0.0,13.0
P1005,2025-01-30,39,0.0,10.0
P1476,2024-08-25,67,0.0,11.0
P0785,2025-05-08,49,1.0,1.0
INVALID_SKU,2025-01-05,76,0.0,3.0
P0058,2025-06-21,52,1.0,13.0
P1188,2024-03-17,33,0.0,12.0
P0364,2024-07-20,0,0.0,12.0
P0508,2025-05-27,22,0.0,12.0
P1303,2024-07-22,45,0.0,6.0
