order_id,order_date,user_id,sku_id,quantity,price_per_unit,discount_applied,order_channel,payment_method
O003813,2024-09-01,U2324,P0996,3,1231.51,10.0,App,Card
O003814,2023-07-21,U4554,P1353,4,582.67,25.0,App,Wallet
O003815,2025-02-15,U5830,P1189,1,1264.63,0.0,App,Wallet
O003816,2024-04-25,U3692,P0773,1,462.61,25.0,App,Card
O003817,2024-10-23,U4595,P1495,2,2079.12,5.0,App,Card
O003818,2025-03-08,U5364,P1446,1,549.08,30.0,Web,COD
O003819,2025-05-17,U3584,P1315,1,481.17,30.0,Web,Wallet
O003820,2023-09-17,U1234,P1417,1,1970.63,15.0,Mobile,Wallet
O003821,2024-06-16,U3707,P1278,1,340.47,15.0,Mobile,Wallet
O003822,2023-08-12,U3641,P0720,2,2116.49,10.0,App,COD
O003823,2023-07-26,U2476,P1412,2,1099.37,0.0,Mobile,COD
O003824,2024-03-27,U1593,P1199,1,275.84,40.0,Web,Card
O003825,2024-05-11,U5596,P1333,3,399.16,40.0,Mobile,UPI
O003826,2023-07-22,U4200,P0281,5,1134.76,40.0,Web,UPI
O003827,2024-08-04,U2516,P0859,3,1520.65,0.0,Mobile,Card
O003828,2024-07-07,U3093,P1357,-4,863.23,15.0,Web,Wallet
O003829,2024-12-12,U2299,P0326,1,536.38,40.0,Mobile,Card
O003830,2025-01-25,U4949,P0289,3,373.98,20.0,App,COD
O003831,2023-07-23,U4912,P0880,2,806.54,5.0,Web,Wallet
O003832,2024-03-27,U2670,P0828,1,693.81,5.0,Web,COD
O003833,2024-07-14,U5892,P0925,3,1340.26,40.0,App,UPI
O003834,2025-05-21,U1841,P1439,1,660.17,10.0,Mobile,Wallet
O003835,2024-08-12,U2331,P0727,1,254.1,20.0,App,Wallet
O003836,2025-02-10,U4071,P0503,4,1100.86,5.0,App,Wallet
O003837,2025-01-18,U1637,P0828,2,1307.01,15.0,App,Card
O003838,2025-07-07,U4706,P1109,1,1667.26,25.0,Mobile,COD
O003839,2025-04-20,U5236,P1184,3,734.77,20.0,Web,Wallet
O003840,2024-07-18,U5351,P0284,3,1061.37,10.0,Mobile,Card
O003841,2024-07-18,U2867,P0952,1,858.91,5.0,Mobile,Wallet
O003842,2025-05-08,U5868,P1221,1,1398.27,30.0,App,COD
O003843,2023-09-11,U1424,P1125,2,2161.82,10.0,Web,UPI
O003844,2025-01-09,U5350,P1118,2,551.38,10.0,App,Wallet
O003845,2025-05-23,U2851,P1127,1,1809.36,25.0,App,Wallet
O003846,2025-05-10,U3750,P0580,1,,20.0,App,Card
O003847,2023-12-22,U2878,P0988,1,,15.0,Web,Wallet
O003848,2023-11-24,U2100,P0741,3,710.89,25.0,Mobile,COD
O003849,2023-10-02,U2029,P0550,1,554.24,15.0,Mobile,Wallet
O003850,2023-09-13,U5490,P0381,2,1676.73,5.0,Web,UPI
O003851,2025-02-13,U3180,P0320,1,1214.47,25.0,App,Wallet
O003852,2025-04-17,U4012,P0453,1,497.96,,App,Card
O003853,2025-02-01,U3541,P0094,3,519.79,25.0,App,Card
O003854,2025-01-21,U2085,P1399,2,1367.58,15.0,App,Wallet
O003855,2024-04-11,U4322,P1165,1,597.04,10.0,Web,Card
O003856,2025-03-20,U3439,P0542,1,653.79,40.0,App,COD
O003857,2024-03-02,U1072,P0230,1,1066.16,20.0,App,Wallet
O003858,2024-09-05,U2068,P1174,1,330.72,25.0,App,UPI
O003859,2024-01-02,U1535,P0844,2,835.0,25.0,Web,Wallet
O003860,2024-01-14,U3528,P0705,2,1198.19,5.0,Web,UPI
O003861,2023-11-28,U5477,P0905,1,,0.0,App,Wallet
O003862,2024-05-11,U4408,P0942,1,1565.71,25.0,Web,UPI
O003863,2024-03-17,U4665,P0043,2,845.36,0.0,Web,Card
O003864,2024-08-17,U4460,P1214,1,2323.0,0.0,Web,Wallet
O003865,2024-09-08,U3751,P0063,4,987.52,30.0,Mobile,Wallet
O003866,2024-03-18,U3672,P0792,2,1116.47,10.0,Mobile,COD
O003867,2025-05-03,U4841,P0018,2,1624.66,20.0,Web,Card
O003868,2024-12-02,U2325,P1060,1,1186.24,25.0,Web,COD
O003869,2025-02-25,U2294,P0462,1,1248.98,30.0,App,Card
O003870,2025-05-06,U4041,P0850,2,1363.54,25.0,Mobile,Wallet
O003871,2024-12-16,U4386,P0851,1,1340.53,25.0,Web,COD
O003872,2024-05-18,U3726,P0022,4,1656.73,15.0,Web,Card
O003873,2025-05-16,U3478,P1461,2,832.37,15.0,App,COD
O003874,2023-07-11,U2331,P1353,1,687.78,40.0,Web,Card
O003875,2025-03-21,U1178,P1409,2,1020.04,30.0,Web,UPI
O003876,2024-09-18,U5059,P1245,1,627.94,5.0,Web,COD
O003877,2024-04-20,U3830,P0758,3,1685.66,30.0,Web,Card
O003878,2023-08-16,U5536,P0568,6,1207.85,20.0,Web,Wallet
O003879,2024-10-19,U5122,P0365,3,872.85,20.0,Mobile,Card
O003880,2024-11-01,U3940,P1328,1,634.35,15.0,App,UPI
O003881,2024-12-18,U4635,P0768,2,1336.64,0.0,Mobile,COD
O003882,2024-06-30,U2115,P0591,3,636.42,10.0,Mobile,UPI
O003883,2024-12-21,U4362,P0458,3,2394.68,0.0,Mobile,Wallet
O003884,2024-08-13,U1353,P0976,4,377.22,,Web,Card
O003885,2024-06-11,U4038,P0552,3,976.75,5.0,Mobile,COD
O003886,2025-02-23,U4856,P0145,2,1255.46,,Mobile,UPI
O003887,2024-02-10,U4210,P0987,2,794.31,20.0,Mobile,UPI
O003888,2025-02-12,U5246,P0217,1,914.81,,Web,COD
O003889,2024-01-19,U5079,P0327,1,1381.54,30.0,App,COD
O003890,2024-01-17,U5119,P1036,4,2161.21,10.0,Mobile,Wallet
O003891,2023-09-20,U5189,P1349,1,1901.62,20.0,App,COD
O003892,2024-03-04,U4158,P1186,2,638.81,40.0,Mobile,UPI
O003893,2024-10-13,U3332,P1159,1,2320.66,,App,Wallet
O003894,2024-02-12,U5064,P1096,2,575.55,10.0,Web,UPI
O003895,2025-05-29,U3908,P0021,3,523.81,5.0,Web,UPI
O003896,2024-06-22,U2426,P1047,1,266.86,,Web,UPI
O003897,2023-10-13,U3511,P0057,2,720.12,5.0,App,UPI
O003898,2024-12-19,U3812,P1122,2,2003.02,5.0,App,Card
O003899,2023-12-08,U1225,P1496,1,581.55,15.0,App,UPI
O003900,2024-02-01,U1661,P1394,1,1778.64,15.0,Mobile,COD
O003901,2023-11-25,U2522,P1086,1,769.0,5.0,App,COD
O003902,2024-09-18,U1001,P1323,1,1155.94,20.0,App,Card
O003903,2024-12-02,U3900,P0528,3,1373.58,30.0,Web,Wallet
O003904,2024-06-12,U1340,P1213,2,481.54,15.0,App,COD
O003905,2023-11-04,U2818,P1089,1,1280.43,15.0,App,Wallet
O003906,2024-03-08,U2050,P1049,2,1821.65,20.0,Web,Card
O003907,2024-12-16,U2111,P1107,2,819.95,15.0,Web,Wallet
O003908,2025-02-15,U4627,P1060,1,234.31,40.0,Web,COD
O003909,2024-05-13,U2119,P1265,3,934.62,20.0,Web,Card
O003910,2023-10-23,U2154,P0987,3,2154.02,5.0,App,Wallet
O003911,2024-04-28,U3000,P1124,2,911.82,5.0,App,Card
O003912,2025-04-13,U5249,P1464,2,917.52,25.0,Web,Wallet
O003913,2024-04-30,U5902,P0719,2,1615.59,25.0,App,COD
O003914,2025-04-18,U2069,P1142,1,469.5,5.0,Web,Card
O003915,2025-02-09,U5022,P0113,3,1369.8,25.0,Mobile,COD
O003916,2025-01-17,U3917,P0148,2,246.54,25.0,App,COD
O003917,2024-04-21,U5465,P0817,1,1157.47,40.0,App,COD
O003918,2023-07-17,U1022,P0793,5,1477.61,20.0,Mobile,COD
O003919,2025-03-12,U1052,P0677,2,1346.72,40.0,Mobile,UPI
O003920,2023-12-06,U5057,P1015,2,1651.49,30.0,Web,COD
O003921,2024-07-28,U3017,P1349,1,1084.92,0.0,App,Card
O003922,2025-06-13,U1846,P1446,1,446.87,15.0,Web,Card
O003923,2024-03-06,U3712,P0056,6,1365.48,,Mobile,COD
O003924,2023-12-27,U1830,P0505,1,1748.83,10.0,App,COD
O003925,2023-12-24,U1730,P1219,1,722.66,10.0,Web,Wallet
O003926,2025-04-06,U4003,P0721,3,365.18,40.0,Mobile,COD
O003927,2024-05-16,U2862,P1463,3,1018.12,15.0,Web,COD
O003928,2024-08-04,U3164,P0842,1,644.59,15.0,Mobile,Card
O003929,2023-07-31,U5301,P1271,2,1312.8,5.0,App,Wallet
O003930,2023-08-29,U5044,P0127,2,297.02,20.0,Mobile,COD
O003931,2023-09-12,U2005,P1208,2,781.61,10.0,App,COD
O003932,2024-02-29,U3636,P0202,3,,30.0,Mobile,Wallet
O003933,2025-04-02,U3182,P1168,4,2077.71,0.0,App,UPI
O003934,2025-01-26,U5996,P0380,1,273.41,20.0,Web,Wallet
O003935,2023-11-03,U4122,P0064,1,2477.32,0.0,Web,UPI
O003936,2025-07-03,U4308,P1217,3,1773.15,0.0,Mobile,COD
O003937,2024-08-25,U3038,P1210,-3,1463.49,25.0,Mobile,COD
O003938,2024-02-22,U4450,P0506,1,675.36,25.0,Mobile,Wallet
O003939,2024-06-11,U4731,P1207,1,471.21,0.0,Web,Card
O003940,2025-05-11,U1008,P1234,1,2007.04,15.0,Web,UPI
O003941,2025-06-08,U4401,P0789,4,1526.76,5.0,Mobile,UPI
O003942,2025-02-16,U2420,P0751,2,388.79,15.0,Web,UPI
O003943,2024-04-29,U4645,P0402,4,,25.0,Web,Card
O003944,2025-05-21,U2033,P1022,1,670.83,5.0,Mobile,UPI
O003945,2024-03-11,U2994,P0487,2,632.2,30.0,Web,UPI
O003946,2024-12-03,U2092,P0698,4,1626.89,25.0,Web,COD
O003947,2025-04-16,U3009,P0014,2,651.18,20.0,Web,UPI
O003948,2024-06-10,U1775,P1201,1,,,App,UPI
O003949,2023-11-20,U3437,P1399,2,1154.08,5.0,Web,Wallet
O003950,2024-05-02,U3576,P0208,4,319.2,25.0,Mobile,Wallet
O003951,2024-06-09,U3559,P0699,1,1588.13,5.0,Web,COD
O003952,2023-11-09,U1146,P0619,4,1877.9,5.0,Web,Card
O003953,2024-08-25,U5545,P0171,3,1015.35,15.0,Mobile,Card
O003954,2023-08-31,U4609,P0043,2,674.75,25.0,Mobile,UPI
O003955,2024-09-15,U5990,P0217,-1,1815.62,20.0,App,COD
O003956,2025-01-15,U4493,P0995,2,1143.09,20.0,Mobile,COD
O003957,2025-03-21,U3076,P1270,2,1316.21,30.0,Web,UPI
O003958,2023-09-27,U3477,P0749,1,2115.46,0.0,Web,UPI
O003959,2024-05-22,U5167,P1114,1,1559.27,20.0,App,UPI
O003960,2024-05-31,U5434,P0471,1,1298.3,25.0,Mobile,UPI
O003961,2023-12-12,U3437,P1062,1,857.83,10.0,App,Card
O003962,2025-04-06,U5981,P0773,3,266.06,25.0,Web,COD
O003963,2024-02-24,U1140,P0337,2,1115.32,40.0,App,UPI
O003964,2024-02-21,U2238,P0341,1,1395.8,25.0,Web,COD
O003965,2024-04-18,U2864,P0920,1,1277.67,25.0,Mobile,COD
O003966,2024-12-23,U2121,P0924,1,564.28,25.0,Mobile,COD
O003967,2025-05-12,U3017,P0911,2,1415.81,0.0,Web,UPI
O003968,2023-10-07,U3753,P1076,2,459.65,0.0,Web,Wallet
O003969,2023-09-23,U5941,P1170,1,490.86,25.0,Mobile,COD
O003970,2024-08-14,U4556,P0677,2,1346.23,0.0,Mobile,Card
O003971,2024-01-28,U3717,P1396,3,936.81,20.0,Web,Card
O003972,2024-08-13,U1815,P1103,-3,1836.37,15.0,Mobile,Wallet
O003973,2024-01-27,U3336,P0134,5,,0.0,Mobile,Wallet
O003974,2023-09-21,U5046,P1291,1,2342.25,0.0,Web,UPI
O003975,2023-09-07,U5273,P1169,1,2055.15,5.0,App,Wallet
O003976,2025-03-01,U1739,P1076,-3,1147.12,5.0,Mobile,UPI
O003977,2023-12-02,U3864,P0190,3,640.19,40.0,Web,UPI
O003978,2024-08-23,U5423,P0570,1,1560.03,10.0,Web,Wallet
O003979,2025-01-28,U3888,P0026,1,1297.52,25.0,Mobile,Wallet
O003980,2024-06-15,U2964,P1196,3,1402.31,30.0,Web,Wallet
O003981,2024-08-24,U1861,P0819,2,662.72,0.0,App,Wallet
O003982,2023-09-30,U5763,P1003,4,1143.72,25.0,Mobile,Card
O003983,2024-05-15,U5438,P0194,3,2019.33,0.0,Web,UPI
O003984,2024-07-26,U5236,P0814,2,1315.69,30.0,Web,COD
O003985,2025-01-02,U1193,P0188,2,1121.86,0.0,Mobile,Wallet
O003986,2024-03-01,U1330,P0422,2,235.37,30.0,Web,Card
O003987,2023-10-01,U1904,P1321,4,1120.78,10.0,Web,COD
O003988,2025-06-30,U5420,P0589,1,1712.52,15.0,Web,Card
O003989,2023-11-16,U2820,P1326,2,1238.34,10.0,App,Card
O003990,2023-09-21,U4299,P0358,4,886.12,40.0,Mobile,UPI
O003991,2023-10-12,U3407,P0763,1,2226.96,0.0,Mobile,Card
O003992,2025-01-16,U4302,P0669,3,310.9,25.0,Web,UPI
O003993,2025-02-04,U5326,P0834,2,1650.06,5.0,Web,UPI
O003994,2025-01-17,U3186,P0330,1,533.07,20.0,Mobile,Wallet
O003995,2024-10-27,U4757,P0306,4,761.53,0.0,App,COD
O003996,2024-07-27,U2627,P0042,7,485.79,30.0,Mobile,Wallet
O003997,2025-02-04,U5716,P0226,2,547.82,0.0,Mobile,COD
O003998,2025-01-31,U3839,P0442,7,1022.72,,Web,UPI
O003999,2025-04-20,U2129,P1114,1,1202.23,25.0,App,Card
O004000,2025-06-26,U5243,P1364,3,576.23,5.0,Mobile,COD
O004001,2025-06-21,U4207,P1296,1,612.3,30.0,Web,UPI
O004002,2023-11-14,U2696,P0144,3,1182.86,25.0,App,UPI
O004003,2024-12-08,U1284,P0167,3,767.6,25.0,App,COD
O004004,2024-06-14,U4604,P1176,2,1302.61,20.0,Web,UPI
O004005,2024-11-02,U1317,P1195,2,1322.18,40.0,App,COD
O004006,2023-12-19,U2126,P0689,3,,30.0,Mobile,Card
O004007,2024-01-04,U5089,P0215,2,1736.33,10.0,App,Wallet
O004008,2024-11-02,U2305,P0386,1,1392.32,40.0,App,Card
O004009,2025-04-27,U1519,P1461,2,820.46,25.0,Web,COD
O004010,2023-08-07,U5293,P1137,2,1533.54,20.0,Mobile,Card
O004011,2024-05-21,U4743,P0411,1,938.42,15.0,Web,COD
O004012,2025-07-03,U4111,P1422,5,981.11,5.0,Mobile,Wallet
O004013,2024-12-23,U5237,P0294,1,2017.0,5.0,Web,UPI
O004014,2023-11-27,U1697,P0718,1,1737.58,10.0,Web,COD
O004015,2024-02-27,U1704,P1348,2,1255.6,20.0,Mobile,COD
O004016,2024-01-15,U5117,P0770,2,719.68,25.0,Mobile,Wallet
O004017,2025-01-01,U5478,UNKNOWN,4,723.46,20.0,App,Card
O004018,2025-05-06,U1412,P1023,2,568.06,0.0,Web,Wallet
O004019,2025-02-28,U2983,P1390,1,312.87,10.0,App,UPI
O004020,2023-11-25,U3701,P0130,1,815.47,25.0,Web,Card
O004021,2023-10-09,U5896,P1278,4,,10.0,App,Wallet
O004022,2024-08-13,U4302,P1081,2,1799.45,25.0,App,Card
O004023,2024-04-17,U4068,P0012,3,543.22,,Mobile,COD
O004024,2023-11-01,U1761,P0929,6,744.99,25.0,App,Card
O004025,2025-01-19,U1412,P0844,1,368.03,5.0,Web,UPI
O004026,2024-08-26,U2117,P0260,1,1170.59,25.0,App,COD
O004027,2024-04-14,U2273,P0632,1,554.46,20.0,Mobile,Card
O004028,2024-10-15,U2421,P1058,2,775.91,5.0,Web,COD
O004029,2024-06-29,U2764,P0866,2,236.75,,App,Wallet
O004030,2024-01-19,U2292,P0986,1,1336.8,,App,UPI
O004031,2025-01-26,U2724,P1163,2,354.65,0.0,Web,Wallet
O004032,2023-10-22,U1627,P0111,1,,20.0,Web,COD
O004033,2024-07-30,U4406,P0755,1,2011.62,5.0,Web,COD
O004034,2023-11-19,U3225,P1229,2,,10.0,App,COD
O004035,2023-10-25,U3415,P1275,3,,20.0,Web,Card
O004036,2024-03-23,U1878,P0264,1,765.64,30.0,Web,COD
O004037,2025-01-27,U2064,P1488,1,268.35,40.0,Mobile,Wallet
O004038,2024-10-22,U3525,P0940,1,,5.0,App,COD
O004039,2024-08-09,U4217,P0962,1,1276.06,0.0,Web,Card
O004040,2024-03-09,U5366,P0473,3,365.47,40.0,Mobile,COD
O004041,2024-06-06,U1294,P0222,3,543.39,40.0,Web,Wallet
O004042,2024-03-31,U4608,P0141,1,2080.06,5.0,App,Card
O004043,2023-10-26,U4610,P0949,3,1471.42,40.0,App,Wallet
O004044,2024-08-25,U2070,P0448,3,272.13,15.0,Web,COD
O004045,2024-02-22,U3905,P0836,2,658.74,10.0,App,Card
O004046,2025-02-06,U2570,P0003,3,1914.56,10.0,Mobile,Card
O004047,2024-01-18,U2350,P1011,3,766.34,30.0,App,COD
O004048,2024-07-05,U3852,P0781,3,866.12,15.0,App,Card
O004049,2025-05-22,U2242,P1483,2,315.29,0.0,App,Wallet
O004050,2024-05-23,U4720,P1016,3,558.0,,App,Card
O004051,2023-11-14,U4368,P0302,1,390.0,10.0,Web,UPI
O004052,2023-11-25,U1795,P0648,1,980.91,10.0,Mobile,COD
O004053,2024-12-27,U4160,P0937,1,1565.09,25.0,App,Wallet
O004054,2024-12-05,U3891,P0758,1,647.28,30.0,App,Card
O004055,2024-04-20,U2428,P0861,1,919.28,40.0,Web,Wallet
O004056,2024-08-09,U3592,P1108,1,1439.21,40.0,Mobile,Wallet
O004057,2023-11-05,U3111,P1153,5,2241.18,10.0,Web,Wallet
O004058,2025-05-15,U2913,P0633,1,1496.4,0.0,Mobile,Wallet
O004059,2024-06-18,U5242,P0497,1,,30.0,Mobile,Card
O004060,2023-11-23,U2820,P1271,1,1299.95,30.0,Mobile,Wallet
O004061,2024-12-18,U3734,P1467,3,349.98,40.0,App,UPI
O004062,2024-03-24,U2387,P0298,3,1597.81,5.0,App,COD
O004063,2024-04-15,U4628,P0740,2,393.48,15.0,Web,Wallet
O004064,2024-08-07,U3120,P0254,2,2114.35,15.0,Web,Card
O004065,2024-04-24,U4595,P0857,3,2273.27,0.0,Web,Card
O004066,2024-11-18,U1185,P0119,4,354.02,20.0,App,UPI
O004067,2024-03-21,U1246,P0959,1,1631.33,20.0,App,Wallet
O004068,2024-05-20,U4724,P0133,1,683.15,20.0,Web,UPI
O004069,2024-10-17,U4109,P0597,4,1035.19,30.0,Web,UPI
O004070,2024-12-12,U2982,P0140,2,583.02,20.0,Mobile,Wallet
O004071,2025-03-04,U4780,P0407,2,674.24,40.0,App,UPI
O004072,2024-02-09,U4235,P0276,1,,10.0,Web,Wallet
O004073,2024-03-15,U2146,P0942,1,1308.26,15.0,Web,Wallet
O004074,2023-10-17,U2288,P0606,2,1280.86,15.0,App,COD
O004075,2025-06-06,U3759,P1411,4,408.61,0.0,App,Card
O004076,2025-06-03,U1283,P0008,3,1213.5,20.0,App,COD
O004077,2023-10-09,U2084,P1280,4,1309.43,20.0,Web,Wallet
O004078,2024-02-24,U2284,P0842,2,1717.04,0.0,App,COD
O004079,2025-04-11,U2784,P0732,3,911.74,40.0,Web,COD
O004080,2025-06-12,U5152,P0088,2,596.89,20.0,Web,COD
O004081,2024-12-09,U4395,P0623,2,607.44,15.0,Web,COD
O004082,2023-07-08,U4597,P0206,1,1900.91,15.0,Web,Wallet
O004083,2024-07-27,U4004,P1456,1,466.65,30.0,Mobile,Card
O004084,2024-09-19,U3543,P1314,1,903.29,5.0,Web,Wallet
O004085,2024-08-07,U4819,P1228,3,969.45,30.0,App,UPI
O004086,2025-07-03,U1983,P1347,2,1527.2,25.0,Web,Card
O004087,2024-02-09,U2854,P0540,1,950.22,20.0,App,COD
O004088,2024-07-09,U2413,P0920,2,373.73,10.0,App,Wallet
O004089,2024-09-24,U1499,P0966,8,1302.26,20.0,Mobile,UPI
O004090,2025-03-07,U5310,P0727,4,669.3,25.0,Mobile,Wallet
O004091,2024-03-06,U4136,P0206,2,1721.2,5.0,Mobile,UPI
O004092,2024-03-21,U4068,P1128,7,1456.48,25.0,Mobile,COD
O004093,2023-07-24,U5080,P1463,1,357.85,30.0,Mobile,COD
O004094,2023-12-21,U3352,P1138,1,751.28,30.0,Web,UPI
O004095,2023-08-19,U1115,P1139,2,2077.92,0.0,App,Wallet
O004096,2024-02-26,U5878,P0130,2,,30.0,Web,UPI
O004097,2025-05-19,U1526,P1468,4,965.33,40.0,App,Wallet
O004098,2023-07-16,U5395,P0956,3,1437.26,30.0,Mobile,Wallet
O004099,2025-03-29,U4046,P0729,3,1416.29,15.0,Web,UPI
O004100,2024-03-30,U2718,P1446,4,874.96,30.0,Mobile,Card
O004101,2025-01-12,U4987,P0247,1,995.56,40.0,Mobile,COD
O004102,2023-10-14,U4969,P0359,3,391.41,0.0,Web,Card
O004103,2024-07-29,U5762,P0928,2,1094.14,20.0,Mobile,Card
O004104,2023-12-05,U1883,P0319,2,433.41,15.0,Web,Wallet
O004105,2025-05-02,U4709,P0517,3,573.66,20.0,Web,COD
O004106,2023-12-23,U3062,P0948,3,580.69,25.0,Web,UPI
O004107,2024-12-19,U1597,P0441,3,383.22,5.0,Web,Wallet
O004108,2024-04-23,U3983,P1425,2,613.81,40.0,App,UPI
O004109,2025-06-04,U2183,P0781,-3,,40.0,App,COD
O004110,2024-09-29,U3907,P0385,2,887.27,5.0,Mobile,COD
O004111,2024-11-13,U3528,P0235,2,1335.19,40.0,Mobile,Wallet
O004112,2023-12-26,U5412,P1271,3,1494.68,15.0,Web,Wallet
O004113,2023-09-30,U2291,P0168,4,434.11,40.0,Web,COD
O004114,2025-06-04,U5883,P0746,5,1550.6,30.0,Web,Card
O004115,2023-11-17,U5378,P0184,3,535.27,10.0,Mobile,Card
O004116,2025-04-23,U4963,P0381,4,1195.35,25.0,App,Card
O004117,2024-03-18,U1108,P1254,3,952.08,30.0,App,UPI
O004118,2023-07-30,U4297,P0495,1,1634.42,5.0,App,Wallet
O004119,2025-03-25,U3644,P1218,1,248.37,25.0,App,UPI
O004120,2023-09-29,U4888,P0283,2,1124.49,15.0,Mobile,Card
O004121,2024-05-08,U5392,P0393,1,789.63,40.0,Mobile,UPI
O004122,2024-08-09,U3067,P1495,3,1874.4,0.0,App,UPI
O004123,2025-01-26,U1603,P1409,2,421.09,25.0,App,Card
O004124,2023-08-16,U4762,P0257,3,1872.19,15.0,Web,UPI
O004125,2023-12-30,U1788,P0647,3,1700.22,10.0,Web,COD
O004126,2023-11-24,U5473,P0155,3,1723.91,15.0,Mobile,Wallet
O004127,2024-05-07,U1184,P0105,1,943.37,30.0,Web,COD
O004128,2024-01-24,U2474,P0416,7,1025.05,5.0,App,COD
O004129,2025-01-20,U4758,P1279,1,946.73,5.0,App,Card
O004130,2024-01-31,U1736,P0375,2,2171.24,5.0,Web,Card
O004131,2024-07-17,U3157,P0389,5,730.11,0.0,Web,COD
O004132,2025-01-15,U4529,P0476,5,485.48,40.0,App,UPI
O004133,2024-05-17,U3777,P0565,2,611.57,15.0,Web,COD
O004134,2024-09-08,U4635,P1154,1,2028.19,5.0,Mobile,Wallet
O004135,2024-11-21,U1693,P0352,2,1780.13,0.0,Mobile,Wallet
O004136,2023-11-20,U4913,P0959,1,1798.1,10.0,Web,UPI
O004137,2025-05-29,U2989,P1404,3,1436.2,25.0,Web,Wallet
O004138,2024-10-30,U2412,P1037,1,733.43,10.0,Web,Wallet
O004139,2023-08-30,U2871,P1302,-1,867.47,25.0,App,COD
O004140,2023-11-01,U1604,P0436,3,,20.0,App,UPI
O004141,2025-01-31,U2135,P0561,1,551.0,15.0,App,COD
O004142,2024-11-05,U1624,P1374,3,396.59,0.0,App,UPI
O004143,2024-03-12,U5053,P0007,1,352.87,10.0,Web,UPI
O004144,2024-10-20,U3952,P0548,3,378.95,40.0,App,COD
O004145,2024-12-11,U1144,P1314,1,795.02,10.0,App,COD
O004146,2024-10-08,U4941,P0109,2,1837.4,5.0,Web,UPI
O004147,2023-09-16,U5216,P0121,4,273.6,25.0,Mobile,Wallet
O004148,2023-10-12,U5432,P0340,3,1577.62,20.0,Mobile,Wallet
O004149,2024-08-07,U1042,P0137,3,1866.58,0.0,Web,COD
O004150,2024-11-12,U3775,P1346,2,315.95,40.0,Web,UPI
O004151,2024-06-07,U4875,P0529,1,817.14,40.0,Mobile,UPI
O004152,2023-07-13,U3257,P0205,2,766.51,10.0,Web,Wallet
O004153,2024-04-15,U2969,P0354,3,862.22,15.0,Web,COD
O004154,2024-07-31,U4795,P1231,4,1555.31,15.0,App,Wallet
O004155,2025-05-18,U3602,P0768,1,612.98,20.0,Mobile,Wallet
O004156,2023-08-26,U1570,P0749,1,713.35,5.0,Web,COD
O004157,2023-07-13,U3394,P0894,4,1474.43,40.0,Mobile,UPI
O004158,2023-12-15,U4820,P0816,2,1292.86,40.0,Mobile,Card
O004159,2025-01-04,U5236,P1199,1,387.64,25.0,Web,Wallet
O004160,2024-09-08,U1462,P1435,6,1267.52,40.0,App,COD
O004161,2023-12-28,U3655,P0588,3,2331.39,5.0,App,UPI
O004162,2023-09-17,U5728,P1079,4,813.51,25.0,Web,Wallet
O004163,2023-08-04,U2689,P1174,3,2030.75,10.0,Mobile,Card
O004164,2024-06-09,U4144,P0327,1,469.76,10.0,App,Card
O004165,2024-03-13,U4643,P0626,1,512.85,20.0,Web,Card
O004166,2024-01-29,U3202,P0655,1,1368.31,0.0,App,Card
O004167,2023-08-30,U5386,P0368,2,874.48,40.0,Web,Wallet
O004168,2024-06-12,U1476,P0378,3,1422.15,5.0,Web,COD
O004169,2025-01-17,U5338,P1176,1,1464.06,5.0,App,Card
O004170,2024-06-04,U5087,P0891,2,701.0,20.0,App,UPI
O004171,2024-04-24,U5834,P0250,2,448.71,40.0,Web,COD
O004172,2024-12-03,U5596,P1111,4,811.88,20.0,Mobile,UPI
O004173,2025-07-04,U1434,UNKNOWN,-3,,30.0,Web,UPI
O004174,2025-02-24,U5346,P1132,1,2116.13,15.0,App,Card
O004175,2024-08-11,U5741,P0486,2,638.56,25.0,App,COD
O004176,2024-06-03,U5701,P0916,1,1282.37,15.0,Web,UPI
O004177,2023-09-18,U4171,P1276,2,2316.9,0.0,App,Wallet
O004178,2023-07-11,U4896,P1220,2,311.71,40.0,Mobile,COD
O004179,2024-11-27,U3848,P0889,2,1187.53,15.0,Web,UPI
O004180,2023-11-29,U2489,P0096,1,1731.09,5.0,Web,Wallet
O004181,2024-10-14,U3545,P0866,1,2470.09,0.0,App,UPI
O004182,2025-04-21,U3556,P0142,2,624.49,15.0,App,Wallet
O004183,2024-11-14,U1185,P0666,3,1823.87,0.0,Mobile,Wallet
O004184,2024-10-20,U5858,P0905,2,914.16,30.0,Mobile,Card
O004185,2024-05-29,U4614,P0882,2,1761.11,10.0,Mobile,UPI
O004186,2025-02-23,U3862,P0899,2,1681.76,,App,COD
O004187,2024-03-22,U4862,P0249,1,724.36,30.0,Mobile,Card
O004188,2024-06-29,U5206,P0772,1,321.88,5.0,Web,COD
O004189,2024-12-02,U5719,P1320,4,1140.06,10.0,Web,Card
O004190,2023-09-11,U2702,P1495,3,513.28,20.0,Web,Card
O004191,2024-05-17,U1535,P0916,-4,1055.45,40.0,App,Card
O004192,2025-04-03,U4237,P0181,2,879.72,20.0,Web,Card
O004193,2023-12-17,U3986,P0291,4,931.68,0.0,Web,Wallet
O004194,2023-09-24,U3213,P0434,4,2117.81,5.0,Mobile,UPI
O004195,2024-12-19,U5240,P1229,2,1623.05,30.0,Web,Wallet
O004196,2023-12-26,U2772,P0146,3,,15.0,Web,UPI
O004197,2024-01-11,U5480,P0919,1,,20.0,Web,COD
