order_id,order_date,user_id,sku_id,category,brand,quantity,price_per_unit,discount_applied,revenue,profit,days_since_launch,viewed_same_day,pricing_error_flag
O011389,2024-11-21,U3128,P0316,Electronics,BrandF,2,1688.88,15.0,3377.76,1575.9800000000002,-1136.0,0,0
O011390,2023-10-01,U2883,P0318,Apparel,BrandD,1,354.82,25.0,354.82,-153.695,877.0,0,1
O011391,2025-06-08,U4319,P0922,Sports,BrandC,2,1050.59,5.0,2101.18,953.1399999999999,1006.0,0,0
O011392,2024-08-14,U3645,P0297,Books,BrandC,1,596.21,10.0,596.21,287.47,1119.0,0,0
O011393,2023-11-28,U1392,P0106,Sports,BrandF,3,1419.74,25.0,4259.22,2511.57,509.0,0,0
O011394,2024-12-13,U1802,P0770,Sports,BrandB,4,919.13,15.0,3676.52,-172.67999999999984,1176.0,0,1
O011395,2025-02-04,U5360,P0500,Books,BrandA,1,1094.39,40.0,1094.39,378.96000000000015,136.0,0,0
O011396,2025-06-05,U5787,P0195,Home & Kitchen,BrandC,5,1527.66,20.0,7638.3,5555.650000000001,785.0,0,0
O011397,2024-12-08,U4250,P1264,Home & Kitchen,No Brand,4,1027.46,0.0,4109.84,804.6000000000004,1421.0,0,0
O011398,2024-02-01,U1596,P0749,Home & Kitchen,BrandD,4,542.66,25.0,2170.64,-394.52,558.0,0,1
O011399,2024-09-24,U5180,P0865,Home & Kitchen,BrandE,3,1504.08,15.0,4512.24,2886.93,157.0,0,0
O011400,2025-04-26,U5288,P0022,Apparel,BrandE,1,635.0,15.0,635.0,-337.78999999999996,710.0,0,1
O011401,2024-05-28,U2538,P1031,Apparel,BrandC,3,1411.89,40.0,4235.67,1347.3600000000004,629.0,0,0
O011402,2023-09-30,U1592,P1088,Home & Kitchen,BrandB,1,1612.46,0.0,1612.46,1070.69,624.0,0,0
O011403,2025-02-17,U3267,P1110,Beauty,BrandE,2,1746.75,10.0,3493.5,2178.5,449.0,0,0
O011404,2025-04-01,U4737,P1408,Electronics,No Brand,1,683.2,0.0,683.2,-295.26,789.0,0,1
O011405,2025-01-15,U1004,P0529,Sports,BrandE,2,2040.8,10.0,4081.6,3737.8599999999997,1285.0,0,0
O011406,2025-02-22,U3455,P0491,Electronics,BrandE,1,604.69,0.0,604.69,163.07000000000005,141.0,0,0
O011407,2023-11-01,U1276,P0249,Electronics,BrandD,5,1057.03,40.0,5285.15,3675.3499999999995,895.0,0,0
O011408,2024-04-29,U2867,P1474,Apparel,BrandF,2,869.2,40.0,1738.4,1002.2600000000001,1074.0,0,0
O011409,2023-10-27,U4680,P0804,Books,BrandC,2,380.57,10.0,761.14,-1033.1,-10.0,0,1
O011410,2025-05-08,U1163,P0935,Sports,BrandC,1,1345.4,15.0,1345.4,1078.74,347.0,0,0
O011411,2023-10-07,U3343,P1034,Home & Kitchen,No Brand,1,1609.49,5.0,1609.49,1067.72,984.0,0,0
O011412,2023-10-04,U4051,P1441,Apparel,BrandB,1,1119.59,20.0,1119.59,819.29,144.0,0,0
O011413,2024-06-18,U3018,P1064,Books,BrandB,1,1592.22,20.0,1592.22,1187.96,7.0,0,0
O011414,2024-08-20,U5866,P1127,Home & Kitchen,No Brand,1,1842.29,5.0,1842.29,1492.26,609.0,0,0
O011415,2025-03-28,U1470,P0220,Sports,No Brand,3,1956.47,0.0,5869.41,4691.58,1260.0,0,0
O011416,2024-06-14,U5051,P0447,Books,BrandD,1,1328.12,20.0,1328.12,391.4699999999999,565.0,0,0
O011417,2025-04-17,U3210,P0132,Electronics,BrandE,4,337.82,15.0,1351.28,-2338.4800000000005,814.0,0,1
O011418,2023-07-16,U5466,P0561,Apparel,BrandD,4,1586.74,20.0,6346.96,4618.68,673.0,0,0
O011419,2023-08-12,U1331,P1459,Books,BrandC,1,1481.52,10.0,1481.52,729.3,-132.0,0,0
O011420,2023-11-16,U2443,P1230,Books,BrandF,1,471.55,15.0,471.55,132.14,-320.0,0,0
O011421,2024-10-07,U1826,P1220,Electronics,BrandD,1,372.1,30.0,372.1,-420.97,-28.0,0,1
O011422,2024-05-19,U1906,P1295,Apparel,BrandD,1,413.38,40.0,413.38,78.27999999999997,-10.0,0,0
O011423,2024-12-05,U4228,P1302,Books,BrandF,2,1989.32,20.0,3978.64,2274.38,1307.0,0,0
O011424,2023-09-28,U2171,P0810,Apparel,BrandD,1,2046.33,15.0,2046.33,1651.1799999999998,224.0,0,0
O011425,2025-03-04,U3188,P1033,Home & Kitchen,BrandF,3,1058.49,15.0,3175.4700000000003,1433.31,1041.0,0,0
O011426,2023-11-08,U2712,P0703,Beauty,BrandB,3,1586.2,30.0,4758.6,2533.08,309.0,0,0
O011427,2025-05-15,U5768,P0492,Beauty,BrandB,3,810.3,25.0,2430.8999999999996,300.72,691.0,0,0
O011428,2023-12-29,U5649,P0675,Apparel,BrandD,6,1192.655,30.0,7155.93,2229.81,-117.0,0,0
O011429,2025-03-06,U2915,P0879,Apparel,BrandB,1,705.84,0.0,705.84,197.32500000000005,416.0,0,0
O011430,2024-07-21,U3890,P0053,Sports,BrandB,2,1474.92,40.0,2949.84,2019.6600000000003,1153.0,0,0
O011431,2024-10-28,U3322,P0753,Beauty,BrandA,1,1673.05,0.0,1673.05,1252.94,1197.0,0,0
O011432,2025-04-12,U4626,P0604,Apparel,BrandE,5,561.93,25.0,2809.6499999999996,478.7499999999997,741.0,0,0
O011433,2025-02-24,U2409,P1416,Sports,BrandD,1,2279.33,5.0,2279.33,1398.65,1188.0,0,0
O011434,2024-01-14,U5453,P1266,Books,BrandD,1,1512.11,0.0,1512.11,542.56,315.0,0,0
O011435,2024-02-17,U1515,P0271,Books,BrandB,2,1306.69,5.0,2613.38,1723.98,527.0,0,0
O011436,2024-02-02,U3759,P0602,Sports,BrandC,2,1324.9,25.0,2649.8,1055.0200000000002,-230.0,0,0
O011437,2024-06-05,U2644,P0435,Electronics,BrandB,1,1654.3,0.0,1654.3,1230.6,-60.0,0,0
O011438,2023-07-08,U3201,P0978,Home & Kitchen,BrandC,1,466.22,40.0,466.22,-4.5499999999999545,358.0,0,1
O011439,2023-11-11,U1810,P0555,Beauty,BrandA,1,696.42,15.0,696.42,210.59999999999997,895.0,0,0
O011440,2023-12-19,U1419,P0935,Sports,BrandC,3,1895.11,15.0,5685.33,4885.349999999999,-159.0,0,0
O011441,2024-02-12,U2172,P0824,Books,BrandF,3,976.7,40.0,2930.1000000000004,279.72,559.0,0,0
O011442,2024-10-30,U1157,P0102,Apparel,BrandC,2,1082.83,20.0,2165.66,1870.6599999999999,1083.0,0,0
O011443,2024-06-21,U5107,P0527,Beauty,BrandA,1,1940.24,0.0,1940.24,1571.77,397.0,0,0
O011444,2024-04-24,U4172,P0167,Electronics,BrandC,4,2022.18,0.0,8088.72,4231.120000000001,671.0,0,0
O011445,2024-12-01,U4918,P0628,Beauty,BrandE,1,1501.91,10.0,1501.91,1079.3000000000002,1316.0,0,0
O011446,2024-05-17,U4875,P0409,Apparel,BrandC,2,1230.87,25.0,2461.74,611.5599999999997,708.0,0,0
O011447,2023-12-31,U3797,P0725,Beauty,BrandB,1,191.53,40.0,191.53,-661.2900000000001,104.0,0,1
O011448,2023-07-20,U3633,P0176,Electronics,BrandA,1,1102.7,30.0,1102.7,879.5500000000001,267.0,0,0
O011449,2024-10-09,U3473,P1424,Home & Kitchen,BrandB,1,1782.7,20.0,1782.7,1122.3400000000001,147.0,0,0
O011450,2024-02-27,U3278,P1454,Home & Kitchen,BrandA,1,1483.71,10.0,1483.71,1380.01,870.0,0,0
O011451,2025-03-25,U2039,P0284,Home & Kitchen,BrandF,3,952.08,15.0,2856.2400000000002,2117.9700000000003,1424.0,0,0
O011452,2024-11-18,U5773,P1367,Electronics,BrandE,3,1243.26,20.0,3729.7799999999997,2180.8500000000004,836.0,0,0
O011453,2023-09-08,U5061,P0695,Beauty,BrandD,1,929.01,40.0,929.01,-28.31000000000006,231.0,0,1
O011454,2024-10-11,U2772,P0556,Beauty,No Brand,2,1312.69,15.0,2625.38,1547.88,56.0,0,0
O011455,2025-03-14,U4892,P0898,Sports,BrandA,2,1860.54,10.0,3721.08,2142.0,957.0,0,0
O011456,2023-08-04,U5581,P0864,Apparel,BrandA,1,1130.75,40.0,1130.75,560.08,356.0,0,0
O011457,2024-04-17,U5944,P1426,Electronics,No Brand,6,1687.05,20.0,10122.3,9254.94,788.0,0,0
O011458,2025-01-12,U2163,P1243,Beauty,No Brand,3,810.33,25.0,2430.9900000000002,1219.83,1387.0,0,0
O011459,2025-02-03,U4173,P1183,Electronics,BrandB,1,545.62,15.0,545.62,169.74,388.0,0,0
O011460,2025-04-26,U4008,P1128,Beauty,BrandF,1,581.02,0.0,581.02,-157.74,968.0,0,1
O011461,2023-09-15,U4088,P1136,Home & Kitchen,No Brand,3,772.99,25.0,2318.9700000000003,381.96000000000015,-258.0,0,0
O011462,2024-08-03,U1066,P0518,Sports,BrandB,2,441.56,15.0,883.12,-940.84,374.0,0,1
O011463,2024-07-24,U3217,P0308,Home & Kitchen,BrandA,4,1607.3,10.0,6429.2,4501.2,1214.0,0,0
O011464,2025-03-15,U4189,P0703,Beauty,BrandB,2,715.45,15.0,1430.9,-52.77999999999997,802.0,0,1
O011465,2023-10-30,U1100,P0390,Home & Kitchen,BrandB,3,992.81,40.0,2978.43,1297.1399999999999,315.0,0,0
O011466,2023-11-12,U1590,P0658,Books,No Brand,3,1249.32,40.0,3747.96,2643.5699999999997,-133.0,0,0
O011467,2023-08-10,U2389,P0407,Home & Kitchen,BrandD,4,1502.39,15.0,6009.56,3842.4800000000005,628.0,0,0
O011468,2024-04-03,U5457,P0552,Apparel,BrandB,1,1410.19,25.0,1410.19,1300.54,-46.0,0,0
O011469,2025-02-18,U1698,P0989,Sports,BrandC,1,1070.52,10.0,1070.52,599.45,1149.0,0,0
O011470,2023-11-06,U4766,P0144,Home & Kitchen,BrandC,1,953.56,5.0,953.56,337.27,601.0,0,0
O011471,2024-02-10,U4516,P0529,Sports,BrandE,1,1286.62,15.0,1286.62,1114.75,945.0,0,0
O011472,2024-03-21,U5780,P0282,Apparel,BrandE,1,483.88,30.0,483.88,367.52,235.0,0,0
O011473,2024-09-07,U3808,P1190,Apparel,BrandC,1,1496.94,0.0,1496.94,1164.02,452.0,0,0
O011474,2024-05-07,U4156,P0854,Apparel,No Brand,1,781.89,40.0,781.89,528.73,886.0,0,0
O011475,2024-12-13,U4753,P0814,Books,BrandC,2,1444.13,30.0,2888.26,1683.9500000000003,543.0,0,0
O011477,2025-05-12,U3705,P0560,Books,BrandE,1,850.61,40.0,850.61,248.45500000000004,1033.0,0,0
O011478,2024-08-26,U5285,P1331,Apparel,BrandF,1,2361.43,0.0,2361.43,1464.06,571.0,0,0
O011479,2025-03-04,U4041,P0395,Electronics,BrandF,2,364.14,15.0,728.28,-1061.3600000000001,156.0,0,1
O011480,2023-08-20,U1388,P0723,Beauty,BrandC,2,2185.56,5.0,4371.12,3439.18,379.0,0,0
O011481,2023-09-21,U1128,P0767,Electronics,BrandB,1,704.6,0.0,704.6,195.69,-323.0,0,0
O011482,2025-06-05,U3412,P1081,Home & Kitchen,BrandF,3,970.72,25.0,2912.16,505.91999999999996,738.0,0,0
O011483,2024-04-24,U4009,P1127,Home & Kitchen,No Brand,3,1184.81,15.0,3554.43,2504.34,491.0,0,0
O011484,2024-02-15,U4586,P1212,Apparel,No Brand,3,1869.32,10.0,5607.96,4071.0,-63.0,0,0
O011485,2024-08-11,U1849,P0886,Books,BrandB,1,2095.66,10.0,2095.66,1493.5049999999999,1069.0,0,0
O011486,2025-01-23,U5575,P0329,Apparel,BrandA,2,1453.71,40.0,2907.42,946.4000000000001,167.0,0,0
O011487,2023-09-17,U5617,P0730,Sports,BrandE,2,943.62,0.0,1887.24,306.8599999999999,-74.0,0,0
O011488,2024-11-11,U1640,P0909,Beauty,BrandB,6,1759.15,5.0,10554.900000000001,6176.34,378.0,0,0
O011489,2023-11-10,U5843,P0751,Beauty,No Brand,2,1491.98,30.0,2983.96,2180.06,-5.0,0,0
O011490,2023-08-26,U3675,P1292,Home & Kitchen,BrandE,3,483.27,20.0,1449.81,-299.64,-468.0,0,1
O011491,2024-01-24,U5034,P0826,Books,BrandF,1,1012.14,25.0,1012.14,14.92999999999995,881.0,0,0
O011492,2024-02-23,U3455,P0437,Books,BrandA,1,1620.52,25.0,1620.52,621.51,-203.0,0,0
O011493,2025-06-19,U3821,P0626,Beauty,BrandB,4,1646.12,5.0,6584.48,5283.48,1466.0,0,0
O011494,2023-11-01,U5943,P1318,Electronics,BrandF,1,2004.88,15.0,2004.88,1180.2600000000002,618.0,0,0
O011495,2024-09-07,U3278,P0757,Electronics,BrandE,1,1538.1,20.0,1538.1,607.43,320.0,0,0
O011496,2023-10-01,U2752,P1067,Beauty,BrandE,2,2114.04,5.0,4228.08,3220.8199999999997,-439.0,0,0
O011497,2024-02-23,U1344,P0674,Electronics,No Brand,1,1406.71,0.0,1406.71,1025.66,260.0,0,0
O011498,2024-04-27,U2245,P0004,Beauty,BrandA,1,274.12,25.0,274.12,-54.339999999999975,651.0,0,1
O011499,2024-03-23,U1547,P1222,Books,BrandD,1,912.19,40.0,912.19,203.95000000000005,-40.0,0,0
O011500,2024-06-26,U2240,P0841,Apparel,BrandB,2,790.45,40.0,1580.9,780.8400000000001,384.0,0,0
O011501,2024-08-15,U5912,P1000,Apparel,BrandD,2,2020.14,10.0,4040.28,2424.28,1010.0,0,0
O011502,2023-08-17,U3619,P0508,Electronics,BrandB,3,1435.25,15.0,4305.75,2969.2799999999997,606.0,0,0
O011503,2025-02-18,U4911,P0769,Apparel,BrandB,1,1597.13,0.0,1597.13,1364.1000000000001,1273.0,0,0
O011504,2024-01-31,U5126,P0068,Home & Kitchen,BrandE,1,404.8,15.0,404.8,-470.56,-271.0,0,1
O011505,2025-02-27,U3887,P0908,Sports,BrandA,1,384.38,20.0,384.38,-189.64,1068.0,0,1
O011506,2024-10-17,U2750,P0260,Books,BrandF,2,1011.9,15.0,2023.8,100.53999999999996,1147.0,0,0
O011507,2023-10-07,U2700,P1419,Books,BrandE,2,589.17,10.0,1178.34,85.22000000000003,-172.0,0,0
O011508,2025-06-05,U1317,P1166,Electronics,BrandA,1,1003.04,15.0,1003.04,322.61,1288.0,0,0
O011509,2024-12-19,U2507,P0097,Home & Kitchen,BrandE,2,1403.04,20.0,2806.08,1472.1399999999999,944.0,0,0
O011510,2025-01-01,U5612,P1051,Books,BrandF,3,1565.13,30.0,4695.39,4175.16,375.0,0,0
O011511,2025-03-31,U1489,P0121,Apparel,No Brand,1,462.25,30.0,462.25,-256.74,954.0,0,1
O011512,2024-07-27,U4690,P0428,Apparel,BrandB,1,1373.89,5.0,1373.89,454.21000000000015,844.0,0,0
O011513,2024-11-09,U4053,P0832,Apparel,BrandC,1,1513.57,0.0,1513.57,1005.055,218.0,0,0
O011514,2024-02-23,U4502,P1313,Sports,No Brand,5,1290.93,0.0,6454.650000000001,1720.4500000000003,563.0,0,0
O011515,2024-08-29,U5899,P0482,Beauty,BrandD,2,1633.24,0.0,3266.48,1295.24,1060.0,0,0
O011516,2023-10-23,U3502,P1154,Books,BrandD,1,927.95,25.0,927.95,723.52,-373.0,0,0
O011517,2024-05-27,U5248,P0138,Apparel,BrandB,4,473.77,30.0,1895.08,797.48,1120.0,0,0
O011518,2023-07-25,U2784,P0896,Books,BrandD,1,1060.54,25.0,1060.54,532.67,424.0,0,0
O011519,2023-09-11,U1554,P1230,Books,BrandF,1,982.08,5.0,982.08,642.6700000000001,-386.0,0,0
O011520,2024-12-16,U3378,P1372,Books,BrandB,2,557.94,40.0,1115.88,-881.8999999999999,1073.0,0,1
O011521,2023-12-31,U5608,P0173,Beauty,BrandB,2,1482.38,25.0,2964.76,2602.2200000000003,-275.0,0,0
O011522,2024-05-20,U4322,P0759,Electronics,BrandD,2,2175.92,0.0,4351.84,3592.36,3.0,0,0
O011524,2024-04-02,U4000,P0073,Home & Kitchen,No Brand,3,884.56,30.0,2653.68,1999.1099999999997,1086.0,0,0
O011525,2025-03-05,U1101,P0269,Apparel,BrandE,1,484.08,30.0,484.08,-310.51000000000005,1397.0,0,1
O011526,2023-11-02,U3118,P1337,Books,BrandE,2,289.99,0.0,579.98,-1391.1,768.0,0,1
O011527,2024-08-31,U2746,P0601,Beauty,BrandD,4,380.9,0.0,1523.6,-2270.56,-114.0,0,1
O011528,2024-09-17,U1107,P0815,Beauty,BrandB,1,1035.5,25.0,1035.5,344.08000000000004,1177.0,0,0
O011529,2024-12-11,U5523,P1295,Apparel,BrandD,2,1333.94,5.0,2667.88,1997.68,196.0,0,0
O011531,2024-04-17,U2837,P0851,Electronics,BrandD,1,1510.51,0.0,1510.51,644.4399999999999,534.0,0,0
O011532,2023-10-16,U4550,P0586,Books,BrandB,1,797.33,30.0,797.33,410.26000000000005,881.0,0,0
O011533,2025-03-04,U3563,P1332,Electronics,BrandD,4,1943.47,10.0,7773.88,6566.04,1085.0,0,0
O011534,2023-07-19,U1918,P1034,Home & Kitchen,No Brand,1,1450.69,40.0,1450.69,908.9200000000001,904.0,0,0
O011535,2023-12-23,U2432,P0176,Electronics,BrandA,3,1228.22,30.0,3684.66,3015.21,423.0,0,0
O011536,2024-05-11,U2119,P0692,Books,BrandC,1,258.86,40.0,258.86,27.630000000000024,627.0,0,0
O011537,2024-01-09,U5307,P0740,Electronics,BrandF,2,1236.19,15.0,2472.38,1439.7600000000002,131.0,0,0
O011538,2024-12-03,U2530,P1053,Home & Kitchen,BrandA,4,820.39,20.0,3281.56,-514.48,751.0,0,1
O011539,2023-11-30,U1980,P0751,Beauty,No Brand,1,1172.32,5.0,1172.32,770.3699999999999,15.0,0,0
O011540,2024-03-07,U3727,P0803,Apparel,BrandE,2,1229.0,25.0,2458.0,2072.0,1120.0,0,0
O011541,2025-04-09,U4809,P1226,Sports,BrandC,3,1680.02,30.0,5040.0599999999995,2209.92,-997.0,0,0
O011542,2023-12-28,U4817,P1254,Beauty,BrandC,2,382.06,20.0,764.12,-229.05999999999995,-90.0,0,1
O011543,2024-01-12,U4637,P0606,Sports,BrandE,1,1488.55,0.0,1488.55,1102.25,87.0,0,0
O011544,2025-05-10,U5551,P1258,Beauty,BrandF,1,978.6,20.0,978.6,72.70000000000005,928.0,0,0
O011545,2024-06-07,U4489,P1062,Sports,No Brand,2,1557.41,5.0,3114.82,1257.5000000000002,-28.0,0,0
O011546,2025-06-29,U2264,P1092,Sports,BrandD,2,801.89,15.0,1603.78,1020.62,1060.0,0,0
O011547,2023-11-28,U2378,P0136,Sports,BrandC,2,356.08,15.0,712.16,484.9,290.0,0,0
O011548,2023-09-18,U3366,P0055,Sports,BrandC,4,1930.86,20.0,7723.44,7001.12,-326.0,0,0
O011549,2024-02-08,U4411,P1015,Apparel,No Brand,3,1009.58,0.0,3028.7400000000002,1292.7000000000003,-211.0,0,0
O011550,2025-03-22,U3378,P1211,Sports,BrandC,3,960.84,20.0,2882.52,1160.46,1401.0,0,0
O011552,2024-09-15,U1102,P1320,Sports,BrandD,2,1553.15,5.0,3106.3,1245.2400000000002,220.0,0,0
O011553,2024-06-06,U1707,P0436,Books,BrandE,1,427.0,40.0,427.0,4.139999999999986,-168.0,0,0
O011554,2025-06-10,U3398,P1333,Home & Kitchen,BrandC,4,1100.875,20.0,4403.5,708.5,664.0,0,0
O011555,2025-04-12,U1477,P0621,Home & Kitchen,BrandB,5,2117.82,5.0,10589.1,9456.45,885.0,0,0
O011556,2023-11-09,U3942,P0834,Home & Kitchen,BrandF,1,1524.3,30.0,1524.3,828.26,-200.0,0,0
O011557,2023-08-20,U5259,P0481,Sports,BrandB,1,596.23,0.0,596.23,170.90000000000003,823.0,0,0
O011558,2024-06-10,U4026,P1112,Electronics,BrandA,4,891.48,25.0,3565.92,-12.519999999999982,-11.0,0,1
O011559,2024-06-30,U1963,P0575,Books,BrandD,5,361.95,25.0,1809.75,-1711.3500000000001,15.0,0,1
O011560,2023-11-22,U4656,P1326,Beauty,BrandC,2,1254.64,10.0,2509.28,777.0200000000002,59.0,0,0
O011561,2025-03-09,U2802,P1017,Home & Kitchen,BrandF,1,1277.9,5.0,1277.9,358.94000000000005,1183.0,0,0
O011562,2024-08-28,U5637,P0945,Beauty,BrandA,1,1289.03,30.0,1289.03,730.42,1296.0,0,0
O011563,2024-10-12,U2446,P0185,Beauty,BrandC,4,370.78,0.0,1483.12,-2057.6,245.0,0,1
O011564,2024-09-18,U1369,P1321,Apparel,BrandE,3,480.78,5.0,1442.34,-83.20500000000004,1227.0,0,1
O011565,2024-07-12,U2974,P0368,Sports,BrandB,1,2078.68,5.0,2078.68,1629.2699999999998,863.0,0,0
O011566,2025-03-15,U5524,P1290,Beauty,BrandF,3,1024.71,10.0,3074.13,256.91999999999996,1056.0,0,0
O011567,2024-09-15,U2632,P0807,Apparel,BrandA,2,535.14,10.0,1070.28,340.86,1281.0,0,0
O011568,2024-04-07,U4301,P1365,Beauty,BrandE,2,310.68,25.0,621.36,-1299.2199999999998,913.0,0,1
O011569,2025-01-12,U5873,P0159,Home & Kitchen,BrandD,4,2025.96,15.0,8103.84,6451.84,529.0,0,0
O011570,2023-10-13,U1429,P1051,Books,BrandF,2,1391.25,5.0,2782.5,2435.68,-71.0,0,0
O011571,2023-08-17,U2111,P0036,Electronics,BrandE,5,991.405,30.0,4957.025,4000.875,-468.0,0,0
O011572,2024-05-03,U3852,P0719,Home & Kitchen,No Brand,2,1201.15,5.0,2402.3,1759.44,1054.0,0,0
O011573,2025-03-23,U4569,P0271,Books,BrandB,2,1199.71,25.0,2399.42,1510.02,927.0,0,0
O011574,2024-09-30,U3003,P0666,Sports,BrandA,5,520.18,30.0,2600.8999999999996,-2182.8500000000004,319.0,0,1
O011575,2023-11-25,U3727,P0392,Beauty,BrandB,4,1421.81,0.0,5687.24,4331.96,-266.0,0,0
O011576,2025-03-19,U2453,UNKNOWN,,,3,1669.64,30.0,5008.92,,,0,0
O011577,2024-07-06,U3860,P0332,Books,BrandA,4,1039.85,25.0,4159.4,1750.7799999999997,978.0,0,0
O011578,2023-11-28,U2640,P1393,Sports,BrandD,2,1257.36,25.0,2514.72,2046.3799999999999,-128.0,0,0
O011579,2025-06-04,U5433,P0736,Books,BrandF,3,323.77,5.0,971.31,-1970.7900000000002,879.0,0,1
O011580,2024-11-17,U1799,P0182,Electronics,BrandF,4,656.49,25.0,2625.96,-439.2399999999998,1382.0,0,1
O011581,2024-01-16,U5946,P0147,Apparel,No Brand,2,1814.22,20.0,3628.44,2956.1400000000003,1053.0,0,0
O011582,2023-12-17,U5434,P0432,Sports,BrandB,1,1329.88,30.0,1329.88,744.6600000000001,291.0,0,0
O011583,2024-05-17,U3638,P0355,Books,BrandE,1,2093.98,10.0,2093.98,1388.18,789.0,0,0
O011584,2024-02-02,U5564,P0576,Sports,BrandD,2,2239.79,5.0,4479.58,3932.5,-32.0,0,0
O011585,2024-02-28,U2569,P1134,Electronics,No Brand,2,884.13,5.0,1768.26,1068.3400000000001,553.0,0,0
O011586,2025-07-06,U5984,P0426,Home & Kitchen,BrandC,3,1882.7,20.0,5648.1,2913.8700000000003,676.0,0,0
O011587,2023-08-08,U4518,P0215,Books,BrandF,6,1285.3,30.0,7711.799999999999,2285.7,916.0,0,0
O011588,2025-02-26,U4548,P0588,Electronics,BrandA,2,631.49,25.0,1262.98,-2.160000000000082,114.0,0,1
O011589,2024-05-12,U4944,P1439,Electronics,No Brand,5,1450.85,15.0,7254.25,3684.0499999999997,283.0,0,0
O011590,2023-11-30,U2612,P0414,Sports,BrandC,2,1239.01,5.0,2478.02,1415.98,-274.0,0,0
O011591,2025-05-23,U4500,P0327,Beauty,BrandC,6,693.35,40.0,4160.1,-1548.5400000000002,375.0,0,1
O011592,2024-09-25,U3160,P1161,Books,BrandB,1,416.44,30.0,416.44,241.85,1163.0,0,0
O011593,2024-10-12,U3639,P0572,Sports,BrandD,2,1183.88,0.0,2367.76,1487.6200000000003,484.0,0,0
O011594,2024-06-25,U3744,P0261,Books,BrandD,1,2160.38,0.0,2160.38,1677.19,278.0,0,0
O011595,2023-12-12,U1539,P0948,Beauty,BrandA,1,372.0,20.0,372.0,-137.41000000000003,314.0,0,1
O011596,2024-12-17,U1313,P1253,Home & Kitchen,BrandC,4,1288.705,20.0,5154.82,2377.7,86.0,0,0
O011597,2023-09-17,U1204,P1157,Books,BrandF,3,1285.22,30.0,3855.66,3526.7700000000004,851.0,0,0
O011598,2024-07-08,U3364,P0297,Books,BrandC,1,2342.89,0.0,2342.89,2034.1499999999999,1082.0,0,0
O011599,2023-11-23,U1326,P1342,Apparel,BrandB,5,1598.59,5.0,7992.95,5123.95,-216.0,0,0
O011601,2024-11-04,U3975,P0540,Apparel,BrandE,1,1445.11,10.0,1445.11,742.6599999999999,103.0,0,0
O011602,2025-07-05,U3002,P1451,Beauty,BrandF,1,1146.45,25.0,1146.45,765.78,651.0,0,0
O011603,2024-09-16,U3566,P1407,Books,BrandF,5,1604.54,25.0,8022.7,6570.4,536.0,0,0
O011604,2024-09-08,U3465,P1285,Beauty,BrandF,5,2026.63,5.0,10133.150000000001,6136.900000000001,455.0,0,0
O011605,2025-06-08,U4964,P0739,Books,BrandA,2,395.4,30.0,790.8,-413.51,1474.0,0,1
O011606,2025-05-27,U5283,P0985,Sports,No Brand,3,1449.84,0.0,4349.5199999999995,2436.6299999999997,570.0,0,0
O011607,2024-11-27,U1467,P0421,Electronics,BrandE,5,394.7,25.0,1973.5,-1170.1000000000001,699.0,0,1
O011608,2024-08-08,U3323,P1410,Apparel,No Brand,1,1393.32,40.0,1393.32,498.1099999999999,1274.0,0,0
O011609,2023-12-24,U2298,P1426,Electronics,No Brand,2,1427.85,15.0,2855.7,2566.58,673.0,0,0
O011610,2024-08-30,U4066,P0557,Beauty,BrandE,1,1713.55,20.0,1713.55,1551.22,522.0,0,0
O011611,2024-11-19,U2243,P0331,Books,BrandF,1,866.69,10.0,866.69,58.510000000000105,679.0,0,0
O011612,2025-06-01,U2137,P1477,Apparel,BrandC,4,1941.58,0.0,7766.32,3962.3199999999997,561.0,0,0
O011613,2025-02-26,U5578,P0987,Apparel,BrandB,2,1927.9,20.0,3855.8,2887.92,929.0,0,0
O011614,2023-11-27,U1824,UNKNOWN,,,2,884.68,5.0,1769.36,,,0,0
O011615,2025-06-20,U4622,P0199,Books,BrandF,1,751.19,25.0,751.19,304.5400000000001,416.0,0,0
O011616,2024-08-05,U3981,P1368,Books,No Brand,3,2183.13,10.0,6549.39,4538.43,98.0,0,0
O011617,2025-01-04,U1843,P0277,Electronics,BrandC,2,1963.72,10.0,3927.44,2398.08,215.0,0,0
O011618,2024-12-08,U3876,P0531,Books,BrandE,1,1576.01,20.0,1576.01,595.34,688.0,0,0
O011619,2025-02-10,U2475,P0646,Beauty,BrandB,1,640.2,30.0,640.2,19.290000000000077,580.0,0,0
O011620,2024-04-24,U4415,P0301,Home & Kitchen,BrandB,1,1893.34,20.0,1893.34,1201.2599999999998,-117.0,0,0
O011621,2025-06-23,U4338,P0127,Home & Kitchen,No Brand,2,1218.62,15.0,2437.24,2107.9799999999996,1069.0,0,0
O011622,2024-11-23,U1794,P0401,Books,BrandB,2,892.6,5.0,1785.2,1425.04,733.0,0,0
O011623,2025-04-16,U3065,P1342,Apparel,BrandB,1,1145.29,30.0,1145.29,571.49,294.0,0,0
O011624,2024-08-17,U3443,P0228,Books,BrandB,1,934.12,40.0,934.12,155.39999999999998,103.0,0,0
O011625,2023-12-08,U5795,P0824,Books,BrandF,2,502.73,10.0,1005.46,-761.46,493.0,0,1
O011626,2025-04-27,U1551,P1018,Home & Kitchen,BrandC,3,1906.47,5.0,5719.41,3835.68,-979.0,0,0
