sku_id,week_start,weekly_order_qty,weekly_revenue
P0257,2024-04-15,4,1285.5
P0257,2024-05-13,2,919.94
P0257,2024-06-17,1,1746.83
P0257,2024-06-24,1,1058.092
P0257,2024-07-22,3,2201.112
P0257,2024-07-29,3,1594.989
P0257,2024-09-09,4,3037.56
P0257,2024-12-16,1,878.046
P0257,2024-12-23,1,498.5625
P0257,2025-01-06,2,1449.184
P0257,2025-01-13,1,722.76
P0257,2025-01-20,1,208.744
P0257,2025-02-24,5,2181.7844999999998
P0257,2025-03-17,5,2919.0275
P0257,2025-05-05,1,377.279
P0257,2025-05-26,4,6967.642
P0258,2023-07-03,2,2974.222
P0258,2023-07-31,1,1159.088
P0258,2023-08-28,4,1469.174
P0258,2023-09-11,4,4411.33
P0258,2023-09-25,1,1071.837
P0258,2023-10-09,1,480.321
P0258,2023-11-20,2,1711.414
P0258,2024-01-08,4,2527.616
P0258,2024-02-12,3,3703.875
P0258,2024-02-26,1,1483.832
P0258,2024-03-04,4,826.048
P0258,2024-03-11,2,637.512
P0258,2024-05-20,2,2788.56
P0258,2024-05-27,3,1936.41
P0258,2024-07-15,1,502.848
P0258,2024-07-22,1,1392.4125
P0258,2024-09-30,7,2742.534
P0258,2024-10-07,3,2803.383
P0258,2024-10-21,1,1097.1205
P0258,2025-02-10,5,8403.444
P0258,2025-02-24,1,1401.429
P0259,2023-07-10,2,2065.62
P0259,2023-07-17,1,428.672
P0259,2023-07-31,5,8499.421710000008
P0259,2023-08-21,1,1055.089
P0259,2023-12-04,6,6196.86
P0259,2023-12-11,2,513.39
P0259,2024-03-18,1,606.31
P0259,2024-04-01,5,2894.1225000000004
P0259,2024-04-29,1,530.2425
P0259,2024-05-13,1,1696.82
P0259,2024-06-10,2,3927.15
P0259,2024-06-17,3,2401.98
P0259,2024-06-24,2,1548.022
P0259,2024-07-22,4,2517.024
P0259,2024-07-29,2,2367.72
P0259,2024-08-12,2,3178.528
P0259,2024-12-02,1,899.7
P0259,2024-12-23,5,5142.615
P0259,2025-03-24,3,1513.071
P0259,2025-04-07,4,4078.368
P0259,2025-04-28,4,1268.2040000000002
P0259,2025-06-09,3,3635.1225
P0259,2025-06-16,3,1886.445
P0260,2023-07-10,1,583.282
P0260,2023-07-17,3,3011.76
P0260,2023-10-09,2,1248.946
P0260,2024-03-18,2,3249.828
P0260,2024-05-27,3,3018.351
P0260,2024-06-03,3,3158.856
P0260,2024-06-17,2,1608.696
P0260,2024-08-05,3,1488.8899999999999
P0260,2024-08-26,1,877.9424999999999
P0260,2024-09-16,1,554.173
P0260,2024-10-07,1,630.014
P0260,2024-10-14,2,1720.23
P0260,2025-01-06,3,3121.9650000000006
P0260,2025-01-13,1,440.862
P0260,2025-02-24,2,576.387
P0260,2025-03-24,3,3443.445
P0260,2025-04-28,2,1530.034
P0260,2025-05-26,2,1459.542
P0260,2025-06-02,2,3932.496
P0261,2023-07-17,1,1024.404
P0261,2023-07-24,1,1664.181
P0261,2023-08-14,2,455.24799999999993
P0261,2023-08-28,1,562.135
P0261,2023-09-04,1,601.542
P0261,2023-09-11,2,2868.24
P0261,2023-12-04,4,6361.44
P0261,2024-01-01,2,848.862
P0261,2024-01-15,3,3625.896
P0261,2024-02-19,1,426.955
P0261,2024-03-25,1,893.385
P0261,2024-05-20,1,951.626
P0261,2024-06-24,1,2160.38
P0261,2024-07-29,2,2137.554
P0261,2024-08-05,2,3361.835
P0261,2024-08-12,4,4317.02
P0261,2024-09-02,1,265.218
P0261,2024-09-09,1,2421.66
P0261,2024-10-21,2,1395.78
P0261,2024-11-11,1,1502.938
P0261,2024-11-25,1,734.566
P0261,2024-12-09,7,3796.3705
P0261,2025-02-17,2,3142.6020000000003
P0261,2025-03-31,1,768.553
P0261,2025-04-21,1,174.414
P0261,2025-06-23,4,7022.772
P0262,2023-07-10,1,1473.3629999999998
P0262,2023-07-31,3,501.396
P0262,2023-09-18,1,669.52
P0262,2023-11-13,3,4939.515
P0262,2024-01-15,5,1323.75
P0262,2024-02-12,4,5296.478
P0262,2024-03-04,5,4191.786
P0262,2024-03-11,1,267.492
P0262,2024-05-20,2,2225.742
P0262,2024-06-03,2,2743.53
P0262,2024-07-08,1,252.555
P0262,2024-07-29,5,5370.8949999999995
P0262,2024-08-05,1,954.39
P0262,2024-09-09,2,1622.463
P0262,2024-10-14,3,665.0655
P0262,2024-11-04,1,562.608
P0262,2024-11-11,2,1439.832
P0262,2024-11-25,1,858.951
P0262,2025-01-27,4,3244.926
P0262,2025-02-17,1,893.547
P0262,2025-02-24,1,355.642
P0262,2025-03-31,3,4413.6900000000005
P0262,2025-04-14,3,2517.4439999999995
P0262,2025-06-02,1,1593.5715
P0262,2025-06-16,4,2119.128
P0263,2023-07-24,3,1720.44
P0263,2023-07-31,1,1587.5449999999998
P0263,2023-08-21,3,2983.491
P0263,2023-09-04,1,769.27
P0263,2023-10-30,3,2823.954
P0263,2023-11-13,3,1791.2400000000002
P0263,2023-12-11,1,423.438
P0263,2023-12-18,1,1967.95
P0263,2024-01-29,2,1147.483
P0263,2024-02-12,1,1997.0995
P0263,2024-02-26,1,747.438
P0263,2024-03-04,2,1044.202
P0263,2024-07-01,1,768.5160000000001
P0263,2024-07-22,2,3013.12
P0263,2024-07-29,2,660.096
P0263,2024-08-12,2,3421.08
P0263,2024-09-23,2,2739.186
P0263,2024-10-14,3,3186.756
P0263,2024-12-16,2,1971.15
P0263,2025-02-10,1,582.3605
P0263,2025-03-10,6,3820.432
P0263,2025-04-14,1,1868.463
P0263,2025-05-26,2,709.9680000000001
P0263,2025-06-30,1,661.2719999999999
P0264,2023-07-03,3,2056.4695
P0264,2023-08-21,2,3159.74
P0264,2023-10-09,6,2683.2960000000003
P0264,2024-03-18,4,2690.863
P0264,2024-04-22,3,1146.735
P0264,2024-05-06,3,4990.605
P0264,2024-05-13,2,2242.086
P0264,2024-06-17,2,1879.945
P0264,2024-06-24,1,919.828
P0264,2024-07-01,1,1380.5010000000002
P0264,2024-07-15,2,2141.258
P0264,2024-10-07,1,1271.328
P0264,2024-10-28,1,663.51
P0264,2024-11-11,3,3926.286
P0264,2024-12-09,6,8499.421710000008
P0264,2024-12-16,1,427.1470000000001
P0264,2024-12-30,1,530.5425
P0264,2025-01-13,3,2842.695
P0264,2025-01-27,5,5683.12
P0264,2025-04-14,1,726.4
P0264,2025-04-28,6,6304.215499999999
P0264,2025-05-05,2,956.34
P0264,2025-05-26,4,2907.96
P0264,2025-06-02,6,1781.6760000000002
P0264,2025-06-09,3,1426.9725
P0265,2023-07-10,1,289.692
P0265,2023-07-24,1,1307.664
P0265,2023-07-31,7,6254.945000000001
P0265,2023-08-07,1,1146.1570000000002
P0265,2023-08-28,2,3982.662
P0265,2023-09-04,2,1862.704
P0265,2023-09-18,1,594.048
P0265,2023-11-20,4,2460.96
P0265,2023-12-11,2,2095.542
P0265,2024-01-01,2,1299.5990000000002
P0265,2024-01-15,4,2722.24
P0265,2024-01-29,1,1439.384
P0265,2024-02-12,1,1164.19
P0265,2024-03-18,3,1940.022
P0265,2024-04-08,4,2393.184
P0265,2024-06-03,4,3449.32
P0265,2024-06-24,1,265.674
P0265,2024-08-26,1,768.8580000000001
P0265,2024-09-16,2,662.2139999999999
P0265,2024-11-11,4,5180.844
P0265,2024-11-18,1,1993.92
P0265,2024-12-02,3,2517.3559999999998
P0265,2025-01-06,1,712.8419999999999
P0265,2025-01-20,1,1127.627
P0265,2025-02-03,2,2655.75
P0265,2025-02-10,1,1112.377
P0265,2025-03-24,1,254.933
P0265,2025-03-31,2,292.65599999999995
P0265,2025-04-07,4,4800.593
P0265,2025-04-28,1,310.2415
P0265,2025-06-02,2,1093.431
P0265,2025-06-16,1,1429.528
P0266,2023-08-14,1,1575.3
P0266,2023-08-21,1,686.925
P0266,2023-09-11,6,7065.227500000001
P0266,2024-01-01,4,3121.758
P0266,2024-01-29,1,1442.24
P0266,2024-02-19,3,1738.557
P0266,2024-02-26,3,3578.337
P0266,2024-03-04,3,2382.21
P0266,2024-04-29,4,4429.775
P0266,2024-06-03,1,773.2979999999999
P0266,2024-06-10,2,3705.66
P0266,2024-08-05,2,3124.474
P0266,2024-10-07,1,1152.944
P0266,2024-12-16,1,1419.43
P0266,2025-02-17,1,932.943
P0266,2025-03-17,2,1045.376
P0266,2025-04-28,2,1945.106
P0266,2025-05-26,2,1560.902
P0267,2023-07-24,3,1597.0515
P0267,2023-08-14,2,448.477
P0267,2023-08-21,2,489.636
P0267,2023-09-04,3,448.758
P0267,2023-09-11,3,3320.685
P0267,2023-09-25,4,3083.532
P0267,2023-10-23,3,5432.499
P0267,2023-11-13,1,1157.175
P0267,2024-01-01,3,4019.22
P0267,2024-01-22,1,1136.466
P0267,2024-02-12,5,8499.421710000008
P0267,2024-02-19,1,837.396
P0267,2024-04-08,3,5636.358
P0267,2024-06-10,1,384.702
P0267,2024-07-15,1,1385.936
P0267,2024-08-12,2,841.5395000000001
P0267,2024-08-26,1,509.4755
P0267,2024-09-23,2,4323.725
P0267,2024-10-21,4,6456.24
P0267,2024-10-28,1,220.986
P0267,2024-12-16,3,452.574
P0267,2025-01-06,3,3360.339
P0267,2025-04-21,1,1179.76
P0267,2025-04-28,3,1455.6675
P0267,2025-05-05,1,1114.869
P0267,2025-06-30,3,1686.2595
P0268,2023-07-17,2,817.732
P0268,2023-07-31,1,821.565
P0268,2023-08-21,3,6848.700000000001
P0268,2023-09-11,1,1060.843
P0268,2023-10-16,4,7066.594
P0268,2023-11-06,2,2715.06
P0268,2023-11-20,1,1844.97
P0268,2023-11-27,3,2923.1094999999996
P0268,2024-01-15,1,1860.195
P0268,2024-04-01,1,1403.6155
P0268,2024-06-24,1,782.295
P0268,2024-07-29,1,550.29
P0268,2024-10-07,3,556.3439999999999
P0268,2024-10-28,4,2382.296
P0268,2024-11-18,2,877.78
P0268,2024-12-09,4,8429.68
P0268,2024-12-30,2,3994.2
P0268,2025-01-27,3,2406.69
P0268,2025-02-10,1,1346.4975
P0268,2025-03-31,4,2262.048
P0268,2025-04-07,1,206.296
P0268,2025-04-14,6,7029.718499999999
P0269,2023-07-31,4,2634.456
P0269,2023-09-18,1,1570.14
P0269,2023-10-09,1,1191.825
P0269,2023-10-23,4,2026.12
P0269,2023-11-06,1,956.88
P0269,2023-11-27,3,1102.536
P0269,2023-12-04,4,1575.648
P0269,2023-12-25,2,1748.8940000000002
P0269,2024-01-08,4,4624.092000000001
P0269,2024-01-29,3,834.0239999999999
P0269,2024-04-08,1,1727.48
P0269,2024-04-29,5,5807.866
P0269,2024-05-06,1,454.08
P0269,2024-05-13,2,766.071
P0269,2024-05-27,2,4036.392
P0269,2024-06-17,2,1389.1079999999995
P0269,2024-07-08,1,1208.928
P0269,2024-07-15,2,3419.3340000000003
P0269,2024-07-22,2,3701.24
P0269,2024-09-02,2,1765.6
P0269,2024-09-09,1,763.72
P0269,2024-12-23,7,6010.4695
P0269,2025-03-03,4,3209.495999999999
P0269,2025-03-17,2,1953.975
P0269,2025-03-31,2,2904.0724999999998
P0269,2025-04-14,1,947.133
P0269,2025-05-26,2,2272.59
P0269,2025-06-09,2,2112.308
P0269,2025-06-30,3,4473.765
P0270,2023-09-25,3,950.0025
P0270,2023-10-16,2,662.7180000000001
P0270,2023-11-27,2,1308.648
P0270,2023-12-11,2,829.674
P0270,2024-01-08,1,618.804
P0270,2024-07-01,3,1428.09
P0270,2024-07-22,2,1040.448
P0270,2024-07-29,5,2595.181
P0270,2024-08-12,3,5329.950000000001
P0270,2024-08-26,5,5256.315
P0270,2024-09-16,1,772.614
P0270,2024-11-18,1,191.205
P0270,2024-12-30,3,1772.73
P0270,2025-03-24,1,1255.21
P0270,2025-05-12,8,8355.604
P0270,2025-06-30,2,4560.96
P0271,2023-07-17,3,1604.94
P0271,2023-07-24,2,1123.4160000000002
P0271,2023-09-18,3,935.856
P0271,2023-11-20,2,221.28
P0271,2023-12-04,3,6608.76
P0271,2024-01-08,1,660.7537500000001
P0271,2024-01-15,2,1029.6
P0271,2024-02-12,2,2482.711
P0271,2024-02-26,3,1910.115
P0271,2024-04-08,1,385.086
P0271,2024-05-06,2,737.865
P0271,2024-07-01,1,1011.536
P0271,2024-08-12,4,1662.88
P0271,2024-09-02,1,984.9675
P0271,2024-09-23,5,5504.475
P0271,2024-09-30,4,1372.0839999999998
P0271,2024-11-11,1,1249.228
P0271,2025-01-13,2,1439.355
P0271,2025-01-27,3,3924.9675
P0271,2025-02-17,3,3358.233
P0271,2025-03-17,2,1799.565
P0271,2025-03-24,2,1994.14
P0272,2023-08-14,10,7231.1295
P0272,2023-09-25,4,1917.12
P0272,2023-10-16,2,2804.32
P0272,2023-11-06,1,391.5695
P0272,2023-11-20,1,1364.096
P0272,2023-12-04,2,800.112
P0272,2024-01-01,3,1840.6125
P0272,2024-02-12,2,2481.768
P0272,2024-03-18,2,2650.992
P0272,2024-04-01,2,992.997
P0272,2024-06-24,2,1219.008
P0272,2024-07-22,2,1556.352
P0272,2024-10-28,8,4560.3535
P0272,2025-02-17,5,8130.8
P0272,2025-05-12,4,7895.32
P0272,2025-06-23,2,2065.212
P0273,2023-08-28,5,8414.75
P0273,2023-10-02,1,1018.305
P0273,2023-10-23,1,1327.34
P0273,2023-11-06,1,1233.3585
P0273,2023-11-13,5,8296.462
P0273,2023-11-27,1,242.772
P0273,2024-01-01,3,801.087
P0273,2024-01-08,1,1974.72
P0273,2024-02-05,3,2106.84
P0273,2024-02-19,3,1574.7959999999998
P0273,2024-03-25,1,1176.9675
P0273,2024-05-20,4,724.83
P0273,2024-05-27,1,1498.248
P0273,2024-06-24,1,2172.33
P0273,2024-09-23,1,1686.174
P0273,2024-10-21,2,714.336
P0273,2024-11-11,2,1525.16
P0273,2024-12-09,3,4353.03
P0273,2025-01-13,1,1049.02
P0273,2025-01-20,2,4286.0
P0273,2025-01-27,1,1128.36
P0273,2025-02-03,3,4155.858
P0273,2025-02-10,3,2591.94
P0273,2025-03-10,2,3080.603
P0273,2025-03-17,1,1874.21
P0273,2025-05-05,1,634.914
P0274,2023-07-17,1,897.967
P0274,2023-07-24,3,4825.7055
P0274,2023-08-07,1,1106.748
P0274,2023-09-11,6,6123.7
P0274,2023-10-16,2,1331.652
P0274,2023-10-30,1,1218.98
P0274,2023-11-13,1,1377.72
P0274,2024-01-01,4,8499.421710000008
P0274,2024-01-08,4,3025.598
P0274,2024-01-22,2,1096.648
P0274,2024-02-19,4,3228.36
P0274,2024-04-08,1,921.168
P0274,2024-04-15,2,1053.744
P0274,2024-04-22,3,2623.41
P0274,2024-05-06,1,1513.0175000000002
P0274,2024-05-13,4,5937.084
P0274,2024-08-12,2,1275.6239999999998
P0274,2024-08-26,2,738.2280000000001
P0274,2024-09-16,2,3047.049
P0274,2024-09-30,3,3674.55
P0274,2024-10-28,1,219.216
P0274,2024-11-04,1,1041.33
P0274,2024-11-11,1,709.365
P0274,2024-12-02,4,8499.421710000008
P0274,2024-12-16,2,325.068
P0274,2025-02-10,6,5148.720000000001
P0274,2025-02-17,2,1174.02
P0274,2025-02-24,3,1229.32
P0274,2025-06-23,7,4353.858
P0275,2023-09-11,3,3025.539
P0275,2023-10-30,1,667.28
P0275,2023-11-06,3,2708.37
P0275,2024-02-12,2,1625.184
P0275,2024-03-04,1,507.008
P0275,2024-04-29,4,3836.24
P0275,2024-06-03,4,2885.976
P0275,2024-06-10,2,3809.394
P0275,2024-07-22,1,585.5840000000001
P0275,2024-08-12,3,3419.976
P0275,2024-10-28,4,3535.371
P0275,2025-01-06,2,2971.2
P0275,2025-01-13,4,6751.72
P0275,2025-01-20,2,1857.56
P0275,2025-02-10,10,6927.124
P0275,2025-03-17,1,838.26
P0275,2025-06-02,3,2692.8899999999994
P0275,2025-06-16,3,2295.3585000000003
P0276,2023-07-10,5,2579.325
P0276,2023-07-31,4,6856.186000000001
P0276,2023-08-21,2,1496.688
P0276,2023-10-02,4,1052.268
P0276,2023-11-13,3,2147.4
P0276,2023-11-27,3,3104.304
P0276,2023-12-11,1,1697.6455
P0276,2024-01-08,2,832.1
P0276,2024-02-05,1,1071.063
P0276,2024-02-12,5,5883.115
P0276,2024-02-19,3,2677.6575000000003
P0276,2024-02-26,2,2530.332
P0276,2024-05-13,1,401.856
P0276,2024-05-27,5,4996.7625
P0276,2024-06-17,5,7333.064999999999
P0276,2024-06-24,1,1626.424
P0276,2024-07-08,1,902.405
P0276,2024-07-15,2,3776.292
P0276,2024-07-22,1,1045.485
P0276,2024-08-05,2,235.308
P0276,2024-08-12,2,1785.105
P0276,2024-11-11,2,2013.2970000000005
P0276,2024-12-30,4,4988.256
P0276,2025-01-06,2,3596.775
P0276,2025-01-20,1,645.096
P0276,2025-05-05,4,1312.84
P0276,2025-05-12,1,205.36
P0277,2023-07-10,5,4921.76
P0277,2023-09-04,4,4387.71
P0277,2023-09-18,2,853.184
P0277,2023-09-25,1,570.0695
P0277,2023-10-30,2,3667.932
P0277,2023-11-06,1,993.225
P0277,2023-11-20,4,3771.756
P0277,2023-12-11,2,471.12
P0277,2024-02-05,3,1893.06
P0277,2024-02-12,1,351.1575
P0277,2024-02-26,1,860.453
P0277,2024-04-01,2,524.076
P0277,2024-04-08,3,2418.2250000000004
P0277,2024-04-15,2,1449.184
P0277,2024-05-13,8,8499.421710000008
P0277,2024-06-10,1,426.512
P0277,2024-06-24,1,274.358
P0277,2024-07-15,3,2173.776
P0277,2024-07-22,3,1370.574
P0277,2024-08-12,5,4330.08
P0277,2024-10-07,2,916.118
P0277,2024-11-11,4,4026.15
P0277,2024-12-30,2,3534.696
P0277,2025-03-10,1,1692.018
P0277,2025-05-19,3,1093.1129999999998
P0277,2025-06-30,3,3639.8205
P0278,2024-01-08,4,4100.292
P0278,2024-01-22,4,3478.84
P0278,2024-01-29,3,4121.82
P0278,2024-02-12,1,1877.3615
P0278,2024-02-26,1,1023.3575
P0278,2024-03-18,3,1012.554
P0278,2024-04-29,3,4457.4
P0278,2024-05-06,2,2433.33
P0278,2024-07-01,4,2851.64
P0278,2024-08-19,1,550.674
P0278,2024-09-23,3,3997.566
P0278,2024-12-23,3,4548.528
P0278,2024-12-30,4,8499.421710000008
P0278,2025-05-12,5,6381.36
P0278,2025-06-02,1,1325.2365000000002
P0279,2023-10-09,1,875.0070000000001
P0279,2023-12-04,2,1212.216
P0279,2023-12-18,3,5632.1525
P0279,2023-12-25,4,3003.672
P0279,2024-03-04,1,1222.715
P0279,2024-03-25,5,2889.5
P0279,2024-04-01,1,441.36
P0279,2024-05-06,3,4114.584
P0279,2024-05-27,1,777.0749999999999
P0279,2024-06-24,1,1220.6625
P0279,2024-09-02,9,9170.362500000001
P0279,2024-09-16,3,3058.57
P0279,2024-09-30,1,855.9005000000002
P0279,2024-10-07,1,1548.09
P0279,2024-10-28,1,1399.8675
P0279,2024-11-04,6,4892.436
P0279,2024-11-18,1,825.832
P0279,2024-11-25,1,949.2525
P0279,2025-02-17,1,870.9975
P0279,2025-03-03,1,506.48
P0279,2025-04-07,7,11916.451710000008
P0279,2025-06-02,1,840.807
P0280,2023-07-17,2,696.8
P0280,2023-07-24,1,839.5600000000001
P0280,2023-07-31,2,2249.504
P0280,2023-08-14,7,5867.5885
P0280,2023-09-18,1,681.6880000000001
P0280,2023-11-13,1,298.03200000000004
P0280,2024-01-15,2,3039.487
P0280,2024-03-11,2,2613.792
P0280,2024-03-18,2,2365.074
P0280,2024-04-08,1,264.571
P0280,2024-04-22,1,306.45
P0280,2024-06-03,2,651.644
P0280,2024-06-10,2,2755.87
P0280,2024-08-26,2,2548.725
P0280,2024-09-09,1,517.538
P0280,2024-10-21,3,1596.6239999999998
P0280,2024-10-28,2,308.29200000000003
P0280,2024-11-25,4,3626.812
P0280,2024-12-30,3,542.64
P0280,2025-01-27,7,3404.661
P0280,2025-02-10,1,1762.2785
P0280,2025-05-05,3,2780.91
P0280,2025-05-26,1,1121.133
P0281,2023-07-10,3,1708.707
P0281,2023-07-17,5,3404.28
P0281,2023-08-21,3,2020.494
P0281,2023-09-11,1,2102.8915
P0281,2023-11-06,1,1150.816
P0281,2023-12-04,2,1321.48
P0281,2024-01-22,2,415.478
P0281,2024-03-25,1,2136.36
P0281,2024-04-08,5,5099.277499999999
P0281,2024-05-06,3,1210.188
P0281,2024-06-10,2,1507.271
P0281,2024-06-24,2,2507.07
P0281,2024-07-01,1,689.0609999999999
P0281,2024-09-02,2,1894.832
P0281,2024-10-28,7,3935.7145
P0281,2024-11-04,1,2205.29
P0281,2024-12-02,5,8724.1255
P0281,2025-01-06,1,1501.1255
P0281,2025-02-24,3,2983.032
P0281,2025-03-03,2,3185.844
P0281,2025-04-21,1,599.56
P0281,2025-04-28,1,1329.624
P0281,2025-05-12,3,2385.424
P0281,2025-05-26,1,1139.8384999999998
P0282,2023-07-24,6,7865.279999999999
P0282,2023-07-31,2,2958.5660000000003
P0282,2023-10-09,1,316.749
P0282,2023-10-16,1,966.4925
P0282,2023-11-06,5,4069.32
P0282,2023-12-18,3,3555.1125
P0282,2024-01-08,1,864.7305
P0282,2024-03-18,1,338.716
P0282,2024-05-06,1,501.15
P0282,2024-05-13,2,1110.009
P0282,2024-05-20,3,1846.59
P0282,2024-08-26,1,956.064
P0282,2024-10-07,1,671.77
P0282,2025-02-10,4,2259.392
P0282,2025-02-17,2,3813.912
P0282,2025-02-24,3,5993.7300000000005
P0282,2025-05-12,1,320.985
P0282,2025-05-26,2,3131.48
P0283,2023-09-11,2,1602.0659999999998
P0283,2023-09-25,2,1911.633
P0283,2023-10-16,2,1552.08
P0283,2023-11-13,2,2970.896
P0283,2023-12-11,4,3205.7699999999995
P0283,2024-01-15,2,1456.275
P0283,2024-01-29,2,916.64
P0283,2024-04-29,1,1434.358
P0283,2024-05-06,5,2940.1
P0283,2024-07-22,3,6765.358499999999
P0283,2024-08-26,4,4719.438
P0283,2024-09-16,3,3987.047
P0283,2024-10-14,3,3815.415
P0283,2024-11-18,1,1236.14
P0283,2024-11-25,2,879.06
P0283,2025-02-17,2,1581.786
P0283,2025-03-03,4,2960.512
P0283,2025-03-10,1,1041.2325
P0283,2025-05-05,1,1057.89
P0284,2023-08-07,2,1813.605
P0284,2023-08-28,1,1177.545
P0284,2023-09-18,3,2190.858
P0284,2023-10-16,5,4726.0
P0284,2023-10-30,1,263.17499999999995
P0284,2023-11-27,1,1905.85
P0284,2024-01-08,1,1388.43
P0284,2024-01-22,1,882.2365
P0284,2024-03-25,2,3752.94
P0284,2024-04-01,1,335.75
P0284,2024-04-22,4,2732.856
P0284,2024-06-24,7,3618.1630000000005
P0284,2024-07-15,3,2865.699
P0284,2024-08-05,3,1158.39
P0284,2024-09-02,1,1385.5
P0284,2024-10-21,1,693.876
P0284,2024-10-28,5,8099.6925
P0284,2024-11-04,1,786.9989999999999
P0284,2025-01-27,2,332.004
P0284,2025-03-24,3,2427.804
P0284,2025-04-21,2,853.008
P0284,2025-05-12,5,8225.11
P0285,2023-09-11,4,2231.236
P0285,2023-10-09,2,300.80400000000003
P0285,2023-10-23,3,2562.63
P0285,2023-12-25,3,2028.03
P0285,2024-01-22,1,780.5485
P0285,2024-06-17,2,3024.512
P0285,2024-07-15,2,3086.316
P0285,2024-09-30,2,892.656
P0285,2024-10-21,2,2649.1
P0285,2024-11-25,8,7720.878000000001
P0285,2025-02-10,1,1132.873
P0285,2025-03-24,1,560.2439999999999
P0285,2025-05-19,5,6713.402
P0285,2025-06-09,4,7408.48
P0286,2023-09-18,1,957.416
P0286,2023-10-09,3,3171.2519999999995
P0286,2023-11-20,1,253.704
P0286,2023-11-27,2,470.9740000000001
P0286,2024-02-05,4,3001.5870000000004
P0286,2024-02-19,2,1056.538
P0286,2024-03-25,6,8499.421710000008
P0286,2024-04-15,3,1442.628
P0286,2024-07-22,1,1879.2425
P0286,2024-08-19,4,4251.212
P0286,2024-10-28,2,1197.9730000000002
P0286,2024-11-18,1,965.616
P0286,2024-12-16,4,459.384
P0286,2024-12-30,1,1167.85
P0286,2025-02-17,1,1371.16
P0286,2025-04-07,3,5953.935
P0286,2025-04-21,1,572.887
P0286,2025-05-12,1,187.536
P0286,2025-05-26,3,3619.827
P0287,2023-08-07,3,4233.87
P0287,2023-08-21,2,1308.3719999999998
P0287,2023-09-11,5,2037.78
P0287,2023-12-04,5,4557.412499999999
P0287,2024-01-15,4,1697.194
P0287,2024-01-22,1,1594.21
P0287,2024-02-12,1,707.0340000000001
P0287,2024-02-26,3,6139.6410000000005
P0287,2024-03-11,2,2097.3379999999997
P0287,2024-03-18,1,1077.588
P0287,2024-04-22,1,573.9159999999999
P0287,2024-04-29,5,3601.202
P0287,2024-08-05,3,1570.3650000000002
P0287,2024-11-18,1,323.37
P0287,2024-11-25,2,2819.847
P0287,2025-01-27,2,693.1400000000001
P0287,2025-04-21,1,887.9100000000001
P0287,2025-05-05,3,2192.454
P0288,2023-08-21,1,1245.4285
P0288,2023-11-06,1,1196.9525
P0288,2023-12-04,6,10365.788
P0288,2024-01-08,1,380.58
P0288,2024-01-29,7,5337.161
P0288,2024-03-04,4,772.92
P0288,2024-04-01,10,6527.4815
P0288,2024-04-22,5,6038.445
P0288,2024-05-06,3,4238.406
P0288,2024-07-29,3,4078.824
P0288,2024-08-05,3,834.0539999999999
P0288,2024-08-12,5,5822.24
P0288,2024-11-04,3,6530.9745
P0288,2024-12-09,1,1015.968
P0288,2024-12-16,2,2264.2740000000003
P0288,2024-12-30,3,3232.688
P0288,2025-02-17,1,532.8810000000001
P0288,2025-03-03,4,1498.8
P0288,2025-04-21,3,3265.9049999999997
P0288,2025-06-30,2,1202.295
P0289,2023-07-31,1,1982.6595
P0289,2023-08-07,1,613.1
P0289,2023-11-06,1,1139.19
P0289,2023-11-13,4,6112.68
P0289,2023-11-27,2,516.384
P0289,2023-12-04,2,724.34
P0289,2023-12-11,3,1305.9719999999998
P0289,2023-12-18,5,3242.3765
P0289,2024-03-18,2,2622.042
P0289,2024-03-25,5,689.91
P0289,2024-05-06,1,361.5
P0289,2024-07-01,2,2326.338
P0289,2024-07-08,3,1541.448
P0289,2024-07-15,1,1446.7040000000002
P0289,2024-07-29,1,1130.416
P0289,2024-09-09,5,7921.634
P0289,2024-12-09,1,1762.64
P0289,2025-01-20,3,897.5520000000001
P0289,2025-02-10,1,588.64
P0289,2025-02-24,2,606.64
P0289,2025-03-31,4,2013.27
P0289,2025-04-07,1,1266.885
P0289,2025-04-28,4,4492.849
P0289,2025-06-02,5,4712.1375
P0289,2025-06-09,2,2649.258
P0290,2023-07-17,3,3703.965
P0290,2023-07-24,1,879.174
P0290,2023-09-11,1,293.9385
P0290,2023-09-18,1,152.616
P0290,2023-12-04,1,2117.59
P0290,2024-01-15,1,1163.055
P0290,2024-01-29,2,1791.1710000000005
P0290,2024-02-12,1,850.8744999999999
P0290,2024-03-11,5,5621.0075
P0290,2024-04-08,2,3019.68
P0290,2024-05-20,3,4210.6050000000005
P0290,2024-07-08,1,265.545
P0290,2024-07-22,1,772.17
P0290,2024-09-02,2,1129.248
P0290,2024-10-21,1,850.8744999999999
P0290,2024-12-09,3,4505.951999999999
P0290,2025-03-03,3,1491.165
P0290,2025-03-31,2,2655.306
P0290,2025-04-07,2,1803.513
P0290,2025-04-14,1,1149.0215
P0290,2025-04-21,1,1029.708
P0290,2025-06-16,3,2500.9035
P0291,2023-10-30,1,508.375
P0291,2023-12-04,1,1207.06
P0291,2023-12-11,4,3726.72
P0291,2024-01-15,1,325.8
P0291,2024-02-12,12,10706.130000000001
P0291,2024-02-26,3,1129.086
P0291,2024-05-20,4,5172.674
P0291,2024-05-27,6,4547.787
P0291,2024-06-03,3,2765.07
P0291,2024-07-15,1,1886.3865
P0291,2024-08-05,2,388.995
