return_id,user_id,sku_id,return_date,return_reason,product_condition,refund_amount
R04642,U4076,P0751,2025-02-08,Better price elsewhere,Defective,1375.65
R04643,U3134,P0361,2025-04-03,Poor quality,Opened,314.62
R04644,U3791,P1410,2025-04-14,Damaged item,Used,987.72
R04645,U1823,P0145,2024-12-29,Damaged item,Used,856.59
R04646,U4283,P0277,2024-11-17,Missing parts,New,1246.42
R04647,U2217,P1097,2025-07-04,No longer needed,Opened,974.71
R04648,U5379,P1253,2024-09-07,Better price elsewhere,Defective,231.98
R04649,U5452,P0642,2024-07-19,Missing parts,Defective,2094.4
R04650,U3928,P0012,2024-10-15,No longer needed,Used,662.06
R04651,U2398,P1180,2025-06-14,Wrong product,Defective,1780.31
R04652,U4259,P0515,2025-07-03,Wrong product,New,971.58
R04653,U1455,P1428,2025-02-13,Missing parts,New,0.0
R04654,U5184,P0625,2024-09-16,Better price elsewhere,Defective,2111.33
R04655,U3054,P0422,2025-01-18,Damaged item,New,1201.19
R04656,U3483,P0316,2025-05-20,Poor quality,Used,1098.6
R04657,U2955,P0512,2024-08-22,Damaged item,New,2232.57
R04658,U1154,P1386,2024-07-13,Wrong product,Used,830.35
R04659,U2101,P0470,2025-02-24,Wrong product,Defective,1887.73
R04660,U1428,P1468,2025-03-04,Wrong product,Used,953.52
R04661,U2424,P0647,2024-08-12,Missing parts,Used,1787.57
R04662,U4264,P1214,2024-10-07,Poor quality,Used,865.96
R04663,U4446,P1033,2024-07-10,Poor quality,Defective,1561.15
R04664,U1731,P0115,2025-03-23,No longer needed,Defective,675.1
R04665,U4303,P0286,2024-09-06,Wrong product,Used,992.77
R04666,U1898,P0241,2024-09-24,Wrong product,New,990.8
R04667,U5601,P0057,2025-04-23,Damaged item,Opened,1909.01
R04668,U4157,P1178,2024-10-11,Missing parts,New,670.57
R04669,U5065,P0657,2024-11-29,Missing parts,New,1106.98
R04670,U3760,P0525,2024-10-11,Better price elsewhere,Opened,1396.98
R04671,U4580,P0744,2025-04-21,Wrong product,Defective,1930.71
R04672,U3308,P0407,2025-02-04,No longer needed,New,1946.0
R04673,U4428,P0917,2025-02-28,Damaged item,New,1024.54
R04674,U5239,P1463,2025-02-13,Unknown,Opened,487.32
R04675,U4507,P1073,2025-05-31,Poor quality,New,1424.83
R04676,U1088,P0353,2025-01-17,Better price elsewhere,Used,1663.73
R04677,U5451,P1124,2025-03-22,Missing parts,Opened,133.59
R04679,U2592,P0367,2025-04-24,Damaged item,Opened,2453.29
R04680,U3777,P0451,2024-10-06,Wrong product,Defective,317.79
R04681,U2816,P1442,2025-05-24,Better price elsewhere,Opened,641.87
R04682,U2002,P0449,2025-03-11,Missing parts,Defective,400.14
R04683,U4352,P0548,2024-11-04,No longer needed,New,710.5
R04684,U2910,P1075,2025-05-01,Missing parts,Opened,2229.27
R04685,U2679,P0047,2024-11-17,No longer needed,New,181.75
R04686,U2422,P0426,2025-04-15,Poor quality,Opened,688.13
R04687,U2242,P1281,2024-11-17,Damaged item,New,2134.74
R04688,U3146,P0179,2025-06-28,Missing parts,New,1164.62
R04689,U4563,P1190,2025-01-26,Missing parts,Opened,1819.65
R04690,U3780,P0600,2025-03-19,Poor quality,Defective,2044.95
R04691,U5389,P1151,2024-09-10,Better price elsewhere,Opened,2156.94
R04692,U3129,P0551,2024-08-15,Damaged item,New,127.56
R04693,U4009,P0156,2024-09-04,Missing parts,Used,1692.97
R04694,U2391,P0998,2025-01-22,Missing parts,Defective,1633.81
R04695,U1361,P1003,2024-08-11,Poor quality,Opened,2006.94
R04696,U3069,P0917,2025-01-10,Missing parts,Defective,866.67
R04697,U1193,P0996,2024-08-25,Missing parts,New,957.18
R04698,U1114,P0973,2025-06-13,Better price elsewhere,Opened,2384.41
R04699,U1960,P0263,2024-12-14,Missing parts,Defective,120.83
R04700,U5236,P1178,2024-10-26,Missing parts,Opened,481.54
R04701,U1709,P0920,2025-02-25,Better price elsewhere,Used,572.37
R04702,U3452,P0407,2024-09-19,Poor quality,Opened,726.93
R04703,U3073,P0333,2024-12-12,Wrong product,Defective,560.88
R04704,U1809,P1001,2024-10-25,Better price elsewhere,Defective,1091.85
R04705,U4684,P0462,2024-07-12,No longer needed,Defective,765.85
R04706,U3727,P0063,2025-04-02,Damaged item,Used,1156.93
R04707,U4576,P1321,2025-01-13,Missing parts,Defective,0.0
R04708,U5551,P0895,2025-01-29,Poor quality,Used,2094.44
R04709,U2934,P0188,2024-12-06,Poor quality,Defective,171.77
R04710,U4452,P1364,2024-10-24,Missing parts,Defective,255.03
R04711,U5811,P0976,2024-08-06,Missing parts,New,1859.65
R04712,U3837,P0166,2025-06-24,Missing parts,Opened,1499.16
R04713,U1761,P1005,2024-08-16,Damaged item,New,2297.49
R04714,U5696,P0302,2024-09-20,No longer needed,New,2151.89
R04715,U5095,P1044,2024-10-29,Wrong product,Opened,1034.58
R04716,U5881,P0840,2024-10-19,Poor quality,Opened,708.01
R04717,U3643,P0149,2024-09-02,Missing parts,Opened,162.52
R04718,U5304,P0799,2025-01-24,Missing parts,Used,1472.88
R04719,U2286,P1126,2025-06-21,Missing parts,Opened,638.16
R04720,U1434,P0614,2025-02-02,No longer needed,Opened,883.5
R04721,U1511,P1252,2024-09-18,Missing parts,Defective,737.89
R04722,U5499,P0404,2025-05-15,Wrong product,Opened,1838.64
R04723,U5911,P0241,2025-01-07,Poor quality,Defective,1401.65
R04724,U2721,P1243,2024-09-11,Missing parts,Opened,855.06
R04725,U1649,P0503,2025-04-09,Damaged item,Defective,2105.71
R04726,U5175,P1286,2024-11-18,No longer needed,New,354.99
R04727,U2360,P0109,2025-07-03,Damaged item,Used,1224.18
R04728,U1547,P0029,2025-03-11,Better price elsewhere,New,437.24
R04729,U4763,P0307,2025-04-13,Better price elsewhere,Defective,2015.31
R04730,U5573,P0154,2024-07-26,Damaged item,Defective,1328.59
R04731,U5992,P0033,2025-05-19,Damaged item,New,2209.5
R04732,U5008,P0098,2024-10-09,Poor quality,Opened,419.92
R04733,U2459,P0868,2025-03-24,Wrong product,New,920.42
R04734,U4221,P1058,2024-10-27,Missing parts,New,303.82
R04736,U3390,P0943,2025-01-28,Wrong product,Used,2207.16
R04737,U1418,P0780,2025-03-13,No longer needed,New,203.4
R04738,U4534,P0260,2025-02-13,No longer needed,Used,229.3
R04739,U5266,P0703,2025-01-18,No longer needed,Defective,670.95
R04740,U3662,P0947,2025-05-17,Wrong product,New,2173.56
R04741,U1239,P1391,2025-01-06,Better price elsewhere,New,0.0
R04742,U3347,P0256,2025-07-06,Wrong product,New,836.49
R04743,U1311,P0247,2025-02-24,Better price elsewhere,Defective,1422.63
R04744,U5138,P0388,2024-09-11,No longer needed,Opened,1824.33
R04745,U1050,P1353,2025-04-12,Missing parts,Defective,1906.36
R04746,U3357,P1195,2024-12-17,Wrong product,Defective,1882.64
R04747,U2153,P0477,2025-02-12,No longer needed,Opened,2019.68
R04748,U3251,P1276,2024-11-03,Better price elsewhere,Defective,798.31
R04749,U2298,P1423,2025-01-26,Damaged item,Opened,131.51
R04750,U1531,P1055,2025-02-11,No longer needed,New,495.95
R04751,U5413,P1139,2024-11-12,Poor quality,Used,579.61
R04752,U1244,P0321,2024-10-08,No longer needed,Opened,2410.4
R04753,U2632,P0554,2025-06-27,Missing parts,Defective,849.74
R04754,U4928,P0684,2025-05-10,Poor quality,Defective,2488.82
R04755,U2941,P1127,2025-06-05,Wrong product,Used,443.26
R04756,U4224,P1222,2024-07-27,Better price elsewhere,New,1455.73
R04757,U5843,P1214,2025-06-27,Poor quality,New,327.41
R04758,U3433,P0709,2024-11-21,Damaged item,New,1311.08
R04759,U4557,P1183,2025-01-26,No longer needed,Used,2081.85
R04760,U4978,P0658,2024-08-20,Better price elsewhere,Defective,1132.51
R04761,U3992,P1329,2024-10-21,Missing parts,Used,2305.58
R04762,U2205,P0478,2024-07-16,Damaged item,Used,453.71
R04763,U1162,P1290,2024-12-26,Damaged item,New,1021.1
R04764,U3216,P0337,2025-05-01,Better price elsewhere,Defective,942.35
R04765,U2824,P0317,2025-02-22,Poor quality,New,811.87
R04766,U1002,P1428,2024-09-11,Better price elsewhere,New,522.81
R04767,U4226,P0871,2025-07-07,Poor quality,Used,326.08
R04768,U4568,P0091,2024-08-28,Wrong product,Defective,1200.14
R04769,U1497,P0589,2025-03-25,Wrong product,New,1986.44
R04770,U1185,P0165,2024-07-31,Missing parts,Used,1114.06
R04771,U1257,P0433,2025-03-29,No longer needed,Used,1879.08
R04772,U2549,P0379,2025-02-06,Damaged item,New,1795.12
R04773,U4263,P1451,2025-02-15,Better price elsewhere,Used,1527.4
R04774,U5939,P0638,2025-03-11,Damaged item,Defective,1964.7
R04775,U4429,P0146,2024-10-09,Wrong product,Used,1404.27
R04776,U1336,P0202,2024-10-02,No longer needed,Used,743.52
R04777,U5988,P1452,2025-05-27,Better price elsewhere,Opened,368.65
R04778,U3587,P0240,2024-10-29,Better price elsewhere,Opened,704.25
R04779,U3095,P0394,2024-09-09,Missing parts,New,207.95
R04780,U2553,P1044,2024-08-31,Better price elsewhere,Defective,0.0
R04781,U2490,P0550,2025-01-21,Wrong product,Defective,2401.24
R04782,U1081,P0344,2025-06-11,Damaged item,Used,466.12
R04783,U2448,P0742,2024-08-29,Wrong product,New,2315.71
R04784,U5393,P0158,2025-03-09,Better price elsewhere,Used,832.48
R04785,U2112,P0371,2024-09-25,Damaged item,Opened,1447.85
R04786,U2180,P0310,2025-04-29,Better price elsewhere,Defective,2229.65
R04787,U1786,P0496,2025-02-09,Poor quality,New,1141.65
R04788,U2416,P1438,2025-03-09,No longer needed,Defective,1962.83
R04789,U5911,P0350,2024-07-18,Better price elsewhere,New,1398.6
R04790,U3742,P0290,2025-05-19,Better price elsewhere,Defective,1782.99
R04791,U4644,P0312,2025-06-05,Wrong product,Opened,1888.34
R04792,U4626,P0971,2024-12-26,Unknown,Defective,620.37
R04793,U1031,P1182,2025-06-08,Wrong product,Defective,951.53
R04794,U1640,P0144,2025-05-18,Damaged item,Defective,2298.24
R04795,U1885,P0765,2024-11-19,Better price elsewhere,Used,2186.04
R04796,U5706,P1054,2024-08-20,Wrong product,Defective,405.89
R04797,U1335,P1115,2024-10-17,Missing parts,Used,1510.09
R04798,U3065,P0280,2024-10-30,Better price elsewhere,Defective,1787.52
R04799,U5348,P1172,2025-04-06,Better price elsewhere,Defective,1542.18
R04800,U5446,P0352,2025-01-30,Missing parts,Opened,2292.68
R04801,U3108,P0441,2025-02-26,Wrong product,New,462.09
R04802,U2245,P0977,2024-12-04,Damaged item,Used,1669.74
R04803,U1169,P1483,2024-12-18,No longer needed,Defective,1228.57
R04804,U5129,P0250,2024-08-21,Better price elsewhere,Opened,1585.93
R04805,U2546,P0264,2025-05-19,Wrong product,Opened,2325.52
R04806,U5960,P0227,2024-08-26,Wrong product,New,508.22
R04807,U5603,P1461,2024-10-27,Damaged item,New,982.9
R04808,U3505,P1228,2024-11-22,Poor quality,Opened,159.64
R04809,U4867,P0678,2025-06-19,Missing parts,Used,1472.53
R04810,U2466,P0657,2025-05-18,Poor quality,New,1363.21
R04811,U4088,P1041,2025-05-23,Damaged item,Defective,812.84
R04812,U1212,P1240,2024-10-10,Missing parts,Used,986.1
R04813,U1675,P0497,2025-04-13,Wrong product,Opened,1828.9
R04814,U5194,P0729,2025-05-10,Better price elsewhere,Defective,867.74
R04815,UNKNOWN_USER,P0987,2024-09-05,Poor quality,Used,913.51
R04816,U1359,P0009,2025-03-12,Better price elsewhere,Used,1990.86
R04817,U5896,P0688,2025-04-13,No longer needed,New,1027.43
R04818,U5013,P0060,2024-07-24,Better price elsewhere,Used,1599.51
R04819,U5145,P1332,2025-05-15,Damaged item,New,2259.47
R04820,U2225,P0185,2024-07-10,No longer needed,New,1826.78
R04821,U3833,P0288,2025-06-09,Wrong product,Defective,2339.66
R04822,U3401,P0746,2025-02-13,No longer needed,New,1069.03
R04823,U1546,P1209,2025-01-04,Damaged item,Defective,1814.02
R04824,U5598,P0723,2024-09-02,Damaged item,Defective,1519.29
R04825,U4397,P0889,2024-09-27,Wrong product,New,703.74
R04826,U5475,P1305,2024-08-06,Damaged item,Used,1479.03
R04827,U4829,P0405,2025-03-11,Missing parts,New,2188.58
R04828,U1487,P0955,2025-03-02,Damaged item,New,143.89
R04829,U5859,P0810,2025-03-26,Missing parts,New,1352.99
R04830,U4225,P0069,2025-01-01,Poor quality,New,1561.14
R04831,U3218,P0649,2024-09-22,Wrong product,New,2227.99
R04832,U3764,P1268,2025-04-29,Better price elsewhere,Used,1854.61
R04833,U4756,P1333,2024-10-24,Missing parts,Used,258.25
R04834,UNKNOWN_USER,P0162,2025-02-26,Better price elsewhere,New,1552.17
R04835,U4110,P0462,2024-11-10,Better price elsewhere,New,1702.46
R04836,U3254,P0900,2025-01-13,Damaged item,Used,1447.96
R04837,U2016,P1467,2025-04-27,Missing parts,New,356.99
R04838,U5467,P0694,2024-09-27,Better price elsewhere,New,1071.23
R04839,U5559,P1136,2025-06-27,Better price elsewhere,Defective,1795.55
R04840,U5173,P0401,2024-10-17,Damaged item,Defective,1174.29
R04841,U5469,P0444,2024-07-28,Poor quality,Used,2017.77
R04842,U3404,P0478,2025-05-21,No longer needed,Defective,2403.2
R04843,U3529,P0937,2025-04-06,Poor quality,New,2108.61
R04844,U3277,P0562,2025-02-09,Wrong product,New,2039.65
R04845,U1753,P0832,2024-08-25,Missing parts,Defective,1620.18
R04847,U1996,P0727,2025-04-05,Damaged item,Used,1843.58
R04848,U3734,P0767,2025-02-28,Damaged item,New,875.34
R04849,U3945,P0568,2025-01-30,No longer needed,Used,1225.06
R04850,U2354,P1047,2024-09-25,Missing parts,New,808.62
R04851,U3732,P0449,2025-05-25,Missing parts,Used,620.38
R04852,U3261,P0787,2025-01-14,No longer needed,Defective,1499.67
R04853,U3312,P1349,2024-08-08,Wrong product,Defective,989.37
R04854,U4713,P0424,2024-09-30,No longer needed,Defective,949.7
R04855,U4822,P0322,2025-05-12,Damaged item,Used,2227.91
R04856,U2599,P0766,2024-08-31,Wrong product,Used,1910.09
R04857,U2465,P0914,2024-11-23,Wrong product,Defective,1571.17
R04858,U3208,P0411,2024-09-07,Damaged item,Defective,341.87
R04859,U2655,P1131,2025-03-01,Damaged item,Used,974.28
R04860,U2672,P0812,2025-04-18,Poor quality,Opened,404.45
R04861,U4000,P1416,2024-12-12,Poor quality,Defective,2112.84
R04862,U5059,P0037,2024-08-04,Wrong product,Opened,568.47
R04863,U2160,P0280,2024-09-04,No longer needed,Opened,1532.65
R04864,U4177,P0800,2024-08-19,Damaged item,Used,896.75
R04865,U3636,P0824,2024-08-14,Damaged item,Opened,1266.26
R04866,U5757,P0352,2024-09-14,Damaged item,Opened,1527.54
R04867,U5540,P1138,2024-10-31,Wrong product,Defective,2387.33
R04868,U3319,P0707,2024-08-26,No longer needed,New,1356.42
R04869,U3326,P0444,2025-05-26,Poor quality,Defective,2171.95
R04870,U4188,P0176,2024-11-05,Better price elsewhere,Defective,893.3
R04871,U3438,P1284,2024-12-11,No longer needed,Opened,2282.22
R04872,U5121,P1158,2024-09-03,No longer needed,Defective,367.25
R04873,U1517,P1251,2025-01-26,Better price elsewhere,Opened,2349.41
R04874,U1793,P0112,2025-02-06,Better price elsewhere,New,729.71
R04875,U4653,P0741,2024-10-29,Wrong product,New,1208.45
R04876,U3857,P0143,2024-11-15,No longer needed,Defective,2071.88
R04877,U1063,P0581,2024-08-11,Missing parts,Defective,1655.1
R04878,U3347,P1119,2025-05-15,Missing parts,Opened,498.51
R04879,U1626,P1183,2025-04-03,Better price elsewhere,Defective,198.21
R04880,U4198,P1269,2025-01-31,Wrong product,Defective,221.12
R04881,U2868,P0546,2025-03-09,No longer needed,Used,1052.51
R04882,U1072,P0774,2024-08-01,Missing parts,Used,2049.86
R04883,U4807,P0654,2024-08-13,Better price elsewhere,Defective,1251.02
R04884,U5860,P1133,2024-10-12,Missing parts,New,925.87
R04885,U4907,P0603,2025-05-19,Damaged item,Used,917.51
R04886,U5719,P0313,2025-04-12,Damaged item,Defective,2121.32
R04887,U4116,P1185,2024-11-25,Wrong product,Used,1154.91
R04888,U1153,P0371,2024-12-02,Poor quality,Opened,2228.17
R04889,U4359,P1163,2025-06-24,Wrong product,Used,2162.77
R04890,U4758,P0494,2024-09-25,Better price elsewhere,Opened,2463.41
R04891,U3150,P0418,2024-08-08,No longer needed,New,0.0
R04892,U1573,P0488,2024-11-06,No longer needed,Opened,1611.4
R04893,U3199,P1473,2024-07-16,No longer needed,Defective,2380.0
R04894,U5765,P0369,2025-05-02,Wrong product,Defective,803.35
R04895,U4224,P0559,2024-10-28,Missing parts,New,862.63
R04896,U3113,P1290,2025-05-31,Wrong product,Opened,2397.67
R04897,U2265,P0337,2025-07-04,No longer needed,Opened,1925.02
R04898,U1065,P0725,2025-04-12,Better price elsewhere,Defective,201.35
R04899,U4634,P0842,2025-07-03,Better price elsewhere,Defective,727.93
R04900,U3772,P1181,2024-11-23,No longer needed,Opened,1798.78
R04901,U4819,P0439,2024-08-29,Missing parts,Defective,2043.7
R04902,U5885,P0158,2025-01-03,Better price elsewhere,New,2065.65
R04903,U5418,P0905,2024-09-03,Better price elsewhere,Opened,2310.88
R04904,U3649,P1448,2024-10-03,Poor quality,Used,988.9
R04905,U5956,P0024,2025-07-03,Better price elsewhere,New,1616.6
R04906,U2162,P1352,2025-05-17,Poor quality,New,1828.07
R04907,U4274,P0653,2024-08-15,Damaged item,Opened,975.76
R04909,U4197,P0691,2025-02-15,Damaged item,New,617.85
R04910,U1476,P0940,2025-04-02,Missing parts,Opened,497.8
R04911,U4590,P1233,2025-07-02,Poor quality,New,1542.64
R04912,U3559,P0968,2024-08-18,Better price elsewhere,New,1792.32
R04913,U5122,P1145,2024-10-11,Damaged item,Opened,2179.15
R04914,U3699,P0970,2025-02-24,Better price elsewhere,Opened,2264.14
R04915,U4422,P0568,2024-09-03,Damaged item,Defective,1153.64
R04916,U2667,P0950,2025-05-20,Damaged item,Opened,2413.57
R04917,U3557,P0251,2024-07-24,Wrong product,Opened,647.32
R04918,U2623,P0106,2024-10-04,Better price elsewhere,Used,1117.57
R04919,U4051,P0328,2024-10-02,Better price elsewhere,Used,1658.41
R04920,U1090,P0594,2024-10-16,Damaged item,Defective,259.94
R04921,U2678,P1231,2024-10-23,Missing parts,Opened,1955.48
R04922,U4065,P1175,2025-05-20,Poor quality,New,1079.8
R04923,U3300,P0751,2024-09-21,Missing parts,Opened,2478.39
R04924,U1062,P0780,2024-08-22,Wrong product,Used,997.28
R04925,U3001,P0919,2025-02-24,Poor quality,Opened,1276.86
R04926,U1146,P1469,2025-05-16,Missing parts,New,2038.55
R04927,U3848,P1068,2024-07-23,Damaged item,Opened,989.07
R04928,U3995,P1315,2024-07-29,Damaged item,New,1287.03
R04929,U5289,P1116,2025-01-15,Wrong product,Used,1838.77
R04930,U5440,P0732,2024-09-10,No longer needed,Used,1554.65
R04931,U5062,P0147,2024-11-16,Wrong product,Used,611.86
R04932,U5882,P1212,2024-12-19,No longer needed,Used,2209.22
R04933,U3413,P0951,2025-06-01,Poor quality,Opened,1115.15
R04934,U1092,P0849,2024-12-23,Poor quality,Used,1333.16
R04935,U3281,P0504,2024-07-20,Better price elsewhere,Opened,1497.86
R04936,U4434,P1432,2024-09-30,Wrong product,Defective,2391.97
R04937,U5780,P1072,2025-06-17,Missing parts,New,617.03
R04938,U2043,P0429,2024-10-19,Wrong product,Opened,2205.32
R04939,U2745,P0739,2025-03-01,Better price elsewhere,Opened,788.09
R04940,U2438,P0513,2025-04-07,Unknown,Used,243.22
R04941,U2184,P1112,2025-02-20,Wrong product,Defective,1113.42
R04942,U2935,P1079,2025-01-08,Better price elsewhere,New,1981.99
R04943,U5280,P0561,2024-09-27,Poor quality,Opened,1345.92
R04944,U5074,P1159,2025-01-26,No longer needed,Opened,2394.49
R04945,U3611,P0670,2024-07-12,Poor quality,Opened,1154.19
R04946,U4022,P0921,2025-04-08,Damaged item,Defective,521.38
R04947,U2963,P0182,2024-09-21,No longer needed,Used,998.18
R04948,U1628,P0144,2025-05-10,Wrong product,Used,560.05
R04949,U2724,P1085,2025-02-24,Missing parts,Used,1046.94
R04950,U4975,P1250,2024-07-20,Poor quality,Defective,205.01
R04951,U5264,P1382,2024-11-30,Wrong product,Used,378.48
R04952,U4970,P0728,2024-10-08,Missing parts,Used,2105.37
R04953,U1230,P1222,2025-01-12,Better price elsewhere,Defective,2113.76
R04954,U4241,P0883,2024-07-08,Wrong product,Opened,2245.59
R04955,U2820,P0272,2025-05-13,Missing parts,New,919.54
R04956,U3443,P1466,2024-08-14,Damaged item,New,500.61
R04957,U4952,P0326,2024-08-29,Damaged item,Unknown,1908.27
R04958,U5361,P0883,2025-06-21,Damaged item,Opened,1881.21
R04959,U5417,P0580,2025-01-21,Wrong product,New,215.43
R04960,U4904,P0048,2025-05-04,Better price elsewhere,Used,2048.53
R04961,U1904,P0043,2024-08-31,Better price elsewhere,New,1229.52
R04962,U4617,P1500,2024-08-13,Missing parts,Defective,1999.3
R04963,U2484,P1097,2025-03-19,No longer needed,Defective,1936.56
R04964,U5775,P1492,2025-04-23,Damaged item,New,1266.32
R04965,U5884,P1327,2025-02-02,Damaged item,Defective,2121.55
R04966,U1584,P1405,2025-05-02,Missing parts,New,601.77
R04967,U3900,P0508,2025-02-04,Damaged item,Opened,1712.82
R04968,U1392,P0097,2024-09-18,Poor quality,Opened,1395.79
R04969,U3307,P0949,2024-10-17,Missing parts,New,420.74
R04970,U3956,P0275,2024-12-21,Damaged item,Used,1341.61
R04971,U5150,P1220,2025-01-14,Poor quality,New,2197.41
R04972,U2000,P0346,2025-06-29,Poor quality,Defective,2056.88
R04973,U2641,P0269,2025-01-03,Damaged item,New,769.35
R04974,U3872,P1268,2024-09-12,Wrong product,Opened,2438.67
R04975,U2347,P0512,2025-06-25,Wrong product,New,1196.16
R04976,U5583,P0477,2025-04-09,Better price elsewhere,Used,1032.56
R04977,U3056,P0213,2024-12-10,Damaged item,Used,1405.64
R04978,U2558,P0145,2025-05-04,Wrong product,Used,869.22
R04979,U3751,P0958,2025-05-30,Missing parts,Used,2174.84
R04980,U4733,P1041,2024-07-19,Wrong product,Used,2475.83
R04981,U3499,P0352,2024-12-02,Missing parts,Used,2414.02
R04982,U2650,P0099,2025-01-22,Wrong product,Opened,1649.5
R04983,U3112,P0304,2025-07-02,Damaged item,New,1422.66
R04984,U4487,P0356,2024-10-02,No longer needed,New,2279.3
R04985,U3095,P1292,2025-04-14,No longer needed,Used,1346.81
R04986,U2025,P1194,2025-06-25,No longer needed,Opened,2343.62
R04987,U3096,P0486,2024-10-07,Poor quality,Defective,2300.25
R04988,U1157,P1149,2024-10-13,Missing parts,New,2205.37
R04989,U1059,P0077,2024-12-13,Missing parts,Used,420.12
R04990,U3729,P0493,2024-07-31,Missing parts,New,1848.8
R04991,U1638,P0026,2024-10-29,No longer needed,Opened,787.69
R04992,U2534,P1355,2024-07-29,Better price elsewhere,New,880.86
R04993,U3114,P0687,2024-08-03,Poor quality,New,177.83
R04994,U4523,P0808,2024-11-03,Missing parts,Used,406.92
R04995,U3911,P1321,2025-05-09,Wrong product,Used,852.22
R04996,U4229,P0387,2025-02-05,Missing parts,New,217.65
R04997,U1653,P0316,2024-09-09,Better price elsewhere,Opened,310.89
R04998,U4789,P0305,2024-07-25,Wrong product,New,905.46
R04999,U1145,P0853,2025-06-17,No longer needed,New,1412.04
R05000,U5208,P0994,2024-09-28,Damaged item,New,191.7
R05001,U1238,P0933,2024-11-05,Poor quality,New,1004.25
R05002,U3132,P0493,2024-11-03,Better price elsewhere,Defective,173.17
R05003,U5357,P0892,2025-01-05,Damaged item,Defective,2403.47
R05004,U4826,P0607,2024-11-01,Damaged item,New,2138.61
R05005,U5203,P0079,2025-06-08,Poor quality,Defective,1945.62
R05006,U2063,P0270,2025-07-06,Damaged item,Defective,873.75
R05007,U4337,P0656,2024-12-15,No longer needed,New,1879.91
R05008,U4341,P0796,2024-12-24,Wrong product,Opened,2197.01
R05009,U5799,P0477,2025-04-12,Poor quality,New,194.28
R05010,U2327,P1311,2025-03-28,Poor quality,New,621.72
R05011,U5453,P0300,2024-11-23,Poor quality,New,1624.48
R05012,U4750,P0965,2025-04-22,No longer needed,Used,261.27
R05013,U3949,P1103,2024-07-16,Damaged item,Opened,1978.92
R05014,U3521,P0542,2025-05-13,Better price elsewhere,Defective,498.49
R05015,U3675,P1161,2025-05-13,Poor quality,Used,430.91
R05016,U1993,P0968,2024-11-22,Poor quality,New,1058.67
R05017,U2134,P0071,2024-07-18,Poor quality,Defective,2330.84
R05018,U1510,P0159,2025-04-14,Missing parts,New,711.17
R05019,U2747,P0693,2025-05-23,Poor quality,Opened,1009.95
R05020,U2491,P0438,2024-08-30,Poor quality,Opened,2186.18
R05021,U3560,P1115,2024-11-24,Damaged item,Used,2004.57
R05022,U4177,P1408,2024-07-10,No longer needed,New,2216.63
R05023,U3571,P1224,2025-03-17,Wrong product,Defective,1462.35
R05024,U2377,P0013,2024-07-18,Missing parts,New,1766.14
R05025,U1388,P1429,2025-05-12,Missing parts,Opened,1765.99
R05026,U1076,P0377,2025-05-06,Poor quality,Opened,844.15
R05027,U5346,P0510,2024-10-27,Missing parts,Used,2389.03
R05028,U2469,P1491,2025-04-17,Missing parts,New,603.82
R05029,U3504,P1357,2024-08-13,No longer needed,Defective,503.54
R05030,U2973,P0307,2024-07-17,Damaged item,Opened,212.14
R05031,U5402,P0003,2024-12-31,Damaged item,Used,1995.78
R05032,U2807,P0473,2025-03-16,Better price elsewhere,Defective,634.84
R05033,U2478,P1358,2024-12-12,Better price elsewhere,Defective,1430.87
R05034,U2569,P0864,2025-02-14,Poor quality,New,1134.99
R05035,U2331,P0443,2025-05-09,Poor quality,New,1353.83
R05036,U2424,P0073,2024-12-05,Better price elsewhere,Opened,2260.47
R05037,U5215,P0873,2024-10-16,Missing parts,New,422.07
R05038,U4461,P1016,2024-11-10,Damaged item,New,447.1
R05039,U4714,P1271,2025-02-28,Poor quality,Opened,1311.01
R05040,U2678,P0196,2024-08-18,Wrong product,Used,2282.65
R05041,U5708,P0549,2024-11-11,Wrong product,New,2421.08
R05042,U2734,P0829,2024-07-17,Poor quality,Defective,449.43
R05043,U2091,P1242,2024-08-21,Missing parts,New,142.93
R05044,U2542,P1284,2025-04-13,Better price elsewhere,Opened,488.45
R05045,U1052,P0494,2025-05-08,Damaged item,Used,282.03
R05046,U5890,P0013,2024-07-11,Poor quality,Defective,2471.68
R05047,U3890,P1066,2024-08-22,Damaged item,New,999.7
R05048,U2853,P0393,2025-05-08,Wrong product,Opened,241.56
R05049,U5134,P1331,2024-11-01,Better price elsewhere,Used,287.11
R05050,U4916,P1470,2024-11-23,Wrong product,Used,902.09
R05051,U2657,P0013,2024-11-21,No longer needed,Opened,810.8
R05052,U2870,P0307,2024-12-31,Wrong product,New,857.04
R05053,U5497,P0279,2024-09-18,Wrong product,Defective,2322.31
R05054,U2878,P1081,2025-05-31,Unknown,Opened,2286.43
R05055,U5698,P0394,2025-05-22,Poor quality,New,1064.73
R05056,U4831,P0373,2024-11-08,Wrong product,Opened,2328.68
R05057,U2015,P0715,2025-06-01,No longer needed,Defective,1375.51
R05058,U2703,P0038,2025-03-08,No longer needed,Used,1728.41
R05059,U5319,P0631,2025-01-24,Missing parts,Defective,1908.66
R05060,U5354,P1374,2025-03-13,Missing parts,Opened,2158.29
R05061,U3909,P0340,2024-12-09,Missing parts,Opened,2152.04
R05062,U4175,P0461,2024-10-06,Damaged item,Used,212.75
R05063,U2791,P0280,2025-05-16,No longer needed,Opened,910.14
R05064,U3866,P0805,2025-01-08,Wrong product,Opened,2486.85
